N	2gram	Potebnia_M_4	VLabPisa
1	таким образом	24	27
2	в этом	23	26
3	и в	23	25
4	и т	7	24
5	не только	10	22
6	может быть	26	21
7	во сне	2	21
8	хотя бы	4	20
9	и не	18	19
10	не может	11	17
11	т д	3	15
12	в его	5	15
13	в процессе	3	14
14	этом отношении	1	13
15	в том	23	13
16	прежде всего	1	13
17	в частности	1	12
18	как это	1	12
19	все это	5	12
20	в силу	7	11
21	с другой	2	11
22	из них	1	11
23	в качестве	1	10
24	не могут	2	10
25	о том	8	10
26	то же	14	9
27	что в	17	9
28	об этом	2	9
29	по этому	1	9
30	для него	5	9
31	т п	4	9
32	но и	11	9
33	и др	2	9
34	в своем	8	8
35	все эти	3	8
36	не следует	2	8
37	на основании	4	8
38	другой стороны	1	8
39	могут быть	7	8
40	говорит и	1	8
41	во всех	1	7
42	по отношению	10	7
43	из этих	2	7
44	вот например	1	7
45	было бы	8	7
46	как и	14	7
47	том что	12	7
48	не было	12	7
49	а не	12	7
50	вместе с	6	7
51	же в	1	7
52	отношению к	8	7
53	художественного произведения	1	6
54	творческой деятельности	1	6
55	в себе	14	6
56	в нем	7	6
57	главным образом	1	6
58	это не	7	6
59	их в	3	6
60	том же	2	6
61	и его	2	6
62	в то	4	6
63	так и	6	6
64	между тем	9	6
65	бы и	5	6
66	у него	1	6
67	то что	29	6
68	одним из	1	5
69	и есть	3	5
70	в их	1	5
71	зависимости от	1	5
72	очевидно что	7	5
73	как говорит	1	5
74	все же	1	5
75	в пределах	1	5
76	и при	2	5
77	не в	11	5
78	тому что	2	5
79	же время	3	5
80	связи с	3	5
81	образы и	3	5
82	на основе	1	5
83	один из	2	5
84	он говорит	1	5
85	как бы	5	5
86	сказать что	8	5
87	только в	15	5
88	в искусстве	3	5
89	в этой	1	4
90	перед нами	1	4
91	в самом	3	4
92	что все	4	4
93	них не	1	4
94	в них	3	4
95	даже в	2	4
96	никогда не	3	4
97	к тому	3	4
98	утверждать что	1	4
99	в ее	2	4
100	это только	1	4
101	можно сказать	4	4
102	показывают что	1	4
103	с ними	3	4
104	что он	4	4
105	в единстве	1	4
106	в нашей	1	4
107	в одном	4	4
108	в связи	1	4
109	художественное произведение	2	4
110	равно как	2	4
111	в своей	1	4
112	например в	3	3
113	человека и	3	3
114	в котором	4	3
115	др в	1	3
116	его не	1	3
117	имеет свою	2	3
