N	2gram	Propp_Isto_3	Vladivir
1	и в	22	31
2	не только	14	24
3	но и	12	19
4	то что	7	18
5	и не	12	17
6	и даже	2	15
7	у него	3	15
8	в этом	17	14
9	том что	8	14
10	и с	4	14
11	что в	15	14
12	там же	2	13
13	но в	10	12
14	в его	3	12
15	что он	9	12
16	о том	3	11
17	в том	9	11
18	между прочим	3	11
19	потому что	3	11
20	и то	2	10
21	также и	1	10
22	он не	5	10
23	так что	5	10
24	как мы	8	9
25	никогда не	3	9
26	только в	4	9
27	в течение	6	9
28	а в	6	9
29	и по	1	8
30	в то	2	8
31	в дальнейшем	4	8
32	так как	7	8
33	в доме	12	7
34	тут же	1	7
35	мы сейчас	2	7
36	кроме того	1	7
37	и и	2	7
38	мы уже	6	7
39	как это	4	7
40	и его	4	7
41	об этом	1	7
42	уже в	1	7
43	сказать что	3	7
44	то же	6	6
45	и к	3	6
46	он и	3	6
47	в котором	2	6
48	у нас	4	6
49	и сам	1	6
50	так и	2	6
51	и что	2	6
52	можно сказать	2	6
53	в качестве	2	6
54	может быть	11	6
55	на этот	1	6
56	и потому	2	6
57	не может	4	6
58	к этому	7	6
59	но как	1	5
60	это был	1	5
61	не очень	1	5
62	на то	1	5
63	которой он	1	5
64	не в	4	5
65	что и	9	5
66	вовсе не	2	5
67	но он	4	5
68	не было	2	5
69	что же	1	5
70	все это	1	5
71	видно что	2	5
72	и от	3	5
73	а также	2	5
74	с ним	1	5
75	жизни и	2	5
76	я не	3	4
77	мы и	1	4
78	что его	1	4
79	в этой	5	4
80	в своем	2	4
81	хотя и	2	4
82	и как	3	4
83	в этот	2	4
84	в нем	9	4
85	главным образом	1	4
86	что у	3	4
87	как и	3	4
88	в своей	1	4
89	не раз	2	4
90	к ней	4	4
91	во всем	1	4
92	да и	2	4
93	никак не	1	4
94	к нему	5	4
95	один из	5	4
96	и у	3	4
97	в особенности	2	4
98	после смерти	2	4
99	и все	3	4
100	для нас	4	4
101	и через	1	3
102	увидим ниже	3	3
103	но она	2	3
104	на себя	2	3
105	и он	2	3
106	и на	4	3
107	то мы	2	3
108	но не	7	3
109	отношение к	4	3
110	что они	8	3
111	отнюдь не	1	3
112	как в	2	3
113	все же	5	3
114	со своей	1	3
115	в целом	3	3
116	он в	1	3
117	все эти	4	3
118	и вот	2	3
119	на его	3	3
120	через несколько	1	3
121	это конечно	1	3
122	здесь мы	5	3
123	из своего	1	3
124	всю жизнь	2	3
125	со своими	2	3
126	не мог	2	3
127	во время	6	3
128	но это	3	3
129	что этот	1	3
130	и очень	1	3
131	ничего не	6	3
132	таким образом	10	3
133	к тому	3	3
134	в жизни	2	3
135	здесь не	3	3
136	и здесь	7	3
137	не помню	1	3
138	человека как	1	3
139	тот же	1	3
140	по возвращении	1	3
141	мы увидим	3	3
142	и действительно	2	3
143	и так	2	3
144	уже не	7	3
145	только на	2	3
146	в виде	2	3
147	с другой	7	3
148	только к	1	3
149	под влиянием	1	3
150	если не	2	3
151	в связи	3	3
152	вместе с	9	3
153	к своему	1	3
154	по своему	1	3
155	в начале	1	3
156	на одной	2	3
157	это можно	1	3
158	другой стороны	7	3
159	но этот	2	3
160	и т	16	2
161	одним из	4	2
162	это и	1	2
163	и до	1	2
164	и за	1	2
165	той же	2	2
166	лет и	1	2
167	который был	2	2
168	хотя бы	1	2
169	еще не	10	2
170	мы читаем	1	2
171	он сам	1	2
172	знаем что	2	2
173	в чем	3	2
174	мы будем	1	2
175	к жизни	2	2
176	ответ на	1	2
177	нет и	1	2
178	своего сына	1	2
179	то обстоятельство	1	2
180	лет то	1	2
181	его на	2	2
182	некоторое время	3	2
183	своих детей	1	2
184	его к	1	2
185	конечно не	1	2
186	из этих	3	2
187	и тот	1	2
188	тому же	2	2
189	что она	5	2
190	больше всего	1	2
191	при этом	2	2
192	т д	15	2
193	по всем	1	2
194	на этом	4	2
195	так например	1	2
196	от нее	1	2
197	на ту	1	2
198	было бы	3	2
199	известно что	2	2
200	ни в	2	2
201	в них	6	2
202	за это	2	2
203	с тем	2	2
204	точки зрения	2	2
205	что такое	1	2
206	это делает	2	2
207	выше мы	3	2
208	не будем	3	2
209	тем не	5	2
210	на всю	1	2
211	в религиозных	1	2
212	для нее	2	2
213	даже в	2	2
214	не менее	5	2
215	не имели	1	2
216	больше чем	1	2
217	именно с	1	2
218	он оказался	1	2
219	очень мало	1	2
220	уже и	1	2
221	что на	4	2
222	в каком	1	2
223	у меня	5	2
224	обстоятельство что	1	2
225	со стороны	3	2
226	указывает на	1	2
227	на это	2	2
228	где он	1	2
229	и о	2	2
230	то время	2	2
231	это мы	1	2
232	он так	1	2
233	ясно что	1	2
234	она была	1	2
235	что дело	1	2
236	образом в	2	2
237	на все	2	2
238	она всегда	1	2
239	с того	2	2
240	толстой и	1	2
241	времени в	1	2
242	которой мы	1	2
243	а именно	4	2
244	того что	5	2
245	с ними	3	2
246	всяком случае	2	2
247	на несколько	1	2
248	по этому	1	2
249	том чтобы	1	2
250	одной из	1	2
251	то и	6	2
252	был очень	1	2
253	чтобы он	1	2
254	не стал	1	2
255	из них	7	2
256	мы знаем	2	2
257	тем что	4	2
258	даже не	2	2
259	или о	1	2
260	и затем	1	2
261	несколько дней	2	2
262	обратить внимание	1	2
263	именно так	2	2
264	что мы	1	2
265	жизнь в	1	2
266	начиная с	1	2
267	к себе	1	2
268	еще на	1	2
269	где же	1	2
270	в тех	2	2
271	своей жизни	1	2
272	оба они	1	2
273	о его	1	2
274	приведем несколько	1	2
275	и для	2	2
276	указать на	2	2
277	сейчас увидим	1	2
278	особого рода	3	2
279	от него	2	2
280	мы должны	7	2
281	совершенно не	2	2
282	из этого	1	2
283	бы обратить	1	2
284	к этой	1	2
285	и это	2	2
286	в частности	5	2
287	как на	1	2
288	во всяком	2	2
289	все что	3	2
290	всегда в	1	1
291	к людям	1	1
292	несколько лет	3	1
293	от отца	1	1
294	а из	1	1
295	на самом	2	1
296	и есть	2	1
297	отношений в	1	1
298	и живут	1	1
299	уже один	1	1
300	особого исследования	1	1
301	не имеют	2	1
302	видеть в	1	1
303	он ничего	2	1
304	в и	1	1
305	есть не	1	1
306	хорошо и	1	1
307	часто бывает	2	1
308	особенность его	1	1
309	большую роль	1	1
310	случае это	1	1
311	на место	1	1
312	что никто	1	1
313	и совсем	1	1
314	время как	2	1
315	ходить в	1	1
316	не вполне	6	1
317	в некотором	1	1
318	мы здесь	4	1
319	с большим	5	1
320	они еще	1	1
321	в ней	2	1
322	столько же	1	1
323	была у	1	1
324	на них	1	1
325	из особенностей	1	1
326	иное как	3	1
327	столь же	1	1
328	в различных	1	1
329	которые однако	1	1
330	бы она	2	1
331	итак мы	1	1
332	видели что	4	1
333	он относится	1	1
334	к богу	1	1
