N	2gram	Bakhtin_Pr_2	Poddanst
1	не только	16	17
2	и в	45	14
3	и не	42	12
4	в области	2	11
5	в этом	20	10
6	в отношении	1	10
7	но в	6	9
8	то же	5	9
9	в том	8	9
10	в пределах	4	8
11	хотя бы	5	8
12	только в	9	7
13	в то	5	7
14	же время	3	7
15	в ней	7	6
16	xix века	1	6
17	было бы	4	6
18	но и	15	6
19	в смысле	2	6
20	отношении к	1	5
21	в которых	1	5
22	с другой	1	5
23	может быть	18	5
24	и пр	2	5
25	а я	1	5
26	не в	8	5
27	и о	2	5
28	если бы	2	4
29	в своем	5	4
30	и к	2	4
31	как бы	15	4
32	и если	1	4
33	том что	7	4
34	не может	24	4
35	и потому	6	4
36	в котором	7	4
37	по себе	8	4
38	в русской	2	4
39	что в	6	4
40	мы должны	4	4
41	же в	1	4
42	а в	3	4
43	то что	5	4
44	мы не	1	3
45	это не	3	3
46	хотя и	2	3
47	и как	2	3
48	тот же	2	3
49	с ними	4	3
50	с одной	1	3
51	в себе	5	3
52	в нем	20	3
53	сами по	1	3
54	для того	1	3
55	заключается в	1	3
56	прежде всего	11	3
57	что мы	1	3
58	с точки	9	3
59	но не	6	3
60	она есть	1	3
61	наряду с	1	3
62	могут быть	4	3
63	тем самым	2	3
64	потому что	8	3
65	точки зрения	19	3
66	я и	3	3
67	отношения к	2	2
68	например в	2	2
69	в сфере	2	2
70	в ее	3	2
71	и есть	1	2
72	в мире	3	2
73	есть не	1	2
74	начала и	2	2
75	которую мы	2	2
76	по сравнению	2	2
77	есть нечто	1	2
78	но к	1	2
79	никак не	1	2
80	в xix	2	2
81	во всех	4	2
82	говорить о	1	2
83	во всей	1	2
84	со стороны	4	2
85	с этим	1	2
86	того что	3	2
87	стороны и	1	2
88	никогда раньше	1	2
89	бы ни	1	2
90	думать что	1	2
91	есть в	8	2
92	и резко	1	2
93	в начале	2	2
94	и других	3	2
95	в его	22	2
96	из них	9	2
97	в виде	1	2
98	и вот	2	2
99	сторона вопроса	1	2
100	в выборе	1	2
101	как раз	6	2
102	в статье	1	2
103	именно как	1	2
104	и с	7	2
105	точек зрения	3	2
106	может ли	1	2
107	именно в	3	2
108	iii в	1	2
109	в жизни	3	2
110	xix веке	2	2
111	для них	3	2
112	в них	4	2
113	церкви и	1	2
114	не было	2	2
115	а не	10	2
116	должно быть	4	2
117	эта идея	1	2
118	в европе	1	2
119	друг другу	1	2
120	ней не	1	2
121	что из	1	2
122	не менее	2	2
123	все это	5	2
124	не о	2	2
125	на этих	1	2
126	одна из	3	2
127	русский народ	2	2
128	да и	1	2
129	еще более	1	2
130	тем более	1	2
131	подошел к	1	2
132	в частности	1	2
133	особый и	1	2
134	как на	2	2
135	том числе	2	2
136	какое огромное	1	1
137	же как	4	1
138	с другом	2	1
139	и через	2	1
140	связана с	1	1
141	не надобно	2	1
142	с большою	1	1
143	на основе	2	1
144	смысл этого	1	1
145	на две	1	1
146	должна быть	3	1
147	на нее	1	1
148	те же	2	1
149	не с	1	1
150	по природе	3	1
151	и среди	2	1
152	еще в	1	1
153	ибо только	1	1
154	что дело	1	1
155	не осуществляется	1	1
156	в эпоху	1	1
157	для этого	3	1
158	творчества они	1	1
159	находится в	2	1
160	могут стать	1	1
161	воспринимает не	1	1
162	с ее	3	1
163	и ее	7	1
164	именно потому	1	1
165	мы и	3	1
166	и здесь	2	1
167	но несколько	1	1
168	подчеркнуть что	3	1
169	может сочетаться	1	1
170	и что	2	1
171	литературы и	1	1
172	еще не	9	1
173	были бы	2	1
174	и на	7	1
175	без которой	1	1
176	оно ни	1	1
177	с его	8	1
178	и главное	1	1
179	смысле не	1	1
180	жить и	1	1
181	некоторые же	1	1
182	увидеть и	2	1
183	в противоречии	1	1
184	не все	1	1
185	что и	5	1
186	отличие от	1	1
187	есть с	2	1
188	них в	2	1
189	однако же	2	1
190	в истории	2	1
191	не входят	1	1
192	и мир	5	1
193	в современной	1	1
194	все же	4	1
195	обе эти	1	1
196	и слова	1	1
197	современности в	1	1
198	сочетаются с	1	1
199	мы видим	2	1
200	она касается	1	1
201	более или	1	1
202	в какой	1	1
203	веры в	1	1
204	бы из	1	1
205	тяготеет к	2	1
206	в самом	13	1
207	в условиях	2	1
208	но как	2	1
209	в которой	2	1
210	во времени	1	1
211	бы и	3	1
212	есть утверждение	1	1
213	формы в	2	1
214	в статьях	3	1
215	у каждого	1	1
216	из этих	1	1
217	человека с	2	1
218	себя в	2	1
219	под его	1	1
220	развитии европейской	1	1
221	в глубины	1	1
222	оказывается в	1	1
223	переходит в	2	1
224	и будущее	1	1
225	и чувствуем	1	1
226	только один	1	1
227	сливаются в	1	1
228	уже в	4	1
229	в большинстве	2	1
230	только на	1	1
231	на то	2	1
232	но на	2	1
233	получили в	1	1
234	и предания	1	1
235	в мир	1	1
236	по размерам	1	1
237	в определенном	1	1
238	не внешнее	1	1
239	к миру	1	1
240	соприкасается с	1	1
241	с основной	1	1
242	из этой	1	1
243	народ русский	1	1
244	мир в	2	1
245	есть как	1	1
246	одно из	1	1
247	идеи и	4	1
248	не как	6	1
249	к ним	3	1
250	друг друга	7	1
251	чтобы в	1	1
252	мы можем	4	1
253	и только	1	1
254	само по	2	1
255	каждый из	1	1
256	и по	2	1
257	дело идет	6	1
258	каждого слова	1	1
259	и петербург	1	1
260	от нее	1	1
261	в каждом	4	1
262	прошлое настоящее	1	1
263	или иной	3	1
264	большинстве случаев	2	1
265	ясно что	1	1
266	его в	3	1
267	в душе	1	1
268	ощущается как	1	1
269	или чисто	1	1
270	и тех	1	1
271	живет в	1	1
272	и быть	1	1
273	а с	3	1
274	что не	5	1
275	но есть	1	1
276	по всему	1	1
277	которая и	1	1
278	напряженный и	1	1
279	каком смысле	1	1
280	где он	1	1
281	далеко не	4	1
282	не исключает	1	1
283	в этой	1	1
284	идеи в	5	1
285	это черта	1	1
286	как и	14	1
287	с которым	1	1
288	в свете	1	1
289	ведет к	2	1
290	в развитии	2	1
291	рождается и	2	1
292	не об	3	1
293	в одно	1	1
294	бы как	1	1
295	и еще	1	1
296	настоящее и	1	1
297	или менее	1	1
298	что если	3	1
299	в творчестве	1	1
300	творчестве достоевского	1	1
301	так же	5	1
302	и особенно	2	1
303	идеи идея	1	1
304	к предмету	1	1
305	прийти к	1	1
306	место в	1	1
307	на каждом	1	1
308	важнее всего	1	1
309	в отличие	1	1
310	мысли и	3	1
311	в данном	1	1
312	только идея	1	1
313	сравнению с	2	1
314	общее ощущение	1	1
315	он живет	1	1
316	что было	1	1
317	и эти	1	1
318	и завершающего	1	1
319	как к	2	1
320	и более	2	1
321	в прошлом	1	1
322	там где	6	1
323	или что	1	1
324	друг с	2	1
325	того кто	1	1
326	к следующему	1	1
327	ни были	1	1
328	стремления к	1	1
329	и твердым	1	1
330	и очень	1	1
331	этой области	2	1
332	нет никакого	1	1
333	что есть	1	1
334	сущности не	1	1
335	в основном	1	1
336	что эта	2	1
337	она не	5	1
338	что с	1	1
339	иной раз	1	1
340	входят в	1	1
341	но для	1	1
342	тогда когда	1	1
343	этом смысле	5	1
344	она должна	1	1
345	и глубины	1	1
346	противоречии с	1	1
347	в сферу	1	1
348	миру в	1	1
349	того чтобы	1	1
350	нем в	1	1
351	она может	1	1
352	не имеет	3	1
353	никогда не	17	1
354	и всегда	2	1
355	в результате	3	1
356	казалось бы	1	1
357	о котором	1	1
358	этом мире	1	1
359	они являются	1	1
360	и притом	1	1
361	и которая	1	1
362	как она	1	1
363	более что	1	1
364	что по	1	1
365	другой стороны	1	1
366	голодной смерти	1	1
367	только что	2	1
368	и теперь	1	1
369	в этих	4	1
370	выборе и	1	1
371	в каком	1	1
372	конечно и	2	1
373	бытия не	1	1
374	есть у	2	1
375	из тех	1	1
376	и внутренне	2	1
377	именно о	1	1
378	в момент	3	1
379	в иной	1	1
380	что проблема	1	1
381	когда ее	1	1
382	одновременно и	1	1
383	сейчас то	1	1
384	что все	3	1
385	и жизнь	1	1
386	живого и	1	1
387	есть и	3	1
388	ли не	1	1
389	в других	1	1
390	единства в	1	1
391	числе и	2	1
392	мысли но	1	1
393	что оно	1	1
394	всего что	1	1
395	к этой	2	1
396	видим в	1	1
397	и другие	4	1
398	не есть	2	1
399	вместе с	1	1
400	все еще	1	1
401	это в	1	1
402	который не	1	1
403	гоголь и	1	1
404	во всяком	1	1
405	они не	2	1
