N	4gram	Voloshinov_1	StatiiOP
1	дело в том что	1	4
2	в то же время	5	4
3	во всяком случае в	1	2
4	говорит о том что	1	2
5	в данном случае в	1	2
6	но в то же	3	2
7	в том что в	1	2
8	что же это за	1	1
9	я не сомневаюсь что	1	1
10	что бы то ни	1	1
11	так и в отношении	1	1
12	ни в каком случае	1	1
13	и в данном случае	1	1
14	в нем может быть	1	1
15	в том что он	2	1
16	во что бы то	1	1
17	до сих пор не	1	1
18	ответ на этот вопрос	1	1
19	ничего общего с этим	1	1
20	и по отношению к	1	1
21	бы то ни стало	1	1
22	нам до сих пор	1	1
