N	2gram	Trubetskoy_1	Narrotol
1	не только	10	31
2	но и	9	27
3	и не	8	23
4	при этом	3	19
5	может быть	10	15
6	в качестве	3	14
7	как и	1	13
8	а не	5	13
9	а в	4	13
10	в этом	15	12
11	только в	4	12
12	и в	26	11
13	в данном	1	11
14	тогда как	1	10
15	состоит в	2	10
16	и его	1	10
17	то есть	4	9
18	то что	7	9
19	то же	4	8
20	представляет собой	3	8
21	не может	4	8
22	данном случае	1	8
23	в том	11	8
24	уже не	3	8
25	но в	7	7
26	том что	7	7
27	если бы	3	7
28	у него	1	7
29	в самом	4	6
30	не в	2	6
31	в этой	4	6
32	в себе	6	6
33	тому же	5	6
34	к тому	6	6
35	и т.д	6	6
36	одного из	1	6
37	во втором	1	6
38	в его	5	6
39	как бы	12	6
40	один из	2	6
41	как раз	1	6
42	а также	2	6
43	жизни и	2	6
44	и на	2	5
45	той или	2	5
46	так и	6	5
47	точки зрения	13	5
48	в своей	1	5
49	потому что	7	5
50	можно сказать	3	5
51	в соответствии	1	5
52	то в	1	4
53	в первом	1	4
54	еще не	2	4
55	с его	2	4
56	но не	8	4
57	как в	1	4
58	все же	6	4
59	из этих	10	4
60	в нем	4	4
61	в мире	5	4
62	из них	7	4
63	по себе	1	4
64	соответствии с	1	4
65	в одном	3	4
66	вплоть до	2	4
67	в то	4	4
68	не по	1	4
69	того чтобы	5	4
70	никогда не	5	4
71	в сознании	1	4
72	в ней	1	4
73	о том	6	4
74	же время	2	4
75	к нему	7	4
76	того что	3	4
77	для него	3	4
78	или иной	2	4
79	прежде всего	2	4
80	о чем	1	4
81	мира в	1	4
82	и состоит	1	4
83	как известно	1	3
84	речь идет	1	3
85	самом деле	1	3
86	идет о	1	3
87	мы имеем	2	3
88	мы не	1	3
89	он сам	1	3
90	в своем	3	3
91	и как	3	3
92	к чему	1	3
93	в нашем	1	3
94	но именно	1	3
95	он не	4	3
96	для того	5	3
97	и с	10	3
98	в глазах	2	3
99	это не	1	3
100	в жизни	1	3
101	в слове	1	3
102	не всегда	2	3
103	и ее	1	3
104	тем не	3	3
105	их в	1	3
106	однако в	1	3
107	не менее	3	3
108	но они	1	3
109	этом отношении	2	3
110	у нас	1	3
111	начиная с	2	3
112	и о	3	3
113	но при	2	3
114	лишь в	5	3
115	между тем	2	3
116	что он	4	3
117	в состав	1	3
118	по отношению	1	3
119	могло бы	1	3
120	представляют собой	1	3
121	именно в	2	3
122	не было	2	3
123	в начале	2	3
124	но для	1	3
125	это уже	1	3
126	не является	1	3
127	не существует	1	3
128	и все	2	3
129	жизни а	1	3
130	первом случае	1	3
131	отношению к	3	3
132	что в	9	3
133	в сфере	1	2
134	и через	1	2
135	тем же	1	2
136	всех его	1	2
137	и для	5	2
138	в сущности	1	2
139	не вполне	3	2
140	ему в	2	2
141	двух или	1	2
142	между собой	1	2
143	в чем	1	2
144	события в	1	2
145	друг на	2	2
146	если в	3	2
147	отличие от	1	2
148	один и	1	2
149	в той	1	2
150	так называемая	1	2
151	что касается	1	2
152	них как	1	2
153	та же	1	2
154	роль в	1	2
155	на то	2	2
156	не могла	2	2
157	так сказать	1	2
158	заключает в	2	2
159	человека в	1	2
160	а по	1	2
161	входит в	1	2
162	это было	1	2
163	на друга	2	2
164	и тогда	4	2
165	и того	1	2
166	в этих	4	2
167	в отличие	1	2
168	сих пор	5	2
169	из нас	1	2
170	не имеет	5	2
171	дело не	1	2
172	не могло	2	2
173	казалось бы	1	2
174	ничего не	1	2
175	как она	1	2
176	и является	2	2
177	и после	2	2
178	связи с	9	2
179	к жизни	5	2
180	ли не	1	2
181	же самое	2	2
182	значения и	1	2
183	с ее	1	2
184	свою очередь	1	2
185	здесь не	1	2
186	другой стороны	1	2
187	особенно в	2	2
188	она была	1	2
189	по мере	1	2
190	с ним	1	2
191	местах и	1	2
192	то они	1	2
193	до сих	5	2
194	с другой	8	2
195	времени в	1	2
196	тем или	1	2
197	и только	4	2
198	от этих	1	2
199	же в	1	2
200	с ними	1	2
201	дело с	1	2
202	всяком случае	6	2
203	себя в	1	2
204	только на	1	2
205	первобытного человека	1	2
206	сами по	1	2
207	в конце	6	2
208	к ним	3	2
209	друг друга	1	2
210	мы можем	2	2
211	и даже	3	2
212	в области	9	2
213	в результате	3	2
214	после смерти	10	2
215	зависит от	1	2
216	человеческой жизни	1	2
217	только от	1	2
218	что мы	2	2
219	если не	2	2
220	позволяет нам	1	2
221	вместе с	15	2
222	к его	2	2
223	по своим	2	2
224	по своему	2	2
225	да и	1	2
226	быть и	2	2
227	о его	1	2
228	к двум	1	2
229	в связи	3	2
230	и от	4	2
231	или иным	1	2
232	т.д вплоть	1	2
233	но зато	1	2
234	сливаются в	1	2
235	хотя бы	3	2
236	только что	2	2
237	к ее	1	2
238	сказать что	2	2
239	в свою	2	2
240	все что	2	2
241	в таком	3	2
242	во всяком	6	2
243	одним из	2	1
244	же как	3	1
245	чтобы не	1	1
246	не знаем	1	1
247	это и	1	1
248	другому человеку	1	1
249	в самостоятельный	1	1
250	и есть	1	1
251	этого внутреннего	1	1
252	и до	1	1
253	о каждом	1	1
254	имена с	1	1
255	мы уже	1	1
256	из всех	3	1
257	жизни по	2	1
258	не приходится	1	1
259	мир не	1	1
260	они предстали	1	1
261	этом не	1	1
262	он как	1	1
263	от церкви	1	1
264	но даже	1	1
265	мы и	1	1
266	не совсем	1	1
267	из которых	4	1
268	жизни это	1	1
269	он существует	1	1
270	целого не	1	1
271	и сами	2	1
272	быть в	1	1
273	нему в	1	1
274	не представляется	1	1
275	бы то	2	1
276	природы и	1	1
277	сказать и	1	1
278	различия между	2	1
279	при жизни	4	1
280	после его	2	1
281	отношение к	5	1
282	что именно	2	1
283	с этим	1	1
284	и лишь	1	1
285	вспомним что	1	1
286	еще и	1	1
287	когда он	3	1
288	целый ряд	4	1
289	и наконец	2	1
290	и к	5	1
291	за собой	3	1
292	знаменательно что	1	1
293	еще на	2	1
294	в которой	3	1
295	что это	3	1
296	ни один	2	1
297	за это	1	1
298	тоже не	1	1
299	к своей	1	1
300	приводит к	2	1
301	что к	1	1
302	и тот	1	1
303	что даже	1	1
304	что она	1	1
305	задний план	1	1
306	главным образом	8	1
307	чтобы они	1	1
308	как с	1	1
309	не как	2	1
310	в силу	5	1
311	в корне	1	1
312	отделилась от	1	1
313	новое и	1	1
314	будет продолжаться	1	1
315	на земле	1	1
316	друг с	5	1
317	его от	2	1
318	базируются на	1	1
319	и по	4	1
320	людей и	2	1
321	так например	2	1
322	таким образом	22	1
323	но все	7	1
324	жить в	1	1
325	этом последнем	1	1
326	в одну	1	1
327	то ни	2	1
328	значение в	1	1
329	той же	1	1
330	состояния и	1	1
331	них не	2	1
332	говорить не	1	1
333	его в	1	1
334	с другими	4	1
335	и отдельные	1	1
336	лишь на	1	1
337	существовали в	1	1
338	далеко не	4	1
339	жизни то	1	1
340	в ее	1	1
341	с тем	18	1
342	мы видели	2	1
343	зато в	1	1
