N	3gram	Propp_Isto_1	formyVre
1	и т п	1	8
2	в связи с	3	5
3	для того чтобы	1	5
4	по отношению к	3	3
5	до сих пор	5	3
6	в этом отношении	1	3
7	может быть только	1	3
8	не может быть	7	3
9	в то время	3	3
10	но все же	3	2
11	дело в том	3	2
12	в дальнейшем оказывается	1	2
13	равно как и	1	2
14	и в особенности	1	2
15	в соответствии с	1	2
16	одной стороны и	1	2
17	же как и	1	2
18	не было и	1	2
19	в отличие от	2	2
20	друг на друга	1	2
21	наряду с этим	1	2
22	но и в	2	2
23	вместе с тем	2	2
24	то время как	3	2
25	так же как	2	2
26	не только в	1	2
27	с одной стороны	4	2
28	соответствии с этим	1	2
29	дальнейшем оказывается что	1	2
30	с самого начала	2	2
31	в том что	4	2
32	к тому же	1	2
33	для всех этих	1	1
34	но кроме того	1	1
35	в другом месте	1	1
36	до наших дней	1	1
37	в стороне от	1	1
38	что дорога в	2	1
39	прежде всего в	1	1
40	на берегу моря	1	1
41	с ним но	1	1
42	его в связи	1	1
43	мы можем поставить	1	1
44	этим мы еще	1	1
45	во всем мире	1	1
46	в средние века	1	1
47	одно из проявлений	1	1
48	они не могут	1	1
49	но все это	1	1
50	в зависимости от	2	1
51	сами по себе	1	1
52	надо сказать что	3	1
53	как мы увидим	2	1
54	но он не	1	1
55	должны будем ответить	1	1
56	с природой и	1	1
57	и др или	1	1
58	в это время	1	1
59	можем поставить вопрос	1	1
60	что во всех	1	1
61	до известной степени	1	1
62	в значительной степени	1	1
63	но они всегда	1	1
64	он попадает в	2	1
65	в ту же	1	1
66	все же и	1	1
67	но в то	1	1
68	слагается из ряда	1	1
69	таким образом и	1	1
70	большую роль играют	2	1
71	смысле этого слова	1	1
72	как мы это	1	1
73	с этим в	1	1
74	и в этом	1	1
75	не могут быть	1	1
76	и всей его	1	1
77	ни к какой	1	1
78	на природу и	1	1
79	мы будем называть	2	1
80	мы уже видели	1	1
81	в этом случае	1	1
82	с исторической действительностью	1	1
83	о том что	3	1
84	не только на	1	1
85	что он должен	1	1
86	средние века и	1	1
87	не входят в	1	1
88	с этим мы	1	1
89	проник и в	1	1
90	друг с другом	3	1
91	все это не	1	1
92	для нас не	2	1
93	носит иной характер	1	1
94	так и по	1	1
95	мы еще не	1	1
