N	2gram	Ircho_Kome_1	Istorich
1	и т	9	27
2	и в	22	26
3	т д	4	24
4	так же	3	18
5	т е	13	18
6	то что	2	16
7	не только	10	15
8	может быть	9	14
9	что в	6	14
10	же как	3	13
11	между двумя	1	12
12	но и	11	12
13	связь с	1	12
14	так и	5	10
15	таким образом	8	10
16	и его	8	10
17	что он	6	10
18	все же	3	9
19	его в	3	9
20	что и	4	9
21	так как	4	9
22	и не	8	9
23	то же	6	8
24	мы знаем	2	8
25	а в	6	8
26	в этом	3	7
27	он не	3	7
28	об этом	1	7
29	как и	9	7
30	в этих	1	7
31	во время	5	7
32	на небо	1	7
33	как в	5	7
34	в качестве	4	7
35	превращается в	1	7
36	еще не	2	6
37	что они	4	6
38	как он	1	6
39	мы видели	2	6
40	мы можем	4	6
41	могут быть	3	6
42	в дальнейшем	1	6
43	к нему	2	6
44	потому что	5	6
45	не может	2	6
46	вместе с	2	6
47	предположить что	1	6
48	когда он	1	6
49	мы уже	1	5
50	то это	1	5
51	но не	2	5
52	и как	3	5
53	но в	4	5
54	и только	1	5
55	в силу	2	5
56	и по	6	5
57	с собой	1	5
58	но все	1	5
59	в другом	4	5
60	и с	3	5
61	к которым	1	5
62	не в	6	5
63	ничего не	3	5
64	и у	3	5
65	как мы	4	5
66	на нем	2	5
67	и здесь	2	5
68	и что	1	5
69	в его	5	5
70	в одном	8	5
71	у него	3	5
72	тем что	4	5
73	до сих	2	5
74	и др	1	5
75	из которых	2	5
76	сих пор	2	5
77	к этому	4	5
78	в доме	2	4
79	вопрос о	3	4
80	на себя	2	4
81	в которых	1	4
82	дает нам	1	4
83	в этот	1	4
84	он в	1	4
85	но он	2	4
86	даже в	3	4
87	того как	3	4
88	указывает на	2	4
89	так в	4	4
90	о том	8	4
91	и даже	5	4
92	вовсе не	2	4
93	с другой	5	4
94	такое же	1	4
95	все что	2	4
96	в тех	3	4
97	другой стороны	5	4
98	в античности	1	4
99	он получает	1	3
100	из трех	1	3
101	что иное	1	3
102	из этих	1	3
103	относится к	2	3
104	перед нами	1	3
105	его к	1	3
106	одном случае	1	3
107	и и	3	3
108	на то	3	3
109	на его	5	3
110	что она	1	3
111	связанные с	2	3
112	при этом	5	3
113	что у	2	3
114	те же	1	3
115	должен был	1	3
116	не мог	3	3
117	том что	12	3
118	и более	1	3
119	как это	3	3
120	на него	4	3
121	в русской	1	3
122	во всем	1	3
123	к себе	1	3
124	иногда даже	1	3
125	и он	1	3
126	данном случае	1	3
127	большей частью	2	3
128	в образе	3	3
129	на вопрос	1	3
130	иное как	1	3
131	а также	4	3
132	герой в	1	3
133	в том	11	3
134	только в	3	3
135	и других	7	3
136	в руки	1	3
137	о чем	1	3
138	к своему	1	3
139	в данном	1	3
140	наряду с	2	3
141	как бы	1	3
142	по существу	1	3
143	случаях когда	1	3
144	или в	2	3
145	но это	2	3
146	только что	2	3
147	же в	4	3
148	е в	2	3
149	на поле	1	3
150	не что	1	3
151	к этой	1	3
152	и другие	1	3
153	мы здесь	1	2
154	он может	1	2
155	видеть в	2	2
156	и за	1	2
157	по его	1	2
158	а как	1	2
159	ему в	1	2
160	собой в	1	2
161	или от	1	2
162	общих чертах	1	2
163	при жизни	1	2
164	это видно	1	2
165	тех же	2	2
166	отношение к	3	2
167	предположение что	1	2
168	нам право	1	2
169	в этой	7	2
170	в истории	5	2
171	с этим	1	2
172	в своем	1	2
173	тех случаях	1	2
174	указывают на	1	2
175	хотя и	3	2
176	говорит что	1	2
177	примером этого	1	2
178	от хозяина	1	2
179	что это	1	2
180	в целом	3	2
181	представляет собой	1	2
182	тут и	1	2
183	право на	2	2
184	и тот	1	2
185	в себе	2	2
186	другом случае	1	2
187	в нем	4	2
188	от которого	1	2
189	не к	2	2
190	его от	1	2
191	на этом	2	2
192	так например	1	2
193	такого же	1	2
194	здесь мы	3	2
195	главным образом	3	2
196	с целью	1	2
197	хотя бы	1	2
198	что эту	1	2
199	было бы	2	2
200	известно что	4	2
201	из них	10	2
202	и тем	2	2
203	ни одной	2	2
204	с тем	1	2
205	которой он	1	2
206	земли и	1	2
207	можно найти	1	2
208	попасть в	1	2
209	тем не	2	2
210	все это	5	2
211	однако в	3	2
212	таких случаев	1	2
213	по себе	1	2
214	уже выше	1	2
215	не менее	3	2
216	герою в	1	2
217	к этим	3	2
218	не по	1	2
219	небом и	1	2
220	одна из	2	2
221	он иногда	1	2
222	по своей	2	2
223	в тексте	1	2
224	что на	1	2
225	в области	2	2
226	от того	1	2
227	у нас	3	2
228	не могут	1	2
229	его с	1	2
230	формы и	1	2
231	и этим	1	2
232	на том	1	2
233	иногда в	1	2
234	и на	3	2
235	в самую	1	2
236	после того	3	2
237	три раза	1	2
238	от них	2	2
239	и во	2	2
240	в форме	2	2
241	того что	1	2
242	указывает что	2	2
243	показывают что	1	2
244	этот факт	1	2
245	себя в	1	2
246	так что	1	2
247	уже в	5	2
248	в виде	3	2
249	птиц и	1	2
250	не дает	1	2
251	ни в	6	2
252	он становится	1	2
253	и толстой	1	2
254	не случайно	1	2
255	не говорит	1	2
256	в других	2	2
257	даже и	1	2
258	в особенности	1	2
259	в исторической	1	2
260	возможно что	1	2
261	в пути	1	2
262	на этот	1	2
263	а сам	2	2
264	его как	1	2
265	в частности	3	2
266	и вот	4	2
267	этого слова	1	2
268	такого рода	6	2
269	смысле этого	1	2
270	с этой	1	2
271	между прочим	2	2
272	же самое	2	2
273	это уже	1	2
274	только одна	1	2
275	от него	1	2
276	и все	3	2
277	в лице	1	2
278	подземного царства	4	2
279	в страну	1	2
280	сказать что	1	2
281	на это	1	2
282	по свидетельству	2	2
283	в роли	1	2
284	подняться на	1	1
285	очевидна для	1	1
286	от голода	1	1
287	даже если	2	1
288	почти не	2	1
289	и всем	1	1
290	полагают что	2	1
291	его же	1	1
292	из его	4	1
293	что эти	1	1
294	в зависимости	1	1
295	у нашего	1	1
296	той же	1	1
297	землей и	1	1
298	отсюда видно	1	1
299	мы не	3	1
300	ответить на	1	1
301	не была	1	1
302	время как	4	1
303	совпадает с	1	1
304	принадлежит к	2	1
305	зависимости от	1	1
306	землю из	1	1
307	в ней	1	1
308	и самого	2	1
309	он был	2	1
310	что по	2	1
311	прибавляет к	1	1
312	в чем	3	1
313	во всех	1	1
314	все по	1	1
315	как правило	3	1
316	к которой	1	1
317	друг на	1	1
318	не все	1	1
319	если в	1	1
320	в эти	2	1
321	а и	1	1
322	в наиболее	1	1
323	была большая	1	1
324	независимо от	2	1
325	что именно	1	1
326	к категории	1	1
327	что нет	1	1
328	однако не	1	1
329	есть что-то	1	1
330	всей этой	1	1
331	целый ряд	1	1
332	силами и	1	1
333	и материальной	1	1
334	и к	1	1
335	и хотя	2	1
336	нему с	1	1
337	ногах ср	1	1
338	рано утром	1	1
339	в ответ	1	1
340	то и	2	1
341	особое место	1	1
342	и те	1	1
343	ее как	1	1
344	почти всегда	2	1
345	не могла	1	1
346	не следует	2	1
347	к миру	1	1
348	книги из	1	1
349	встречаются на	1	1
350	одному из	2	1
351	и почему	1	1
352	до нашей	1	1
353	сравнивается с	1	1
354	во главе	1	1
355	не попали	1	1
356	из него	1	1
357	подобно тому	1	1
358	людей и	1	1
359	в совершенно	1	1
360	им как	1	1
361	них не	1	1
362	а его	1	1
363	на все	2	1
364	на этой	1	1
365	дома и	1	1
366	этой силы	1	1
367	войны и	5	1
368	эти же	1	1
369	в них	3	1
370	о которых	5	1
371	героя или	1	1
372	крылатого коня	1	1
373	в наследство	1	1
374	и уже	1	1
375	с такой	1	1
376	восходят к	2	1
377	как целое	1	1
378	такой же	2	1
379	точки зрения	4	1
380	с развитием	1	1
381	представить себе	1	1
382	в котором	4	1
383	он дает	1	1
384	должны были	8	1
385	свет на	1	1
386	друг другу	1	1
387	и эти	1	1
388	именно к	1	1
389	тому что	1	1
390	и очень	1	1
391	власть в	2	1
392	вплоть до	1	1
393	не знающих	1	1
394	и другое	1	1
395	в то	10	1
396	между небом	1	1
397	которого он	1	1
398	нашей эры	2	1
399	духов не	1	1
400	именно с	1	1
401	которые и	1	1
402	они являются	1	1
403	впрочем в	1	1
404	к ней	2	1
405	со своим	5	1
406	мы бы	1	1
407	ссылаясь на	2	1
408	до того	1	1
409	мы и	1	1
410	ему не	1	1
411	одним из	1	1
412	мира а	1	1
413	вот в	1	1
414	iii и	1	1
415	обращается к	1	1
416	действует в	1	1
417	один раз	1	1
418	и заставляет	1	1
419	с полной	1	1
420	к тому	6	1
421	где он	2	1
422	вероятно к	1	1
423	и это	1	1
424	с ее	2	1
425	только при	2	1
426	не единственные	1	1
427	см а	1	1
428	то время	5	1
429	приводит к	1	1
430	роль в	1	1
431	ли есть	1	1
432	лучше понять	1	1
433	поэтому мы	2	1
434	в глаза	1	1
435	ясно что	4	1
436	на путь	1	1
437	особенно в	1	1
438	в борьбе	1	1
439	отождествляется с	1	1
440	и каждый	1	1
441	поставил под	1	1
442	к первому	1	1
443	во второй	3	1
444	это только	1	1
445	наше внимание	1	1
446	жизнь и	1	1
447	и трудно	1	1
448	в последней	1	1
449	собой и	2	1
450	для этого	2	1
451	он испытывал	1	1
452	и способ	1	1
453	один человек	1	1
454	с ним	1	1
455	все его	1	1
456	а к	2	1
457	не сохранилась	1	1
458	о нем	1	1
459	еще при	1	1
460	одного из	6	1
461	мог бы	2	1
462	в греческой	1	1
463	нас в	2	1
464	за уничтожение	1	1
465	доходит до	1	1
466	путь к	2	1
467	и власть	1	1
468	бы в	1	1
469	говорит он	1	1
470	но нельзя	1	1
471	в середине	1	1
472	сказать и	1	1
473	достигает вершины	1	1
474	и следовательно	1	1
475	полет на	1	1
476	жизнь или	1	1
477	по содержанию	3	1
478	один из	5	1
479	различных животных	1	1
480	взят из	1	1
481	что только	1	1
482	человека в	1	1
483	тот же	3	1
484	одной из	3	1
485	нет собственно	1	1
486	к их	1	1
487	до нас	5	1
488	по мнению	1	1
489	он действует	1	1
490	а только	1	1
491	чаще всего	3	1
492	с двумя	1	1
493	же она	1	1
494	в большинстве	1	1
495	только на	1	1
496	вернуться к	2	1
497	в начале	3	1
498	большинстве случаев	1	1
499	очевидно что	1	1
500	и один	1	1
501	среди которых	1	1
502	друг друга	1	1
503	в ряде	1	1
504	заметить что	1	1
505	как раз	3	1
506	очень осторожно	1	1
507	представление о	1	1
508	к совершенно	1	1
509	со стороны	2	1
510	материал в	1	1
511	как у	1	1
512	на ее	1	1
513	или иначе	1	1
514	не один	1	1
515	говорить и	1	1
516	именно в	4	1
517	по своим	1	1
518	эти две	1	1
519	лица в	1	1
520	к которому	3	1
521	близок к	1	1
522	а с	1	1
523	его из	1	1
524	прежде всего	5	1
525	что им	1	1
526	на которых	1	1
527	у других	2	1
528	понимать как	1	1
529	именно так	1	1
530	долгое время	1	1
531	этой же	2	1
532	и она	1	1
533	в кости	1	1
534	или по	2	1
535	под его	1	1
536	могущество и	1	1
537	и землей	1	1
538	о существе	1	1
539	к жизни	1	1
540	на эту	1	1
541	тому как	1	1
542	его распоряжение	1	1
543	что же	1	1
544	а потом	1	1
545	года в	1	1
546	с тремя	1	1
547	кто такой	1	1
548	как будто	2	1
549	в это	1	1
550	в основном	1	1
551	животных или	1	1
552	видно что	1	1
553	это ясно	1	1
554	здесь в	3	1
555	в более	3	1
556	за свое	1	1
557	в результате	4	1
558	говорится в	1	1
559	жизни и	1	1
560	у них	1	1
561	некоторый свет	1	1
562	или нет	1	1
563	уже знаем	1	1
564	еще более	1	1
565	будто бы	2	1
566	ты это	1	1
567	конь в	1	1
568	бы на	1	1
569	но если	1	1
570	как вы	1	1
571	к ее	1	1
572	высказывает предположение	1	1
573	ты не	1	1
574	деревья и	1	1
575	дошли до	1	1
576	и содержится	1	1
577	не знает	1	1
578	это в	1	1
579	этот же	1	1
580	к его	1	1
581	до трех	1	1
582	в явление	1	1
583	всему сказанному	1	1
584	этим объясняется	1	1
585	под этим	1	1
586	в своих	2	1
587	по поводу	4	1
588	доступ к	1	1
589	как на	1	1
590	том числе	1	1
591	они не	1	1
