1	в то же	5	9
2	то же время	5	9
3	для того чтобы	3	6
4	в том что	2	6
5	но в то	1	5
6	в этом отношении	7	5
7	в связи с	10	5
8	на самом деле	3	4
9	до известной степени	3	4
10	как мы видели	4	4
11	до сих пор	1	3
12	и прежде всего	2	3
13	связи с этим	3	3
14	и связанные с	1	2
15	в отрыве от	1	2
16	с точки зрения	7	2
17	в отличие от	2	2
18	так как они	2	2
19	жизни и прежде	1	2
20	в одной из	1	2
21	в сущности не	1	2
22	не может быть	10	2
23	можно говорить о	1	2
24	не могло не	1	2
25	в данном случае	1	2
26	в большинстве случаев	3	2
27	хотя бы в	3	2
28	и не в	2	2
29	а в связи	2	1
30	одним из первых	1	1
31	в этом явлении	1	1
32	что иное как	1	1
33	ровно ничего не	1	1
34	и в этой	2	1
35	мы обратимся к	1	1
36	во всех этих	1	1
37	так и в	3	1
38	он не может	1	1
39	не только освобождение	1	1
40	как раз и	3	1
41	по этому поводу	1	1
42	идет в ущерб	1	1
43	не что иное	1	1
44	может быть и	3	1
45	но он не	1	1
46	быть и речи	3	1
47	как таковой он	1	1
48	и в то	3	1
49	является одним из	1	1
50	он полагает что	1	1
51	в особенности в	1	1
52	в значительной степени	3	1
53	что и в	1	1
54	в ней и	1	1
55	теми или иными	1	1
56	вместе с тем	4	1
57	ничего общего с	1	1
58	же время в	1	1
59	и некоторые другие	1	1
60	быть самим собой	1	1
61	очень характерно для	1	1
62	на своем пути	1	1
63	если мы обратимся	1	1
64	не по существу	1	1
65	что он не	1	1
66	есть не что	1	1
67	как они его	1	1
68	этом отношении он	1	1
69	тем не менее	1	1
70	оставаясь в пределах	1	1
71	особенно важное значение	1	1
72	от всех форм	1	1
73	в самом деле	5	1
74	в свою очередь	1	1
75	мы не можем	1	1
76	что в основе	1	1
77	одной из своих	1	1
78	чем же объясняется	1	1
79	как и в	1	1
80	в его целом	1	1
81	этом отношении очень	2	1
82	является не только	1	1
83	в истории литературы	2	1
84	не могли не	1	1
85	его представителями и	1	1
86	но и с	1	1
87	же время и	1	1
