N	3gram	Vygotskiy__5	Komedia
1	в том что	11	5
2	вместе с тем	2	4
3	о том что	4	4
4	для того чтобы	14	4
5	по отношению к	12	3
6	в том числе	1	3
7	в связи с	1	3
8	в первую очередь	1	3
9	в то время	4	3
10	в то же	1	3
11	в обоих случаях	1	2
12	в силу этого	1	2
13	в этом смысле	1	2
14	до сих пор	3	2
15	в той же	2	2
16	в отличие от	2	2
17	то время как	4	2
18	с одной стороны	3	2
19	то что он	2	2
20	во всяком случае	1	2
21	независимо от того	1	2
22	к тому что	1	2
23	можно было бы	3	2
24	друг с другом	7	2
25	не в состоянии	4	1
26	как например в	1	1
27	сводится к тому	1	1
28	само собой разумеется	1	1
29	время как в	1	1
30	потому что в	2	1
31	как и во	1	1
32	в самом деле	2	1
33	тому что и	1	1
34	никак не может	1	1
35	в том же	1	1
36	она приходит к	1	1
37	вытекает из того	1	1
38	вперед по сравнению	2	1
39	с точки зрения	9	1
40	на первый план	1	1
41	только в том	1	1
42	противопоставляются друг другу	1	1
43	с самого начала	5	1
44	для этой цели	1	1
45	мы находим в	1	1
46	том числе и	1	1
47	так что на	1	1
48	и во всяком	1	1
49	в этой связи	1	1
50	представление о том	1	1
51	той или иной	1	1
52	в этой области	1	1
53	что он был	1	1
54	в первом случае	1	1
55	по сравнению с	5	1
56	благодаря тому что	1	1
57	не является чем-то	1	1
58	само по себе	2	1
59	тому что именно	1	1
60	с другой стороны	2	1
61	мере в какой	3	1
62	таким образом и	1	1
63	в полной мере	1	1
64	вместо того чтобы	3	1
65	не может быть	3	1
66	нельзя сказать о	1	1
67	не было бы	1	1
68	того или иного	1	1
69	более или менее	1	1
70	в тех случаях	1	1
71	что он не	2	1
72	то обстоятельство что	2	1
73	так и в	1	1
74	в свою очередь	3	1
75	до самого конца	1	1
76	хотя бы в	2	1
77	с каждым новым	1	1
78	но в этом	1	1
79	но все же	2	1
80	что это не	1	1
81	друг от друга	4	1
82	тех случаях когда	1	1
83	той же мере	2	1
84	тем не менее	1	1
85	к выводу что	1	1
86	как мы видели	2	1
87	том что для	1	1
88	ситуация в которой	1	1
