N	3gram	Losev_Vlad_2	VerxiiNi
1	вместе с тем	1	8
2	с точки зрения	3	6
3	во всяком случае	6	6
4	более или менее	3	5
5	в том числе	1	5
6	до сих пор	1	5
7	по крайней мере	4	5
8	для того чтобы	1	5
9	о том что	3	4
10	но все же	1	4
11	к тому же	1	4
12	так или иначе	3	3
13	точно так же	3	3
14	в конце концов	3	3
15	в связи с	8	3
16	тем не менее	6	3
17	в том что	9	3
18	с тем и	1	2
19	в этом отношении	1	2
20	может быть и	1	2
21	то что он	3	2
22	бы то ни	1	2
23	но вместе с	1	2
24	то же время	3	2
25	ничего общего с	1	2
26	с самого начала	1	2
27	можно сказать что	1	2
28	на то что	2	2
29	в то же	3	2
30	и все же	2	1
31	не может не	1	1
32	что в этом	1	1
33	и прежде чем	1	1
34	сказать что в	2	1
35	чуть ли не	1	1
36	том как бы	1	1
37	в самом деле	1	1
38	в настоящее время	2	1
39	крайней мере в	1	1
40	и к концу	1	1
41	человеку если он	1	1
42	с представлением о	1	1
43	ввиду того что	2	1
44	и в то	1	1
45	до известной степени	1	1
46	не исключая и	1	1
47	в первую очередь	1	1
48	в этот период	1	1
49	и если некоторые	1	1
50	точки зрения того	1	1
51	о его существовании	1	1
52	в данном случае	2	1
53	но в то	1	1
54	на этот раз	3	1
55	крайней мере до	1	1
56	все существующее в	2	1
57	в отличие от	3	1
58	что начиная с	1	1
59	но в общем	1	1
60	или по крайней	2	1
61	потому что в	1	1
62	не только как	1	1
63	не в том	3	1
64	из них не	1	1
65	данном случае мы	1	1
66	не имеет никакого	2	1
67	а в том	2	1
68	только то что	1	1
69	которой не было	1	1
70	сих пор не	1	1
71	у него в	3	1
72	не может быть	1	1
73	но тем не	1	1
74	к чему не	1	1
75	что в этой	1	1
76	в то время	6	1
77	в свою очередь	2	1
78	ни к чему	1	1
79	ему в этом	1	1
80	несмотря на все	2	1
81	после того как	2	1
82	самом деле если	1	1
83	может быть в	1	1
84	только тогда когда	1	1
85	том что духовная	1	1
