N	2gram	Propp_Isto_2	Hudozhes
1	и в	15	28
2	том что	7	19
3	и не	11	18
4	своего рода	1	16
5	в том	6	15
6	а не	5	14
7	в этом	11	13
8	не в	7	13
9	о том	3	12
10	перед нами	2	11
11	не только	18	11
12	при этом	4	11
13	как и	2	11
14	в его	6	11
15	у нее	4	10
16	уже не	1	10
17	в себе	4	9
18	но и	14	9
19	так и	5	8
20	что он	24	8
21	в жизни	2	8
22	может быть	17	8
23	о чем	1	8
24	я не	2	7
25	по отношению	3	7
26	тогда как	1	7
27	что она	5	7
28	состоит в	2	7
29	об этом	11	7
30	к тому	5	7
31	в частности	1	7
32	как это	3	7
33	с ним	1	7
34	отношению к	3	7
35	в котором	5	6
36	то же	10	6
37	не было	2	6
38	и с	4	6
39	в своей	1	6
40	в то	1	6
41	тем что	4	6
42	казалось бы	1	6
43	сводится к	1	6
44	это не	2	6
45	а в	12	6
46	то что	12	6
47	с его	1	5
48	в этой	4	5
49	как в	5	5
50	в самом	1	5
51	что это	6	5
52	не могла	2	5
53	не менее	1	5
54	у него	4	5
55	никогда не	15	5
56	ничего не	7	5
57	и его	3	5
58	в детстве	1	5
59	она не	5	5
60	только на	1	5
61	одно из	2	5
62	наряду с	6	5
63	как бы	6	5
64	да и	2	5
65	с ее	2	5
66	что в	12	5
67	и другие	4	5
68	и т	19	4
69	но не	2	4
70	подобно тому	3	4
71	человека в	2	4
72	он не	8	4
73	в других	3	4
74	вот он	2	4
75	тем не	1	4
76	как будто	3	4
77	в городе	1	4
78	и о	1	4
79	того чтобы	2	4
80	вслед за	1	4
81	что они	10	4
82	только в	6	4
83	в качестве	3	4
84	что и	6	4
85	превращается в	2	4
86	не может	5	4
87	тому как	3	4
88	едва ли	1	3
89	по его	1	3
90	на себя	1	3
91	всю ночь	1	3
92	и он	1	3
93	в ней	4	3
94	еще не	9	3
95	и на	4	3
96	всякий раз	1	3
97	о смерти	1	3
98	не все	2	3
99	со стороны	1	3
100	следующим образом	1	3
101	как он	3	3
102	в нем	7	3
103	можно было	5	3
104	мы уже	6	3
105	с другими	2	3
106	было бы	5	3
107	в это	1	3
108	в них	1	3
109	соответствии с	1	3
110	несмотря на	1	3
111	в этих	11	3
