N	3gram	Ircho_Kome_2	Psycholo
1	в самом деле	1	18
2	в том что	5	11
3	и в самом	1	10
4	с точки зрения	1	9
5	для того чтобы	4	8
6	с самого начала	1	6
7	до сих пор	2	5
8	и т п	2	5
9	с одной стороны	2	5
10	с другой стороны	1	5
11	о том что	4	3
12	речь идет о	2	3
13	должны были бы	1	2
14	в своем роде	1	2
15	в какой мере	1	2
16	только в том	1	2
17	и во всех	1	2
18	мы помним что	1	2
19	и та же	1	2
20	то что в	1	2
21	в наше время	1	2
22	вместе с тем	4	2
23	то время как	2	2
24	в один из	1	2
25	во всяком случае	2	2
26	что у него	2	2
27	то что он	2	2
28	в то время	3	2
29	в свою очередь	1	2
30	к тому что	2	2
31	как мы видели	1	2
32	мы найдем в	1	1
33	но все же	1	1
34	следует остановиться на	1	1
35	как это видно	1	1
36	и столь же	3	1
37	потому что в	1	1
38	более или менее	1	1
39	и я думаю	1	1
40	никак не может	1	1
41	она могла бы	1	1
42	того или иного	1	1
43	противопоставляются друг другу	1	1
44	с каждым новым	1	1
45	что он не	1	1
46	он говорит о	1	1
47	в отличие от	2	1
48	в том случае	1	1
49	не было бы	1	1
50	до самого конца	1	1
51	можно было бы	2	1
52	согласии с этим	1	1
53	том случае если	1	1
54	той же мере	1	1
55	в той же	2	1
56	же мере в	1	1
57	достаточно сослаться на	1	1
58	чем это делал	1	1
59	на второй план	1	1
60	одна и та	1	1
61	в целом ряде	1	1
62	мере в какой	1	1
63	в тех случаях	1	1
64	сих пор не	1	1
65	по сравнению с	1	1
66	мы можем сказать	1	1
67	хотя бы в	1	1
68	самом деле здесь	1	1
69	каждой из них	1	1
70	таким образом и	1	1
71	не может быть	1	1
72	своего времени в	1	1
73	к тому же	10	1
74	целом ряде случаев	1	1
