N	2gram	Berdyaev_O_1	Myslijsy
1	потому что	9	52
2	и в	19	39
3	может быть	11	27
4	в том	5	26
5	не может	4	22
6	что в	4	22
7	не только	11	21
8	так как	2	21
9	а не	11	21
10	в нем	10	20
11	но и	13	20
12	и не	13	18
13	том что	2	16
14	так что	2	16
15	в этом	12	15
16	не в	11	15
17	если бы	1	14
18	в себе	3	13
19	так и	2	13
20	было бы	3	12
21	в душе	2	11
22	мы не	1	10
23	как в	1	10
24	по себе	2	10
25	и что	1	10
26	а потому	1	10
27	то что	5	10
28	что не	4	10
29	в человеке	9	10
30	не есть	2	10
31	речи и	1	10
32	но в	2	9
33	как и	6	9
34	мысли в	1	9
35	могут быть	3	9
36	мысли и	3	9
37	тем что	2	9
38	но не	1	8
39	в одном	1	8
40	того что	3	8
41	со стороны	1	8
42	в ней	1	7
43	в истории	2	7
44	духа и	1	7
45	это не	3	7
46	в этих	3	7
47	в нас	1	7
48	должно быть	2	7
49	все же	2	6
50	и как	1	6
51	того как	1	6
52	что и	2	6
53	еще не	3	6
54	человеческого духа	3	6
55	как бы	3	6
56	то в	1	5
57	не имеют	1	5
58	с тем	2	5
59	не имеет	2	5
60	и его	4	5
61	в его	7	5
62	вовсе не	1	5
63	что человек	3	5
64	и потому	2	5
65	но это	1	5
66	и для	2	5
67	а в	5	5
68	вопрос о	10	4
69	бы ни	1	4
70	с духом	1	4
71	в каждом	1	4
72	не по	1	4
73	никогда не	9	4
74	во всем	1	4
75	души но	3	4
76	не могут	3	4
77	бы в	1	4
78	говорит он	1	4
79	и других	1	4
80	для него	5	4
81	само по	1	4
82	не было	9	4
83	и даже	1	4
84	прежде всего	9	4
85	притом не	1	4
86	быть не	1	4
87	от него	7	4
88	от того	1	4
89	в своих	3	4
90	но тем	1	3
91	должна быть	1	3
92	человеческой природы	20	3
93	и то	2	3
94	вопрос об	1	3
95	что как	1	3
96	в своем	2	3
97	хотя и	2	3
98	в самом	5	3
99	что это	1	3
100	думать что	1	3
101	он не	7	3
102	что все	2	3
103	в мире	1	3
104	и с	2	3
105	заключается в	1	3
106	в жизни	1	3
107	в них	1	3
108	в этой	5	3
109	не так	1	3
110	в своей	2	3
111	и без	1	3
112	человеком и	1	3
113	что сам	1	3
114	она не	1	3
115	для того	3	3
116	свободы и	2	3
117	в сознании	1	3
118	и это	1	3
119	том как	1	3
120	с ним	3	3
121	к одной	1	3
122	в глазах	1	3
123	во внутренней	1	3
124	есть уже	1	3
125	одно из	2	3
126	никто не	3	3
127	что для	2	3
128	но оно	1	3
129	в самой	9	3
130	и от	3	3
131	и все	10	3
132	к этой	2	3
133	двойственность в	1	3
134	сказать что	2	3
135	во всяком	1	3
136	ко всем	2	2
137	чтобы не	1	2
138	и есть	3	2
139	тем же	1	2
140	видеть в	1	2
141	есть не	1	2
142	в сущности	1	2
143	есть для	1	2
144	одним словом	1	2
145	то он	1	2
146	не все	2	2
147	для всякого	2	2
148	что во	1	2
149	сознания в	1	2
150	вопросом о	2	2
151	в которой	2	2
152	на то	1	2
153	после этого	1	2
154	ключ к	1	2
155	он должен	1	2
156	к одному	1	2
157	и более	1	2
158	из него	1	2
159	человеку но	1	2
160	жизни человека	1	2
161	что природа	1	2
162	есть дело	1	2
163	чем в	2	2
164	народа и	1	2
165	природы но	3	2
166	но он	7	2
167	не могли	2	2
168	дело в	1	2
169	того чтобы	4	2
170	в разных	1	2
171	природы в	2	2
172	к ней	2	2
173	ее с	1	2
174	заключает в	1	2
175	как будто	1	2
176	не потому	1	2
177	в движении	1	2
178	его с	1	2
179	и самое	1	2
180	мысль о	2	2
181	уже с	1	2
182	и человеческого	1	2
183	в отношениях	1	2
184	в виду	1	2
185	о том	3	2
186	все в	4	2
187	еще более	1	2
188	никакого другого	2	2
189	как например	1	2
190	уже не	1	2
191	в единстве	2	2
192	самой мысли	1	2
193	чего бы	1	2
194	нуждается в	1	2
195	но всегда	1	2
196	человека не	1	2
197	двух противоположных	1	2
198	и вопрос	1	2
199	в других	2	2
200	даже и	2	2
201	у нас	1	2
202	на этот	1	2
203	для человека	2	2
204	под влиянием	1	2
205	в одно	1	2
206	связь с	1	2
207	нет ничего	7	2
208	в человеческом	2	2
209	что же	2	2
210	и о	2	2
211	о его	5	2
212	видно что	1	2
213	нисколько не	1	2
214	не существует	1	2
215	хотя бы	3	2
216	была бы	1	2
217	жизни и	1	2
218	бы даже	1	2
219	все что	3	2
220	обществе и	1	1
221	отношения к	1	1
222	например в	1	1
223	человека и	10	1
224	сам по	1	1
225	самом деле	1	1
226	руки в	1	1
227	чего не	1	1
228	от самого	2	1
229	его не	2	1
230	можно и	1	1
231	искать его	2	1
232	великое дело	1	1
233	не вполне	1	1
234	его пути	1	1
235	жизни как	1	1
236	это подтверждается	1	1
237	ожидать от	1	1
238	и на	2	1
239	с его	4	1
240	природы и	2	1
241	на самом	1	1
242	себе и	1	1
243	что они	2	1
244	духовную жизнь	1	1
245	одном из	1	1
246	и нет	2	1
247	человека вообще	1	1
248	на человека	1	1
249	когда он	3	1
250	самом начале	1	1
251	от этого	1	1
252	психологии и	1	1
253	та же	1	1
254	он в	2	1
255	все эти	4	1
256	одно время	1	1
257	и пределы	3	1
258	с их	1	1
259	человеке и	5	1
260	ничего и	2	1
261	и кто	1	1
262	человек не	7	1
263	о божественном	1	1
264	от которого	1	1
265	единство в	1	1
266	формы человеческой	1	1
267	мысли как	1	1
268	что она	1	1
269	же не	1	1
270	и характер	1	1
271	все ли	1	1
272	лишь в	7	1
273	его в	2	1
274	не совпадает	1	1
275	истории и	1	1
276	должен был	2	1
277	которым он	1	1
278	только одно	3	1
279	этого слова	1	1
280	ли может	1	1
281	искать не	2	1
282	человека тот	1	1
283	открытие и	1	1
284	связано у	1	1
285	нет никакого	1	1
286	любви и	1	1
287	в отношении	1	1
288	в котором	1	1
289	любовь и	1	1
290	своей жизни	2	1
291	что есть	2	1
292	не теряет	1	1
293	этими двумя	1	1
294	начинает с	1	1
295	может служить	1	1
296	в науке	1	1
297	отрешиться от	1	1
298	в уме	1	1
299	как художник	3	1
300	самой жизни	1	1
301	ничего не	2	1
302	том только	1	1
303	и весь	1	1
304	боль и	1	1
305	по своей	1	1
306	этой речи	1	1
307	этом отношении	1	1
308	был бы	1	1
309	ли нам	1	1
310	душе в	1	1
311	и сразу	1	1
312	свое собственное	1	1
313	прогресса в	1	1
314	кого не	1	1
315	а что	1	1
316	он вечно	2	1
317	указывает на	1	1
318	он видит	1	1
319	быть назван	1	1
320	всегда в	1	1
321	в духовную	1	1
322	из всего	2	1
323	людей в	1	1
324	в ее	2	1
325	с каким	1	1
326	лучше сказать	1	1
327	притяжения и	1	1
328	различие между	3	1
329	что у	2	1
330	можно было	1	1
331	не с	1	1
332	его мысли	4	1
333	быть может	3	1
334	и действий	1	1
335	связанная с	1	1
336	это все	1	1
337	о нем	1	1
338	это должно	1	1
339	с тою	1	1
340	в другом	2	1
341	два периода	1	1
342	необходим для	1	1
343	это потому	1	1
344	после того	1	1
345	все его	1	1
346	это была	1	1
347	каждом из	1	1
348	к нему	3	1
349	которого не	1	1
350	эти существа	1	1
351	чтобы все	1	1
352	видят не	1	1
353	человеческий не	2	1
354	один из	1	1
355	мысли не	1	1
356	с ними	1	1
357	что он	3	1
358	проникнуть в	1	1
359	и свобода	1	1
360	всяком случае	1	1
361	человеке но	1	1
362	его особенность	1	1
363	между этими	1	1
364	и ее	3	1
365	духа как	1	1
366	великий мыслитель	1	1
367	с какой	1	1
368	моей воли	1	1
369	уже в	2	1
370	и скорее	1	1
371	нам все	1	1
372	из них	1	1
373	мир в	1	1
374	ничего но	1	1
375	человек так	1	1
376	у него	22	1
377	тех которые	1	1
378	жизни все	3	1
379	в свой	1	1
380	признает множественность	1	1
381	художник но	1	1
382	что бог	1	1
383	человек может	1	1
384	но есть	1	1
385	человеческой природе	4	1
386	их не	2	1
387	души за	1	1
388	его как	1	1
389	человек в	1	1
390	я хочу	1	1
391	в творчестве	5	1
392	начиная с	1	1
393	в одной	1	1
394	психология не	1	1
395	он говорит	1	1
396	этих словах	1	1
397	ведет к	1	1
398	смысле этого	1	1
399	и там	2	1
400	ко всему	1	1
401	в мир	1	1
402	его эманация	1	1
403	да и	1	1
404	человеке а	1	1
405	человек всегда	2	1
406	ней не	1	1
407	их было	1	1
408	и формы	1	1
409	свободы в	1	1
410	один только	1	1
411	все это	6	1
412	природу и	1	1
413	ничего кроме	2	1
414	раскрывается в	5	1
415	подходит и	1	1
416	и случайное	1	1
417	человека для	1	1
418	ее и	1	1
419	ошибочно было	1	1
420	вовлекает в	1	1
421	будто бы	1	1
422	всех тех	1	1
423	иначе чем	1	1
424	лишь по	1	1
425	бог в	1	1
426	но можно	1	1
427	совершенно не	1	1
428	природе и	1	1
429	жизни а	1	1
430	природу человека	1	1
431	в голову	1	1
432	это так	1	1
433	это было	3	1
434	к этому	2	1
