N	3gram	Tiupa_Disk_1	FransuaR
1	то же время	4	8
2	в то же	3	8
3	как и все	1	5
4	в большинстве случаев	1	5
5	и в то	1	4
6	более или менее	2	3
7	в том числе	2	3
8	это и есть	1	3
9	с другой стороны	3	3
10	с самого начала	1	3
11	подобно тому как	2	3
12	с точки зрения	1	2
13	том числе и	2	2
14	с одной стороны	9	2
15	для правильного понимания	1	2
16	до наших дней	1	2
17	не только в	2	2
18	о том что	5	2
19	то есть в	2	2
20	как мы видели	1	2
21	можно сказать что	2	1
22	и того же	2	1
23	существенно связаны с	1	1
24	что каждый из	1	1
25	и вообще в	1	1
26	точки зрения на	1	1
27	его таким образом	1	1
28	дело в том	1	1
29	то же самое	2	1
30	одной стороны и	2	1
31	и т.п и	1	1
32	в одной из	2	1
33	до сих пор	1	1
34	из них в	1	1
35	и не может	1	1
36	том случае если	1	1
37	до известной степени	1	1
38	при этом он	1	1
39	нет и не	1	1
40	в последующие века	1	1
41	в этом отношении	1	1
42	в том случае	1	1
43	же время они	1	1
44	в этом же	1	1
45	они и не	1	1
46	одно и то	1	1
47	в данном случае	2	1
48	тем что он	1	1
49	именно в этой	1	1
50	но в качестве	2	1
51	и то же	1	1
52	в отличие от	4	1
53	а с другой	3	1
54	и на его	1	1
55	и как бы	3	1
56	по природе своей	5	1
57	поэтому они не	1	1
58	в связи с	1	1
59	так и от	1	1
60	так и в	1	1
61	в полной мере	1	1
62	не может быть	3	1
63	далеко не все	1	1
64	наших дней в	1	1
65	в нем нет	1	1
66	в свою очередь	3	1
67	представлений о мире	1	1
68	к этому времени	1	1
69	прежде всего к	1	1
70	в конечном счете	1	1
71	одного и того	2	1
72	и все прочие	1	1
73	тех или иных	1	1
74	на самом деле	1	1
75	в соответствии с	2	1
76	лицом к лицу	1	1
77	в том что	13	1
78	к тому же	4	1
79	может быть ни	1	1
