N	3gram	Bakhtin_Fr_8	Analitik
1	в том что	6	7
2	по отношению к	1	7
3	с другой стороны	2	5
4	о том что	2	5
5	как и в	4	4
6	до известной степени	1	3
7	в данном случае	2	3
8	в тарасе бульбе	4	3
9	то же время	10	3
10	в первой строфе	1	3
11	не только не	2	3
12	той или иной	1	3
13	в то же	10	3
14	к тому же	1	3
15	в этом отношении	1	3
16	дело в том	2	2
17	подобно тому как	1	2
18	при этом как	1	2
19	с точки зрения	2	2
20	в отличие от	1	2
21	с одной стороны	2	2
22	тем или иным	1	2
23	в свое время	1	2
24	в этом ряду	1	2
25	и прежде всего	1	2
26	можно сказать что	2	2
27	это уже не	1	1
28	в частности и	1	1
29	существенно связаны с	1	1
30	в той или	1	1
31	в этом контексте	1	1
32	в первой части	1	1
33	на самом деле	1	1
34	и так сказать	1	1
35	в самом деле	1	1
36	и в особенности	2	1
37	в этом смысле	1	1
38	и в данном	1	1
39	там и тогда	1	1
40	до сих пор	8	1
41	же время в	1	1
42	и т.п все	1	1
43	одна из существеннейших	1	1
44	таким образом в	1	1
45	может и не	1	1
46	в большинстве своем	1	1
47	хуторе близ диканьки	1	1
48	в самом начале	1	1
49	и является в	1	1
50	так и в	1	1
51	в известном смысле	1	1
52	а с другой	1	1
53	и как бы	1	1
54	не в том	1	1
55	в связи с	3	1
56	на хуторе близ	2	1
57	как бы в	1	1
58	для того чтобы	2	1
59	в глубине души	1	1
60	под углом зрения	1	1
61	не может быть	2	1
62	и т.п в	2	1
63	свое отражение в	2	1
64	в пределах одной	1	1
65	картина мира где	1	1
66	как бы ни	1	1
67	вопрос о том	1	1
68	лишь тем что	1	1
69	и т.д в	1	1
70	и в слове	1	1
71	речь идет о	1	1
72	заключается в том	1	1
73	в большинстве случаев	6	1
74	в особенности же	1	1
75	в самом центре	1	1
