N	2gram	Bakhtin_Pr_2	formyVre
1	и в	45	50
2	то есть	50	33
3	в романе	3	32
4	в этом	20	25
5	в нем	20	24
6	человека в	5	17
7	и его	8	16
8	в литературе	6	16
9	прежде всего	11	15
10	как мы	8	14
11	и не	42	14
12	в его	22	13
13	вовсе не	7	13
14	как раз	6	13
15	по существу	1	12
16	так и	3	12
17	человека и	2	11
18	то же	5	11
19	мы уже	3	11
20	образа человека	2	11
21	таким образом	11	11
22	может быть	18	11
23	и как	2	10
24	но в	6	10
25	с его	8	9
26	все эти	4	9
27	не только	16	9
28	в то	5	9
29	ничего не	3	9
30	же время	3	9
31	в том	8	9
32	в конце	4	9
33	в других	1	9
34	в особенности	2	9
35	и др	4	9
36	того же	1	8
37	и на	7	8
38	в самом	13	8
39	ни в	2	8
40	жизни в	2	8
41	его жизни	2	8
42	но и	15	8
43	и их	6	8
44	как и	14	8
45	жизни и	15	8
46	так сказать	7	7
47	для себя	3	7
48	времени в	1	7
49	не было	2	7
50	в условиях	2	7
51	героя и	7	7
52	например в	2	6
53	во всех	4	6
54	как в	4	6
55	с этим	1	6
56	все же	4	6
57	не оставляет	3	6
58	лишь в	2	6
59	это не	3	6
60	и того	1	6
61	в их	4	6
62	так как	5	6
63	с ее	3	6
64	в ее	3	6
65	в дальнейшем	2	6
66	связи с	1	6
67	в жизни	3	6
68	у него	6	6
69	то что	5	6
70	человеческой жизни	2	6
71	в частности	1	6
72	не может	24	6
73	так же	5	6
74	в результате	3	6
75	и все	1	6
76	образ человека	2	6
77	отношению к	8	5
78	и до	4	5
79	время как	1	5
80	еще не	9	5
81	но не	6	5
82	и речи	1	5
83	и у	2	5
84	не в	8	5
85	он не	9	5
86	всех этих	1	5
87	с самим	2	5
88	одного и	2	5
89	в основе	2	5
90	того чтобы	1	5
91	точки зрения	19	5
92	только и	1	5
93	могут быть	4	5
94	но все	4	5
95	в пределах	4	5
96	в образе	3	5
97	если бы	2	5
98	романа в	5	5
99	до нас	1	5
100	для того	1	5
101	наряду с	1	5
102	в основном	1	5
103	что в	6	5
104	и другие	4	5
105	этого мира	2	4
106	античной литературы	1	4
107	мы и	3	4
108	конечно и	2	4
109	в ней	7	4
110	в своем	5	4
111	конечно не	6	4
112	европейского романа	3	4
113	то время	1	4
114	романа но	2	4
115	но на	2	4
116	время и	1	4
117	и с	7	4
118	в них	4	4
119	том что	7	4
120	в котором	7	4
121	в процессе	2	4
122	не имеет	3	4
123	потому что	8	4
124	как человек	2	4
125	здесь не	2	4
126	жизнь и	3	4
127	понятно что	1	4
128	или как	1	4
129	и следовательно	7	4
130	только в	9	4
131	характерно что	2	4
132	в роман	1	4
133	именно как	1	4
134	и т.п	6	4
135	до конца	7	4
136	в той	3	4
137	своей жизни	3	4
138	все это	5	4
139	между собой	1	4
140	кроме того	1	4
141	и для	2	4
142	романе и	1	4
143	вполне понятно	1	4
144	том числе	2	4
145	отношения к	2	3
146	не имеют	1	3
147	а как	4	3
148	есть не	1	3
149	всего того	1	3
150	мы не	1	3
151	в сущности	7	3
152	в виду	2	3
153	всем этим	2	3
154	романа то	1	3
155	по отношению	8	3
156	хотя и	2	3
157	нет здесь	1	3
158	в себе	5	3
159	его но	3	3
160	вследствие этого	1	3
161	в определенном	1	3
162	при этом	2	3
163	вообще не	1	3
164	его в	3	3
165	входит в	9	3
166	и других	3	3
167	с другими	7	3
168	характер не	1	3
169	в новое	1	3
170	здесь нет	2	3
171	для них	3	3
172	и вне	1	3
173	между ними	4	3
174	в этих	4	3
175	в отношении	1	3
176	мы говорили	1	3
177	что было	1	3
178	их в	7	3
179	друг друга	7	3
180	жизни не	1	3
181	уже говорили	2	3
182	раскрытия и	1	3
183	этом отношении	2	3
184	внутренне не	1	3
185	не могут	1	3
186	героев и	1	3
187	к тому	1	3
188	самим собою	1	3
189	все его	3	3
190	романа как	2	3
191	что и	5	3
192	во всей	1	3
193	в форме	2	3
194	один из	2	3
195	романа и	4	3
196	мы видим	2	3
197	одной из	2	3
198	поэтому и	3	3
199	во времени	1	3
200	и ее	7	3
201	с одной	1	3
202	только на	1	3
203	здесь это	1	3
204	же в	1	3
205	в начале	2	3
206	был бы	1	3
207	одно из	1	3
208	в одном	6	3
209	до сих	2	3
210	именно в	3	3
211	мы еще	1	3
212	себя и	2	3
213	что не	5	3
214	более того	5	3
215	быть только	2	3
216	а не	10	3
217	человек в	3	3
218	в одно	1	3
219	вместе с	1	3
220	и потому	6	3
221	подхода к	1	3
222	да и	1	3
223	сих пор	2	3
224	например у	1	3
225	или в	2	3
226	еще более	1	3
227	романе как	1	3
228	а в	3	3
229	не знает	4	3
230	сказать что	5	3
231	авантюрного романа	3	3
232	они не	2	3
233	к этому	4	3
234	в таком	3	3
235	во всяком	1	3
236	нем нет	1	2
237	же как	4	2
238	и изображения	3	2
239	эту жизнь	1	2
240	здесь и	2	2
241	и принципиально	1	2
242	др в	1	2
243	значение но	1	2
244	той же	1	2
245	их и	3	2
246	на материале	3	2
247	дан в	1	2
248	эта форма	2	2
249	принадлежит к	1	2
250	они были	1	2
251	же что	3	2
252	очень характерно	1	2
253	на них	2	2
254	в чем	2	2
255	романа не	2	2
256	но конечно	1	2
257	кризиса и	1	2
258	друг к	3	2
259	мы будем	1	2
260	а только	2	2
261	не входит	2	2
262	происходит в	1	2
263	нет и	3	2
264	человек человек	1	2
265	в истории	2	2
266	в центре	1	2
267	не входят	1	2
268	же и	1	2
269	стороны и	1	2
270	с их	4	2
271	и нет	1	2
272	и к	2	2
273	центре его	1	2
274	от этого	1	2
275	ее целом	1	2
276	в целом	5	2
277	момент его	1	2
278	тому же	1	2
279	в нашем	2	2
280	выражение в	3	2
281	как бы	15	2
282	как он	4	2
283	по самому	1	2
284	вера в	1	2
285	и еще	1	2
286	не как	6	2
287	бы вовсе	1	2
288	уже не	6	2
289	этом мире	1	2
290	и по	2	2
291	всех сюжетных	1	2
292	что все	3	2
293	об этом	3	2
294	к другу	3	2
295	самим собой	1	2
296	ясно что	1	2
297	было бы	4	2
298	на почве	4	2
299	рядом с	3	2
300	чем в	1	2
301	мир в	2	2
302	в поступках	1	2
303	автора и	2	2
304	для него	9	2
305	в своей	6	2
306	наблюдает и	1	2
307	лежат в	1	2
308	с точки	9	2
309	место в	1	2
310	в отличие	1	2
311	в которых	1	2
312	точку зрения	5	2
313	но он	1	2
314	друг другу	1	2
315	есть именно	1	2
316	по себе	8	2
317	раз и	1	2
318	сами герои	1	2
319	его целом	3	2
320	самого начала	1	2
321	авантюрный роман	2	2
322	тогда когда	1	2
323	дело в	1	2
324	поступках и	1	2
325	весь роман	1	2
326	внешние и	1	2
327	нем в	1	2
328	никогда не	17	2
329	того и	1	2
330	в самой	3	2
331	во всем	1	2
332	всей жизни	1	2
333	мире и	1	2
334	этот образ	1	2
335	в каком	1	2
336	сюжета и	1	2
337	все то	2	2
338	других жанров	1	2
339	есть только	4	2
340	во все	2	2
341	с исключительной	1	2
342	числе и	2	2
343	той или	3	2
344	правда не	1	2
345	всего этого	3	2
346	сочетается с	4	2
347	с самого	1	2
348	и иные	1	2
349	природе своей	2	2
350	те же	2	2
351	по природе	3	2
352	отсюда и	1	2
353	можно только	1	2
354	ту же	1	2
355	по сравнению	2	2
356	с ним	8	2
357	или иной	3	2
358	на основе	2	2
359	и были	1	2
360	внешнее и	1	2
361	там где	6	2
362	того что	3	2
363	этом романе	1	2
364	важное значение	1	2
365	приключений и	1	2
366	есть в	8	2
367	уже в	4	2
368	в данной	1	2
369	его и	3	2
370	ни с	2	2
371	его мире	1	2
372	совершенно безразлично	1	2
373	мы находим	1	2
374	но повторяем	1	2
375	с этими	1	2
376	отношение к	8	2
377	к ним	3	2
378	не о	2	2
379	отличие от	1	2
380	жизни на	1	2
381	тем что	2	2
382	резко и	1	2
383	лишь один	1	2
384	и даже	3	2
385	с другой	1	2
386	не обязательно	1	2
387	и тех	1	2
388	далеко не	4	2
389	и прежде	2	2
390	начале романа	2	2
391	в некоторых	2	2
392	жизнь в	1	2
393	что мы	1	2
394	здесь только	1	2
395	с помощью	1	2
396	вступает в	4	2
397	но оно	1	2
398	влияния на	1	2
399	в данном	1	2
400	сравнению с	2	2
401	в романах	8	2
402	слагается из	1	2
403	сохраняется в	1	2
404	слова и	1	2
405	но для	1	2
406	здесь в	2	2
407	в более	1	2
408	не является	3	2
409	одна из	3	2
410	здесь конечно	2	2
411	уже на	2	2
412	сохраняется и	1	2
413	как она	1	2
414	лишь как	1	2
415	почти вовсе	3	2
416	мы должны	4	2
417	хотя бы	5	2
418	становления в	1	2
419	ее в	2	2
420	или не	2	2
421	видения и	3	2
422	была бы	3	2
423	совершенно не	1	2
424	в свою	1	2
425	время не	1	2
426	в которой	2	2
427	он у	1	2
428	и эта	3	2
429	новое время	1	1
430	я и	3	1
431	одним из	3	1
432	функции в	1	1
433	и через	2	1
434	он произносит	1	1
435	связана с	1	1
436	все остальное	1	1
437	он может	2	1
438	идет о	2	1
439	эта идеальная	1	1
440	и есть	1	1
441	он всегда	1	1
442	эпохи то	1	1
443	высшей степени	1	1
444	научной и	1	1
445	в зависимости	3	1
446	собою в	1	1
447	со всех	1	1
448	мы имеем	2	1
449	бы в	5	1
450	и ничего	1	1
451	самосознание не	1	1
452	совершенно так	2	1
453	именно к	1	1
454	бы и	3	1
455	только благодаря	1	1
456	конкретном и	1	1
457	такое положение	1	1
458	на себе	1	1
459	я не	6	1
460	из того	1	1
461	не совсем	2	1
462	за всеми	2	1
463	всего романа	2	1
464	не знают	2	1
465	зависимости от	3	1
466	и он	3	1
467	быть никаких	1	1
468	и явления	1	1
469	в xix	2	1
470	лишь там	2	1
471	типа это	1	1
472	он сам	6	1
473	без которой	1	1
474	остались бы	1	1
475	правда этот	1	1
476	и человеческой	2	1
477	самом деле	4	1
478	данном случае	1	1
479	жанров на	1	1
480	но как	2	1
481	в противоречии	1	1
482	свою жизнь	2	1
483	есть по	1	1
484	менее всего	1	1
485	вступают в	2	1
486	с собою	1	1
487	в отрывках	1	1
488	значение имеет	1	1
489	в свои	1	1
490	они здесь	1	1
491	и поэтому	1	1
492	независимо от	1	1
493	только ее	1	1
494	или косвенно	1	1
495	постараемся показать	1	1
496	о жизни	1	1
497	перед нами	4	1
498	не сливается	1	1
499	в полном	1	1
500	в единый	1	1
501	напротив именно	1	1
502	нами в	4	1
503	может получить	1	1
504	и наконец	1	1
505	развития различных	1	1
506	сделаны из	2	1
507	и сам	3	1
508	это просто	1	1
509	самом начале	3	1
510	себе не	1	1
511	и свою	2	1
512	и объединения	1	1
513	литературы в	1	1
514	этой идеи	1	1
515	тяготеет к	2	1
516	психологии и	1	1
517	сливается с	4	1
518	та же	1	1
519	ни один	3	1
520	бы не	3	1
521	из этих	1	1
522	которые в	2	1
523	и резко	1	1
524	тоже не	2	1
525	в этой	1	1
526	него своя	1	1
527	и тот	1	1
528	имеем в	2	1
529	обязательно конечно	1	1
530	сливаются с	1	1
531	на то	2	1
532	человек не	1	1
533	образ его	1	1
534	не преодолевается	1	1
535	сказать в	1	1
536	он ни	1	1
537	к герою	5	1
