N	2gram	Vygotskiy__7	Psycholo
1	в том	18	37
2	и в	26	32
3	и что	6	22
4	том что	17	21
5	потому что	16	21
6	таким образом	23	21
7	то что	24	21
8	что в	12	20
9	может быть	7	18
10	так же	14	18
11	точки зрения	28	17
12	что и	3	17
13	не может	11	17
14	самом деле	6	16
15	что она	8	16
16	в басне	1	15
17	того чтобы	19	14
18	то же	8	13
19	в этом	29	13
20	при этом	1	13
21	для того	18	13
22	что он	8	13
23	в самом	9	12
24	заключается в	6	12
25	не только	24	12
26	по себе	3	12
27	с и	1	12
28	если мы	5	12
29	так как	14	12
30	на то	4	11
31	было бы	6	11
32	с тем	5	11
33	в основе	3	11
34	и т	1	10
35	с точки	21	10
36	при помощи	1	10
37	но и	11	10
38	же точно	3	10
39	как и	15	10
40	и не	18	10
41	как в	4	9
42	никогда не	4	9
43	что при	2	9
44	тем что	9	9
45	что все	2	9
46	в своих	2	9
47	на деле	2	8
48	с таким	1	8
49	той же	8	8
50	что это	6	8
51	не в	4	8
52	не менее	4	8
53	дело с	1	8
54	того что	14	8
55	поэзии и	2	7
56	в сущности	9	7
57	что они	10	7
58	и как	1	7
59	говорит что	2	7
60	все эти	6	7
61	ясно что	1	7
62	такой же	3	7
63	и его	12	7
64	как будто	1	7
65	к тому	7	7
66	можно было	2	7
67	только в	8	7
68	мы знаем	2	7
69	что для	2	7
70	а не	6	7
71	в психологии	2	7
72	сказать что	8	7
73	что если	2	6
74	в этой	3	6
75	целый ряд	4	6
76	он не	3	6
77	если бы	5	6
78	формы и	1	6
79	о том	4	6
80	все время	1	6
81	и мы	1	6
82	к психологии	1	6
83	и из	1	6
84	как бы	6	6
85	же самое	5	6
86	все решительно	1	6
87	на самом	3	5
88	показать что	4	5
89	что его	2	5
90	только на	3	5
91	что у	4	5
92	на все	1	5
93	сейчас же	1	5
94	все это	3	5
95	в то	3	5
96	есть только	2	5
97	в ней	3	5
98	до сих	3	5
99	отнюдь не	1	5
100	он говорит	1	5
101	сих пор	3	5
102	как раз	3	5
103	этом отношении	3	5
104	как на	6	5
105	ту же	2	4
106	же как	8	4
107	сам по	1	4
108	едва ли	4	4
109	есть не	3	4
110	мы имеем	1	4
111	столь же	2	4
112	в чем	3	4
113	с этим	2	4
114	все же	6	4
115	в действительности	2	4
116	с той	1	4
117	в целом	5	4
118	и те	1	4
119	в нем	2	4
120	одной и	2	4
121	и по	3	4
122	и с	5	4
123	и тем	6	4
124	несмотря на	2	4
125	в данном	5	4
126	иначе говоря	1	4
127	и той	2	4
128	которые в	2	4
129	сущности говоря	2	4
130	тому что	9	4
131	не имеет	2	4
132	того как	2	4
133	но только	3	4
134	совершенно правильно	1	4
135	ничего не	2	4
136	как она	5	4
137	и до	2	4
138	в сознании	6	4
139	что на	2	4
140	и для	5	4
141	могут быть	2	4
142	тем не	3	4
143	если же	2	4
144	и это	1	4
145	данном случае	5	4
146	и поэтому	1	4
147	никак не	5	4
148	между тем	1	4
149	которые мы	4	4
150	мы видим	3	4
151	из них	1	4
152	от того	1	4
153	как это	5	4
154	наряду с	2	4
155	с этой	5	4
156	при таком	1	4
157	и все	1	4
158	а в	2	4
159	совершенно не	2	4
160	из этого	2	4
161	например в	1	3
162	отношении к	1	3
163	и то	7	3
164	полагают что	1	3
165	мы не	7	3
166	время как	2	3
167	имеет дело	1	3
168	и он	2	3
169	во всех	6	3
170	но как	1	3
171	а только	1	3
172	если оно	1	3
173	относится к	2	3
174	которые не	1	3
175	нашего сознания	1	3
176	как говорит	5	3
177	как к	3	3
178	и к	7	3
179	но в	4	3
180	та же	1	3
181	думать что	1	3
182	точно как	1	3
183	состоит в	3	3
184	не к	1	3
185	не как	1	3
186	то как	2	3
187	на этом	1	3
188	об этом	3	3
189	это было	1	3
190	к области	1	3
191	к которым	1	3
192	показывает что	2	3
193	легче всего	1	3
194	в своей	3	3
195	в их	2	3
196	представление о	7	3
197	в которых	2	3
198	и другого	2	3
199	но он	2	3
