N	3gram	Voloshinov_2	EvropaiC
1	в том что	6	16
2	до сих пор	3	12
3	по отношению к	8	10
4	друг с другом	1	9
5	с точки зрения	13	8
6	на самом деле	4	7
7	более или менее	2	7
8	на то что	2	7
9	друг от друга	1	6
10	для того чтобы	6	6
11	в самом деле	5	5
12	по сравнению с	1	5
13	в этом случае	1	4
14	может быть и	5	4
15	к тому же	2	4
16	с другой стороны	1	4
17	не может быть	10	4
18	о том что	3	4
19	начало и конец	1	4
20	о которых мы	1	4
21	тем не менее	1	4
22	и того же	4	3
23	одного и того	4	3
24	так или иначе	1	3
25	в связи с	7	3
26	таким образом в	1	3
27	слагается из элементов	1	3
28	том что он	2	2
29	же касается до	1	2
30	бы то ни	4	2
31	он не может	1	2
32	то же время	8	2
33	рано или поздно	1	2
34	несмотря на то	1	2
35	то ни было	4	2
36	с одной стороны	3	2
37	а с другой	1	2
38	у него с	1	2
39	во всяком случае	2	2
40	во всех этих	1	2
41	как и в	1	2
42	в свою очередь	5	2
43	но все же	1	2
44	мы все же	1	2
45	в то же	8	2
46	и в том	1	2
47	а следовательно и	1	1
48	мы уже говорили	1	1
49	в данный момент	1	1
50	не только по	1	1
51	и то же	3	1
52	дело в том	1	1
53	а не в	2	1
54	социальной группы и	2	1
55	мы уже сказали	1	1
56	не говоря уже	1	1
57	в этом последнем	2	1
58	то же самое	5	1
59	таким образом оказывается	1	1
60	жизни если бы	1	1
61	вступить в противоречие	1	1
62	только по отношению	1	1
63	они не могут	1	1
64	и не может	3	1
65	говоря уже о	1	1
66	в зависимости от	2	1
67	что все эти	1	1
68	а может быть	1	1
69	независимо от того	1	1
70	при этом однако	1	1
71	том числе и	1	1
72	этом последнем случае	1	1
73	широком смысле слова	1	1
74	по крайней мере	2	1
75	одно и то	3	1
76	и на тех	1	1
77	уже говорили что	1	1
78	а как бы	1	1
79	уже о том	1	1
80	из поколения в	1	1
81	только в этом	2	1
82	с такою же	1	1
83	если мы возьмем	1	1
84	в противоречие с	1	1
85	свидетельствует о том	1	1
86	поколения в поколение	1	1
87	в высшей степени	3	1
88	всяком случае за	1	1
89	хотя бы с	1	1
90	приводит к тому	1	1
91	становится как бы	1	1
92	с и т.д	1	1
93	так и от	2	1
94	в этом и	1	1
95	они вступают в	1	1
96	смысле слова т.е	1	1
97	ко всем этим	1	1
98	общи у него	1	1
99	в широком смысле	1	1
100	но для того	1	1
101	же самое что	1	1
102	хотя бы в	2	1
103	смысле этого слова	4	1
104	оно существует в	1	1
105	с самого начала	5	1
106	ни одна из	1	1
107	и пр эта	1	1
108	потому-то и не	1	1
109	не менее в	1	1
110	бы в его	1	1
111	мы видели что	1	1
112	в том числе	1	1
113	к тому что	3	1
114	нами в начале	2	1
115	как мы видели	3	1
116	мы уже знаем	2	1
117	и это не	1	1
118	как мы знаем	1	1
119	мы только что	1	1
120	тот или иной	1	1
