N	3gram	Voloshinov_1	Literetu
1	не может быть	3	7
2	с одной стороны	1	6
3	в конечном счете	2	5
4	в том что	1	5
5	с точки зрения	6	3
6	в этом отношении	1	3
7	в данном случае	1	3
8	о том что	2	2
9	подобно тому как	1	2
10	по крайней мере	3	2
11	в свое время	1	2
12	еще в году	1	2
13	а в конце	1	1
14	та сила которая	1	1
15	но даже и	1	1
16	то же самое	1	1
17	вместе с тем	1	1
18	бы то ни	1	1
19	не могут быть	2	1
20	и даже более	1	1
21	вместе с ним	1	1
22	можно было бы	1	1
23	а то и	1	1
24	однако в рамках	1	1
25	с этой точки	1	1
26	быть может наиболее	1	1
27	в себя и	1	1
28	и т.п наконец	1	1
29	имеем дело с	1	1
30	все то что	2	1
31	этой точки зрения	1	1
32	самом деле есть	1	1
33	мы не можем	1	1
34	из того же	1	1
35	что может быть	1	1
36	может быть это	3	1
37	на самом деле	4	1
38	и прежде всего	1	1
39	той или иной	1	1
40	то ни было	1	1
41	а с другой	1	1
42	и только здесь	1	1
43	быть не может	1	1
44	для того чтобы	1	1
