N	2gram	Berdyaev_N_1	Istorich
1	и в	16	22
2	в этом	7	17
3	что в	9	15
4	не только	5	14
5	но и	3	12
6	и не	11	12
7	в этих	1	11
8	может быть	7	11
9	и пр	3	11
10	но в	2	10
11	еще не	3	10
12	в нем	5	9
13	в том	8	9
14	что он	1	9
15	вместе с	2	9
16	с этим	2	8
17	том что	2	8
18	но не	2	7
19	то что	4	7
20	мы должны	1	7
21	уже не	2	7
22	из них	1	7
23	так как	1	7
24	с другой	3	7
25	другой стороны	2	7
26	мы уже	1	6
27	это не	4	6
28	во время	1	6
29	возможно что	1	6
30	все еще	1	6
31	в них	4	6
32	друг друга	1	6
33	а не	17	6
34	а в	2	6
35	с большим	1	5
36	он не	8	5
37	что она	2	5
38	в этой	1	5
39	не менее	4	5
40	могут быть	2	5
41	к нему	1	5
42	до сих	1	5
43	есть и	1	5
44	сих пор	1	5
45	и на	2	4
46	все эти	2	4
47	не в	6	4
48	и с	2	4
49	не всегда	1	4
50	у нас	1	4
51	как это	2	4
52	но он	1	4
53	к ней	1	4
54	и его	1	4
55	тем что	1	4
56	она не	3	4
57	только в	1	4
58	связано с	1	4
59	они не	1	4
60	власть над	1	4
61	в свою	1	4
62	на смену	1	4
63	не может	16	4
64	связана с	2	3
65	я не	2	3
66	в чем	1	3
67	и к	5	3
68	из этих	1	3
69	их в	1	3
70	было бы	1	3
71	для них	1	3
72	как и	7	3
73	никогда не	6	3
74	потому что	4	3
75	он и	1	3
76	к тому	3	3
77	о том	4	3
78	на нее	1	3
79	жить в	1	3
80	особого рода	1	3
81	раньше чем	1	3
82	в его	1	3
83	и она	1	3
84	вступить в	1	3
85	и у	1	3
86	прежде всего	4	3
87	у него	2	3
88	превращается в	1	3
89	вступает в	1	3
90	так же	2	3
91	но это	6	3
92	и от	2	3
93	и все	4	3
94	сказать что	3	3
95	равно как	2	3
96	все что	1	3
97	и есть	10	2
98	поставлен вопрос	1	2
99	в котором	1	2
100	не имеют	2	2
101	же как	2	2
102	вопрос о	3	2
103	от своих	1	2
104	время как	2	2
105	но она	2	2
106	на себя	1	2
107	то это	1	2
108	в ней	5	2
109	к жизни	3	2
110	себе и	1	2
111	как в	3	2
112	в своем	1	2
113	хотя и	2	2
114	в этот	1	2
115	то время	1	2
116	не могла	2	2
117	в нее	1	2
118	так и	2	2
119	но все	1	2
120	большинстве случаев	1	2
121	этой системы	1	2
122	ни в	6	2
123	с тем	3	2
124	и для	4	2
125	и было	2	2
126	такой же	2	2
127	и более	1	2
128	в то	2	2
129	не имеет	4	2
130	одна из	2	2
131	в русском	2	2
132	как будто	2	2
133	ли это	2	2
134	во все	1	2
135	вот почему	2	2
136	на это	1	2
137	и это	2	2
138	роль в	2	2
139	с собой	1	2
140	не с	1	2
141	и что	2	2
142	в силу	1	2
143	а также	1	2
144	должно было	2	2
145	жили в	1	2
146	все время	2	2
147	с одной	2	2
148	в жизни	5	2
149	что не	1	2
150	него и	1	2
151	всяком случае	1	2
152	перейти к	3	2
153	и даже	2	2
154	есть только	1	2
155	к более	2	2
156	не было	4	2
157	и возвращается	1	2
158	одной стороны	2	2
159	всю жизнь	1	2
160	так на	1	2
161	уже давно	1	2
162	и потому	4	2
163	с миром	1	2
164	можно сказать	1	2
165	или не	1	2
166	нет ничего	1	2
167	жизни и	8	2
168	во всяком	1	2
169	также что	1	1
170	и через	1	1
171	привел и	1	1
172	них нельзя	1	1
173	этого мира	1	1
174	не хочет	1	1
175	и до	1	1
176	времени он	1	1
177	и этот	1	1
178	из всех	1	1
179	мы не	2	1
180	на место	1	1
181	и совсем	1	1
182	это делали	1	1
183	человека и	3	1
184	это всегда	1	1
185	и другая	1	1
186	и ночи	2	1
187	той роли	1	1
188	на них	1	1
189	быть в	2	1
190	что его	1	1
191	время до	1	1
192	из сторон	1	1
193	к богу	2	1
194	к ним	3	1
195	в новом	2	1
196	нет и	2	1
197	было так	1	1
198	вперед а	1	1
199	к новому	7	1
200	имя своих	1	1
201	к этой	1	1
202	он находится	1	1
