N	3gram	Tiupa_Anal_3	Problema
1	тем не менее	2	18
2	для того чтобы	1	8
3	в данном случае	3	8
4	сам по себе	1	7
5	в этом смысле	1	6
6	в таком случае	1	6
7	не есть ни	1	5
8	о том что	5	5
9	в том что	7	5
10	на самом деле	1	4
11	но в таком	1	4
12	в связи с	1	4
13	то есть в	1	4
14	той или иной	3	4
15	в то же	3	4
16	сама по себе	2	4
17	дело в том	2	3
18	с точки зрения	2	3
19	до сих пор	1	3
20	во всяком случае	2	3
21	не только не	3	3
22	можно сказать что	2	3
23	с другой стороны	5	3
24	в себе не	1	3
25	и того же	3	2
26	в этом случае	1	2
27	что иное как	1	2
28	хотя и не	1	2
29	не говоря уже	1	2
30	в самом деле	1	2
31	так или иначе	1	2
32	по крайней мере	4	2
33	именно в этом	1	2
34	есть не что	1	2
35	однако и здесь	1	2
36	не может быть	1	2
37	того или иного	1	2
38	здесь не только	1	2
39	и как бы	1	2
40	одного и того	3	2
41	не что иное	1	2
42	подобно тому как	2	2
43	если бы он	1	1
44	и может быть	1	1
45	а между тем	1	1
46	мы имеем дело	4	1
47	же мы можем	1	1
48	нет в его	1	1
49	чего нет в	1	1
50	никогда не является	1	1
51	в ее внутренней	1	1
52	требует от нас	1	1
53	нет никакой возможности	1	1
54	в дальнейшем мы	1	1
55	тот или иной	2	1
56	говоря уже о	1	1
57	предстают перед нами	1	1
58	до известной степени	3	1
59	имеем дело не	2	1
60	в этом отношении	3	1
61	что по своему	1	1
62	в сущности говоря	1	1
63	обратить внимание на	1	1
64	перед нами не	1	1
65	в основе своей	1	1
66	как раз в	1	1
67	что не есть	1	1
68	в самом начале	1	1
69	не только в	1	1
70	отнюдь еще не	1	1
71	так и в	1	1
72	то есть система	1	1
73	в известном смысле	1	1
74	при этом что	1	1
75	уже по одному	1	1
76	внутренней и внешней	1	1
77	не могут быть	1	1
78	не для того	1	1
79	таким образом в	1	1
80	в этом же	1	1
81	в этой последней	1	1
82	заключается в том	1	1
83	в том чтобы	1	1
84	дело не с	1	1
85	ничего не говорит	1	1
86	но еще и	1	1
87	произведение то есть	1	1
88	может и не	1	1
89	в каждом отдельном	1	1
90	в сравнении с	2	1
91	как и в	4	1
92	к тому же	3	1
93	в отдельности и	1	1
