N	3gram	Tiupa_Hudo_2	Problemy
1	то же время	4	12
2	в то же	4	12
3	с самого начала	1	8
4	с самим собою	1	7
5	и т п	2	6
6	не может быть	3	6
7	с самим собой	1	6
8	по отношению к	7	5
9	и в то	2	5
10	с точки зрения	2	4
11	бы то ни	1	4
12	а между тем	3	3
13	в самом деле	3	3
14	и в самом	1	3
15	с другой стороны	1	3
16	то что я	1	2
17	сводится к тому	1	2
18	подобно тому как	4	2
19	ибо в нем	1	2
20	как раз и	1	2
21	в этом случае	1	2
22	хотя бы и	2	2
23	как мы знаем	1	2
24	тем что он	1	2
25	и в этом	2	2
26	именно тем что	1	2
27	а не в	2	2
28	о том что	7	2
29	той или иной	1	2
30	тем не менее	3	2
31	к тому же	2	2
32	именно потому что	1	2
33	и не то	1	2
34	и т д	2	2
35	в пределах одного	1	2
36	так и не	4	1
37	одних и тех	1	1
38	точно такое же	1	1
39	раз в жизни	1	1
40	отношению к чужому	1	1
41	в котором он	1	1
42	самом деле не	1	1
43	до сих пор	2	1
44	но тотчас же	1	1
45	в ком не	1	1
46	и в других	1	1
47	что он не	1	1
48	потому что сознание	1	1
49	в этом отношении	1	1
50	в этом произведении	1	1
51	самим по себе	1	1
52	в другом и	1	1
53	и тех же	1	1
54	ни одного слова	2	1
55	что с ним	1	1
56	же я с	1	1
57	а в другой	1	1
58	и то что	1	1
59	к тому что	4	1
60	в значительной степени	1	1
61	он знает и	2	1
62	в данном случае	2	1
63	лежит в основе	1	1
64	и все его	1	1
65	но при этом	3	1
66	как будто бы	2	1
67	и не было	1	1
68	не только для	1	1
69	все более и	1	1
70	отношению к другому	1	1
71	особенно в его	1	1
72	к той же	1	1
73	на жизнь и	1	1
74	и в том	1	1
75	что же такое	1	1
76	но тем не	2	1
77	не вступает в	1	1
78	похоже было как	1	1
79	как и в	3	1
80	на себя роли	1	1
81	они и в	2	1
82	но и для	1	1
83	не только не	2	1
84	о себе с	1	1
85	более и более	1	1
86	смысле можно сказать	1	1
87	но все же	1	1
88	можно сказать что	1	1
89	самим собою в	1	1
90	как бы в	1	1
91	для того чтобы	3	1
92	что и от	1	1
93	ни на грош	1	1
94	в том что	11	1
95	никогда и не	1	1
96	что и в	1	1
97	обратим внимание на	1	1
98	же ты меня	1	1
99	т д он	1	1
100	тому как он	1	1
