N	2gram	Vinokur_St_2	Myshleni
1	и речи	2	38
2	точки зрения	5	26
3	таким образом	10	26
4	в том	27	24
5	и в	29	23
6	том что	27	21
7	с точки	2	18
8	в этом	21	17
9	того чтобы	6	17
10	то что	11	17
11	не только	19	16
12	так же	3	16
13	того что	5	15
14	для того	7	15
15	как и	2	14
16	может быть	2	14
17	но и	19	14
18	в его	13	14
19	что в	19	14
20	в развитии	1	12
21	не может	2	12
22	представляет собой	1	11
23	сказать что	2	11
24	как бы	5	11
25	в отношении	2	10
26	с другой	4	10
27	прежде всего	5	10
28	и с	4	9
29	между тем	5	9
30	в качестве	5	9
31	другой стороны	3	9
32	вместе с	7	9
33	и не	9	9
34	не является	3	9
35	то же	2	8
36	заключается в	1	8
37	нас к	1	8
38	самого начала	3	8
39	в процессе	2	8
40	в основе	1	8
41	с самого	3	8
42	и на	6	8
43	мы не	1	7
44	вопрос о	6	7
45	по отношению	1	7
46	в самом	7	7
47	в этой	2	7
48	в другом	4	7
49	с тем	7	7
50	в то	2	7
51	так как	2	7
52	что он	13	7
53	отношению к	1	7
54	же как	3	6
55	в сущности	1	6
56	все это	11	6
57	столь же	1	6
58	независимо от	1	6
59	с этим	3	6
60	в себе	2	6
61	и тем	1	6
62	с этой	2	6
63	по сравнению	1	6
64	и его	6	6
65	другом месте	2	6
66	о том	17	6
67	связь между	1	6
68	все время	1	6
69	только в	2	6
70	мы можем	1	6
71	тем что	3	6
72	именно в	4	6
73	потому что	9	6
74	сравнению с	1	5
75	из того	1	5
76	бы в	1	5
77	и как	2	5
78	но в	8	5
79	то время	1	5
80	на то	2	5
81	он не	9	5
82	и более	2	5
83	а затем	2	5
84	на основании	1	5
85	если бы	2	5
86	по себе	3	5
87	тому что	7	5
88	мысли в	1	5
89	как мы	1	5
90	связан с	3	5
91	и что	6	5
92	можно сказать	1	5
93	так и	9	5
94	что для	1	5
95	и все	1	5
96	из этого	1	5
97	в какой	2	5
98	в своих	1	5
99	в котором	7	4
100	высшей степени	1	4
101	в чем	1	4
102	с его	2	4
103	но не	3	4
104	как в	3	4
105	целый ряд	1	4
106	говорит что	1	4
107	и к	4	4
108	все эти	2	4
109	к выводу	1	4
110	что она	1	4
111	при этом	2	4
112	отношений между	3	4
113	что все	1	4
114	было бы	5	4
115	ни в	3	4
116	в высшей	1	4
117	в своей	7	4
118	не столько	7	4
119	не в	4	4
120	но вместе	1	4
121	этом отношении	9	4
122	к тому	10	4
123	выводу что	1	4
124	в пользу	3	4
125	в свете	1	4
126	только что	2	4
127	в одном	6	4
128	как раз	8	4
129	и речь	1	4
130	это положение	1	4
131	до сих	6	4
132	а с	3	4
133	одну из	1	4
134	по существу	2	4
135	сих пор	5	4
136	этом вопросе	1	4
137	в результате	2	4
138	хотя бы	3	4
139	в свою	1	4
140	к этому	4	4
141	как на	9	4
142	смысле слова	1	3
143	сам по	1	3
144	и то	1	3
145	самом деле	3	3
146	как известно	2	3
147	пользу того	1	3
148	оба эти	3	3
149	я не	7	3
150	мы и	1	3
151	в их	3	3
152	ответ на	1	3
153	в общем	3	3
154	что они	2	3
155	которые не	3	3
156	в одной	2	3
157	что именно	2	3
158	в своем	9	3
159	все же	6	3
160	в которой	11	3
161	что это	3	3
162	из этих	1	3
163	как он	2	3
164	и если	1	3
165	в первую	1	3
166	том чтобы	1	3
167	факт что	6	3
168	его не	3	3
169	на все	1	3
170	такой же	1	3
171	она не	1	3
172	не могло	3	3
173	ничего не	4	3
174	в области	2	3
175	в каком	2	3
176	что оно	1	3
177	и это	2	3
178	свою очередь	1	3
179	не могу	1	3
180	можно было	1	3
181	об этой	1	3
182	речь как	1	3
183	об этом	6	3
184	одного из	1	3
185	и который	2	3
186	этих двух	1	3
187	в заключительной	2	3
188	этот вопрос	2	3
189	который в	1	3
190	связи с	4	3
191	уже в	1	3
192	то и	1	3
193	всяком случае	3	3
194	вовсе не	6	3
195	на этот	2	3
196	а не	5	3
197	если не	2	3
198	и от	1	3
199	первую очередь	1	3
200	значение в	1	3
201	во всяком	3	3
202	речь идет	4	2
203	идет о	3	2
204	и до	1	2
205	едва ли	1	2
206	в зависимости	1	2
207	той же	1	2
208	приложении к	1	2
209	бы что	1	2
210	вместо того	1	2
211	зависимости от	1	2
212	в ее	2	2
213	себе и	1	2
214	на речь	1	2
215	из важнейших	1	2
216	за пределы	1	2
217	к сожалению	2	2
218	в поисках	1	2
219	и я	2	2
220	как говорит	2	2
221	работа в	1	2
222	что как	1	2
223	хотя и	4	2
224	когда он	1	2
225	нового и	1	2
226	в первом	1	2
227	за собой	1	2
228	и те	2	2
229	из этой	2	2
230	свою собственную	1	2
231	не к	2	2
232	на этом	1	2
233	одно и	1	2
234	но все	7	2
235	значительной степени	2	2
236	что является	1	2
237	том же	2	2
238	к другу	1	2
239	из всех	1	2
240	с другими	1	2
241	повод для	1	2
242	в них	2	2
243	несмотря на	2	2
244	нигде не	2	2
245	мы видели	1	2
246	к середине	1	2
247	с такой	1	2
248	в приложении	1	2
249	в один	2	2
250	вопроса об	1	2
251	в этих	3	2
252	представление о	1	2
253	одном из	3	2
254	и той	1	2
255	и эти	1	2
256	не могли	2	2
257	что этот	2	2
258	даже в	2	2
259	сущности говоря	1	2
260	что эта	3	2
261	что с	2	2
262	не имеет	2	2
263	дело в	4	2
264	того как	7	2
265	говорить о	1	2
266	никогда не	3	2
267	же время	1	2
268	в изложении	1	2
269	на него	1	2
270	бы он	1	2
271	в наши	1	2
272	на вопрос	3	2
273	представляют собой	1	2
274	и которая	1	2
275	в конце	2	2
276	значения и	1	2
277	функция этого	1	2
278	данном случае	1	2
279	что у	4	2
280	с собой	1	2
281	на нее	3	2
282	не с	1	2
283	каждого из	1	2
284	поэтому в	1	2
285	действия но	1	2
286	вот почему	1	2
287	в значительной	2	2
288	от них	1	2
289	наконец в	3	2
290	в ту	1	2
291	как видим	1	2
292	известном смысле	1	2
293	один из	1	2
294	в двух	1	2
295	нуждается в	1	2
296	является прямым	1	2
297	на всем	2	2
298	речь в	1	2
299	в известном	3	2
300	одно из	1	2
301	для него	4	2
302	в известной	1	2
303	заметить что	1	2
304	чтобы показать	1	2
305	и даже	3	2
306	в основу	1	2
307	с той	2	2
308	чем он	2	2
309	месте и	1	2
310	связано с	1	2
311	и пр	8	2
312	на которых	1	2
313	и слово	1	2
314	в речи	4	2
315	виде в	1	2
316	в частности	4	2
317	и потому	2	2
318	как это	2	2
319	о чем	5	2
320	в данном	2	2
321	в течение	6	2
322	там где	2	2
323	внешнего мира	1	2
324	этого рода	1	2
325	отношении между	1	2
326	речи так	1	2
327	в связь	1	2
328	а в	1	2
329	между ними	1	2
330	к его	1	2
331	но этот	1	2
332	никакой связи	1	2
333	занимает в	1	2
334	жизни и	1	2
335	ее в	2	2
336	можно назвать	1	2
337	не иначе	1	1
338	ту же	1	1
339	в силе	2	1
340	и т	9	1
341	одним из	6	1
342	например в	3	1
343	оно принадлежит	1	1
344	на самом	3	1
345	ii и	1	1
346	не имеют	1	1
347	действительности и	1	1
348	по его	3	1
349	и значение	1	1
350	от своего	1	1
351	на первом	2	1
352	представлению о	1	1
353	он думал	1	1
354	большую роль	1	1
355	что самый	1	1
356	на правах	1	1
357	основания и	1	1
358	совпадает с	1	1
359	без связи	1	1
360	не вполне	1	1
361	со страниц	2	1
362	к началу	1	1
363	выхода в	4	1
364	которая для	1	1
365	в виду	7	1
366	в ней	7	1
367	что оба	2	1
368	что судьба	1	1
369	столько же	3	1
370	в отличие	2	1
371	еще не	1	1
372	на них	1	1
373	только после	1	1
374	друг к	1	1
375	могло быть	3	1
376	не то	3	1
377	в сторону	1	1
378	не говорят	1	1
379	перед глазами	1	1
380	которое нашло	1	1
381	очевидно что	2	1
382	слова на	1	1
383	отличие от	2	1
384	не просто	1	1
385	не связанный	1	1
386	значение для	1	1
387	в истории	2	1
388	что во	1	1
389	если она	1	1
390	в оценку	1	1
391	к какому	1	1
392	кроме того	4	1
393	в полном	3	1
394	в нужную	1	1
395	этих словах	2	1
396	сказал бы	1	1
397	не очень	1	1
398	с какой	1	1
399	специальному рассмотрению	1	1
400	что же	1	1
401	не оставляет	1	1
402	выражение в	2	1
403	то обстоятельство	4	1
404	хотя эти	1	1
405	раз в	2	1
406	что к	1	1
407	с их	1	1
408	остановиться на	1	1
409	им в	1	1
410	и кто	1	1
411	двух лет	1	1
412	вообще не	3	1
413	на его	2	1
414	в нем	4	1
415	в свет	5	1
416	т д	6	1
417	от которого	1	1
418	перестает быть	1	1
419	которой не	1	1
420	и еще	1	1
421	сожалению не	1	1
422	в принципе	1	1
423	к одному	1	1
424	именно этим	1	1
425	новое и	1	1
426	пути который	1	1
427	же сколько	1	1
428	его от	1	1
429	тут не	1	1
430	критики и	1	1
431	который он	1	1
432	тем в	2	1
433	затем уже	1	1
434	что мне	1	1
435	разница между	1	1
436	на этой	1	1
437	составу и	1	1
438	конечно вопрос	1	1
439	основным и	1	1
440	действительности в	1	1
441	этом смысле	1	1
442	какой они	1	1
443	который сам	1	1
444	позволяет ему	1	1
445	о которых	2	1
446	к которым	1	1
447	всякого сомнения	2	1
448	нисколько не	1	1
449	они говорят	2	1
450	в эту	3	1
451	не выдерживает	1	1
452	во время	2	1
453	но если	1	1
454	с теоретической	1	1
455	исключить из	2	1
456	и без	1	1
457	вне всякого	2	1
458	что вся	1	1
459	что до	1	1
460	является еще	1	1
461	что я	2	1
462	о языке	1	1
463	от его	2	1
464	указать еще	1	1
465	что было	2	1
466	тем не	2	1
467	борьбу с	2	1
468	это дело	1	1
469	и вся	2	1
470	не менее	3	1
471	вплоть до	1	1
472	к новым	1	1
473	сколько и	1	1
474	материала в	1	1
475	и именно	3	1
476	ступеней в	1	1
477	для всего	1	1
478	он с	1	1
479	и всегда	2	1
480	говорят что	2	1
481	вот что	3	1
482	пунктом для	1	1
483	в более	1	1
484	с полным	1	1
485	как будто	1	1
486	как живая	1	1
487	ему не	2	1
488	обстоятельство что	4	1
489	против тех	1	1
490	падает и	1	1
491	его за	1	1
492	отличается от	1	1
493	должны быть	1	1
494	столько в	2	1
495	выхода за	1	1
496	от элементов	1	1
497	оно не	3	1
498	что при	1	1
499	так например	7	1
500	лет с	1	1
501	отношении ее	1	1
502	что человек	1	1
503	первом месте	1	1
504	он несомненно	1	1
505	как не	1	1
506	не существует	1	1
507	на другой	1	1
508	всякую возможность	1	1
509	назвать в	1	1
510	если попытаться	1	1
511	значений слов	1	1
512	только не	2	1
513	никак не	2	1
514	в совершенно	1	1
515	котором мы	1	1
516	не мог	3	1
517	с самим	1	1
518	в борьбе	1	1
519	здесь нет	1	1
520	на которую	1	1
521	судьбе и	1	1
522	о связи	1	1
523	еще в	2	1
524	во второй	1	1
525	разумеется что	4	1
526	ничего существенно	1	1
527	именно потому	1	1
528	и здесь	3	1
529	но к	1	1
530	внимание на	4	1
531	говорит об	2	1
532	а также	2	1
533	которых в	1	1
534	раньше чем	4	1
535	но нет	1	1
536	что и	2	1
537	это нужно	1	1
538	в форме	1	1
539	которая должна	1	1
540	затруднения и	1	1
541	действуют две	1	1
542	говорит в	1	1
543	речи а	1	1
544	а другое	1	1
545	его основное	1	1
546	развивается в	1	1
547	как метод	1	1
548	как например	2	1
549	что только	1	1
550	им было	1	1
551	также и	2	1
552	и действительно	1	1
553	нам что	1	1
554	по мнению	1	1
555	в контексте	1	1
556	действительно не	2	1
557	отношении в	1	1
558	по этому	2	1
559	что из	1	1
560	так что	3	1
561	сколько в	3	1
562	сомнений в	2	1
563	одной из	3	1
564	всем его	1	1
565	еще одно	1	1
566	в значении	4	1
567	а это	1	1
568	от других	1	1
569	а то	1	1
570	не дает	2	1
571	из них	3	1
572	но для	1	1
573	эти два	1	1
574	этом в	1	1
575	причины этого	1	1
576	себе в	1	1
577	заключительной части	1	1
578	могло бы	1	1
579	относится не	1	1
580	может служить	1	1
581	как его	1	1
582	но что	1	1
583	у него	1	1
584	им самим	1	1
585	должен был	4	1
586	свое выражение	2	1
587	ни для	1	1
588	в руки	1	1
589	и вместе	1	1
590	именно как	1	1
591	свою мысль	1	1
592	не были	1	1
593	со стороны	2	1
594	что тот	1	1
595	не относится	1	1
596	уходит в	1	1
597	в предисловии	3	1
598	и др	2	1
599	в середине	1	1
600	не удивительно	1	1
601	естественно что	1	1
602	не на	2	1
603	них и	1	1
604	не было	3	1
605	что критическое	1	1
606	до конца	3	1
607	ничем не	1	1
608	и исторической	1	1
609	этих данных	1	1
610	в ряду	1	1
611	или с	2	1
612	чем же	1	1
613	и ему	1	1
614	будет иметь	1	1
615	должна была	2	1
616	для чего	1	1
617	лет на	1	1
618	по нашему	1	1
619	входить в	1	1
620	для них	1	1
621	месте по	1	1
622	характера его	1	1
623	с которыми	1	1
624	тот факт	4	1
625	к своему	2	1
626	по своему	2	1
627	не дают	1	1
628	такого рода	2	1
629	в ответ	1	1
630	в тех	2	1
631	для понимания	1	1
632	сравнительно с	1	1
633	человек с	1	1
634	чтобы сделать	2	1
635	упреков в	1	1
636	в это	2	1
637	нам еще	1	1
638	которая также	1	1
639	между прочим	12	1
640	не сумел	3	1
641	рассматривать как	1	1
642	особенностей и	1	1
643	но с	4	1
644	в книге	1	1
645	вопрос в	1	1
646	и для	1	1
647	ее своим	1	1
648	к будущему	1	1
649	котором была	1	1
650	или в	1	1
651	он по	2	1
652	а к	2	1
653	в отдельных	1	1
654	качестве совершенно	1	1
655	пр в	1	1
