N	3gram	Bakhtin_Fr_7	Formalny
1	в связи с	1	10
2	с точки зрения	3	7
3	в этом отношении	2	7
4	и в этом	1	5
5	с тем что	1	5
6	то же время	9	5
7	в то же	9	5
8	во всяком случае	1	5
9	как мы видели	4	4
10	на самом деле	1	3
11	сам по себе	1	3
12	но и в	1	3
13	в большинстве случаев	2	3
14	в значительной степени	2	3
15	так и в	3	3
16	только и может	1	2
17	прежде всего в	4	2
18	с его помощью	1	2
19	в этом смысле	1	2
20	на первый план	1	2
21	что в нем	1	2
22	в применении к	1	2
23	в конце концов	4	2
24	говорить не приходится	1	2
25	и в этой	2	2
26	тем путем что	1	2
27	с самого начала	1	2
28	и прежде всего	1	2
29	в том что	3	2
30	и не в	1	2
31	и все те	1	1
32	совсем не так	1	1
33	что иное как	1	1
34	в процессе борьбы	1	1
35	более или менее	2	1
36	характерно что и	1	1
37	в нем дается	1	1
38	же время и	1	1
39	новые и новые	2	1
40	что он есть	1	1
41	в отрыве от	2	1
42	в различных формах	1	1
43	же время в	1	1
44	процессе борьбы за	1	1
45	является одним из	1	1
46	но он не	1	1
47	том или ином	1	1
48	на этот вопрос	1	1
49	ни взяли мы	1	1
50	в нем как	1	1
51	и с помощью	1	1
52	и связанные с	1	1
53	роль в истории	1	1
54	же что и	2	1
55	в том или	1	1
56	ничем не оправдано	1	1
57	в данном случае	1	1
58	но в то	3	1
59	остается подвести некоторые	1	1
60	и в его	2	1
61	все дело в	1	1
62	в той же	1	1
63	с помощью которого	1	1
64	в одной плоскости	1	1
65	это и есть	1	1
66	все эти формы	1	1
67	тем что в	1	1
68	и во всяком	1	1
69	в нем слиты	1	1
70	есть не что	1	1
71	таким образом в	1	1
72	для всего этого	1	1
73	подвести некоторые итоги	1	1
74	таким образом мы	1	1
75	все новые и	2	1
76	имеем в виду	2	1
77	с помощью каких	1	1
78	и тем самым	1	1
79	в свою очередь	3	1
80	связанные с ними	1	1
81	рядом с этим	1	1
82	ничего общего с	1	1
83	мы имеем в	2	1
84	по аналогии с	1	1
85	в этом романе	1	1
86	итоги нашего анализа	2	1
87	по этому поводу	1	1
88	в его целом	2	1
89	было бы сказать	1	1
90	не что иное	1	1
91	в этой плоскости	1	1
92	в последнем счете	1	1
93	как и в	2	1
