N	4gram	Vygotskiy__4	Marksizm
1	бы то ни было	1	8
2	одного и того же	5	5
3	одни и те же	3	5
4	с объективной точки зрения	1	3
5	один и тот же	7	3
6	в том числе и	2	2
7	одной и той же	4	2
8	в самом деле если	1	2
9	так же как и	4	2
10	двумя сторонами одного и	1	1
11	не имеют ничего общего	1	1
12	сторонами одного и того	1	1
13	одну и ту же	1	1
14	все более и более	2	1
15	не чем иным как	1	1
16	с этой точки зрения	4	1
17	имеют ничего общего с	1	1
18	это находит свое выражение	1	1
19	одна и та же	1	1
20	в том что он	1	1
21	одним и тем же	3	1
22	ни в какой степени	1	1
