N	2gram	Tiupa_Lite_1	Dialekti
1	не есть	2	40
2	и не	12	30
3	и есть	3	19
4	а не	16	18
5	может быть	13	17
6	то что	10	16
7	и в	8	15
8	как бы	7	14
9	точки зрения	6	14
10	не имеет	1	14
11	так как	1	14
12	того что	6	13
13	это не	4	12
14	в этом	12	11
15	и вот	1	11
16	говорить о	1	11
17	в том	16	11
18	прежде всего	11	11
19	не может	5	11
20	и все	1	11
21	том что	14	10
22	в основе	3	10
23	потому что	3	10
24	с ее	1	10
25	то же	5	9
26	мы не	1	9
27	было бы	2	9
28	с точки	2	9
29	в виду	3	9
30	и что	1	9
31	уже не	7	9
32	в чем	1	8
33	не в	8	8
34	в себе	7	8
35	не только	24	8
36	и о	1	8
37	должна быть	2	7
38	не просто	1	7
39	и мы	1	7
40	как и	6	7
41	по крайней	1	7
42	и его	4	7
43	только в	8	7
44	крайней мере	1	7
45	или в	1	7
46	что он	5	7
47	что в	3	7
48	перед нами	1	6
49	и тем	4	6
50	если бы	1	6
51	в то	5	6
52	же время	5	6
53	что и	1	6
54	вовсе не	1	6
55	и даже	3	6
56	нет ничего	2	6
57	тем более	2	6
58	сказать что	1	6
59	ни на	1	6
60	в сфере	3	5
61	той же	3	5
62	мы имеем	1	5
63	в сущности	2	5
64	и на	1	5
65	быть в	1	5
66	с его	5	5
67	субъекта и	3	5
68	в своем	11	5
69	то в	1	5
70	на то	1	5
71	в нем	2	5
72	есть не	1	5
73	в жизни	6	5
74	одной личности	1	5
75	что такое	2	5
76	же это	2	5
77	что я	2	5
78	но только	1	5
79	тогда когда	1	5
80	я не	7	5
81	в каком	1	5
82	таким образом	3	5
83	о том	2	5
84	в себя	2	5
85	так и	4	5
86	можно сказать	1	5
87	именно в	1	5
88	если мы	1	5
89	личности в	1	5
90	также и	3	4
91	хотя бы	2	4
92	что они	1	4
93	в этой	4	4
94	и как	1	4
95	с их	3	4
96	идеи и	1	4
97	не как	4	4
98	в силу	4	4
99	подобно тому	2	4
100	то ни	1	4
101	и с	1	4
102	с тем	1	4
103	и уже	1	4
104	мир и	2	4
105	она не	1	4
106	уже о	1	4
107	ничего общего	1	4
108	еще не	4	4
109	в его	7	4
110	в одном	1	4
111	не о	1	4
112	как раз	4	4
113	отнюдь не	2	4
114	и эстетической	1	4
115	в особенности	1	4
116	тому как	2	4
117	на свете	1	4
118	один из	3	4
119	тех или	1	4
120	или не	1	4
121	жизни и	3	4
122	но и	17	4
123	и то	2	3
124	только потому	1	3
125	едва ли	1	3
126	личности с	1	3
127	со стороны	4	3
128	общего с	2	3
129	как в	5	3
130	и нет	2	3
131	как таковое	1	3
132	но в	3	3
133	та же	2	3
134	собственное слово	1	3
135	все эти	2	3
136	и если	1	3
137	же именно	1	3
138	на этом	2	3
139	в одну	1	3
140	не всегда	1	3
141	в данном	5	3
142	в один	1	3
143	в своей	4	3
144	в их	3	3
145	есть всегда	1	3
146	только для	1	3
147	иной раз	1	3
148	мы можем	1	3
149	могут быть	2	3
150	более не	2	3
151	говоря уже	2	3
152	к жизни	1	3
153	сознания и	1	3
154	имеется в	2	3
155	в словах	1	3
156	от всего	1	3
157	для всех	1	3
158	в виде	1	3
159	в области	3	3
160	за пределы	2	3
161	себя и	1	3
162	что не	2	3
163	на основании	1	3
164	из которых	1	3
165	оно и	1	3
166	от него	1	3
167	в свою	1	3
168	не говоря	2	3
169	совершенно не	1	3
170	тем самым	5	3
171	к этому	1	3
172	можно назвать	1	3
173	человека и	2	2
174	тех же	3	2
175	то самое	1	2
176	и само	2	2
177	вопрос о	1	2
178	есть нечто	1	2
179	бы ни	1	2
180	произведение и	1	2
181	во всех	1	2
182	только после	1	2
183	бы не	3	2
184	но как	1	2
185	и будет	1	2
186	все же	4	2
187	просто как	1	2
188	или иную	2	2
189	в самом	3	2
190	в которой	1	2
191	из этих	2	2
192	что даже	1	2
193	при этом	19	2
194	тем не	2	2
195	собственно говоря	1	2
196	с этой	5	2
197	но все	1	2
198	об этой	1	2
199	лишь в	4	2
200	это было	1	2
201	в них	1	2
202	религиозного сознания	1	2
203	не мешает	1	2
204	между собою	1	2
205	должно быть	1	2
206	со всей	1	2
207	в котором	1	2
208	от себя	2	2
209	мифа с	1	2
210	при условии	1	2
211	не могли	1	2
212	однако в	2	2
213	для нее	2	2
214	что есть	1	2
215	в отношении	1	2
216	не менее	7	2
217	как о	1	2
218	иметь в	1	2
219	никогда не	4	2
220	и по	1	2
221	как будто	2	2
222	может и	1	2
223	можно и	1	2
224	свою очередь	1	2
225	в ее	1	2
226	мог бы	1	2
227	для этого	4	2
228	никогда и	1	2
229	не абсолютная	1	2
230	о нем	1	2
231	никак не	1	2
232	это должно	1	2
233	в пользу	1	2
234	и во	1	2
235	во всей	1	2
236	и только	2	2
237	интеллигенции и	1	2
238	одной из	1	2
239	в качестве	17	2
240	себя в	6	2
241	же и	3	2
242	то и	2	2
243	в нашей	2	2
244	из них	4	2
245	ту или	2	2
246	никто не	1	2
247	отличие от	5	2
248	тем что	2	2
249	не было	3	2
250	или иначе	9	2
251	с той	1	2
252	другой стороны	1	2
253	именно так	2	2
254	понятие о	1	2
255	я говорю	1	2
256	в частности	15	2
257	вместе с	1	2
258	как это	8	2
259	и жизни	1	2
260	к своему	1	2
261	что же	1	2
262	да и	3	2
263	этой точки	3	2
264	поскольку он	2	2
265	быть не	1	2
266	как тут	1	2
267	художественное произведение	2	2
268	где бы	1	2
269	но для	1	2
270	не мог	3	2
271	при таком	1	2
272	это как	2	2
273	тот кто	1	2
274	у достоевского	2	2
275	только что	1	2
276	а как	2	2
277	отношении к	1	2
278	день и	1	2
279	в противоположность	1	2
280	которая не	2	2
281	во всяком	3	2
282	все что	1	2
283	говоря о	1	1
284	же как	1	1
285	чтобы не	2	1
286	переходит к	1	1
287	на самом	1	1
288	всего это	1	1
289	идет о	1	1
290	к другому	1	1
291	выполняет свое	1	1
292	дело не	2	1
293	исходит из	3	1
294	когда это	1	1
295	каком отношении	1	1
296	в зависимости	1	1
297	и этот	1	1
298	жизни для	1	1
299	от всякой	2	1
300	для своего	2	1
301	оно вообще	1	1
302	из того	2	1
303	то это	2	1
304	жизни это	1	1
305	и он	1	1
306	это время	1	1
307	к общему	2	1
308	собой в	1	1
309	он сам	1	1
310	и нигде	1	1
311	как один	1	1
312	в общем	1	1
313	очевидно что	1	1
314	отношение к	1	1
315	тут же	1	1
316	есть подлинный	1	1
317	и я	6	1
318	исторически и	1	1
319	его я	2	1
320	в одной	1	1
321	как к	1	1
322	пределах одной	1	1
323	совершенно без	1	1
324	и жить	1	1
325	целый ряд	1	1
326	тот же	1	1
327	и художественного	1	1
328	имеет в	1	1
329	этой цели	2	1
330	мир имеет	1	1
331	не можем	1	1
332	говорят о	1	1
333	с какой	1	1
334	как то	1	1
335	в нашем	1	1
336	достоевского в	1	1
337	роль в	2	1
338	в образы	1	1
339	к смерти	2	1
340	вытекающее из	1	1
341	как он	2	1
342	с чем	2	1
343	и лучше	1	1
344	он не	1	1
345	свою собственную	1	1
346	и более	1	1
347	абсолютная истина	1	1
348	чтобы в	1	1
349	но дело	1	1
350	или иных	1	1
351	не бывает	1	1
352	этом последнем	1	1
353	для всей	2	1
354	что перед	1	1
355	его в	3	1
356	который уже	1	1
357	данном случае	4	1
358	мне это	1	1
359	чаще всего	1	1
360	только лишь	1	1
361	само собою	1	1
362	бытие и	1	1
363	ничего о	1	1
364	их как	1	1
365	всю жизнь	1	1
366	ведет к	4	1
367	этом в	3	1
368	потому и	1	1
369	такой же	1	1
370	одного и	1	1
371	которую я	1	1
372	бы на	2	1
373	нас самих	2	1
374	как все	2	1
375	которого является	1	1
376	в отличие	5	1
377	из классических	1	1
378	в которых	1	1
379	сама собой	1	1
380	до последнего	1	1
381	не от	1	1
382	сам же	1	1
383	почему мы	1	1
384	тому чтобы	1	1
385	том же	3	1
386	того кто	1	1
387	даже в	2	1
388	общему и	2	1
389	она по	1	1
390	теми или	1	1
391	как будет	1	1
392	при всех	2	1
393	вплоть до	2	1
394	на эстетику	1	1
395	ее с	1	1
396	и сама	1	1
397	и образуется	1	1
398	во всякой	1	1
399	это мы	1	1
