N	2gram	Voloshinov_1	Myslijsy
1	и в	3	24
2	может быть	1	23
3	и не	1	19
4	а не	1	18
5	не только	1	15
6	то же	1	12
7	не может	4	12
8	если бы	1	11
9	для него	1	10
10	но и	1	9
11	и на	1	8
12	в то	1	6
13	связи с	1	6
14	не менее	1	5
15	с другими	1	5
16	из этих	1	4
17	если в	2	3
18	в ней	1	3
19	в языке	1	3
20	и все	1	3
21	в каждом	1	2
22	тому что	1	2
23	с теми	1	2
24	же время	1	2
25	один из	2	2
26	мы видим	1	2
27	влияния на	1	2
28	сравнении с	1	2
29	в его	1	2
30	бы в	1	2
31	можно назвать	1	2
32	тех же	1	1
33	и заставляет	1	1
34	при сравнении	1	1
35	он в	1	1
36	его от	1	1
37	себе все	1	1
38	лучше всего	1	1
39	с точки	1	1
40	к тому	1	1
41	вопрос что	1	1
42	на нее	1	1
43	именно с	1	1
44	важность этой	1	1
45	языка как	1	1
46	в выборе	1	1
47	в особенности	1	1
48	по своим	1	1
49	во второй	1	1
50	от связи	1	1
51	ничего кроме	1	1
52	понятно не	1	1
53	бы на	1	1
54	может и	1	1
