N	3gram	Potebnia_M_3	Stilisti
1	в то же	5	9
2	то же время	5	7
3	для того чтобы	3	7
4	и то же	5	4
5	то же самое	1	4
6	одно и то	5	4
7	то что мы	2	4
8	в свою очередь	3	4
9	на самом деле	1	3
10	но и в	4	3
11	заключает в себе	5	3
12	что мы называем	1	3
13	не только в	4	3
14	и тем самым	1	3
15	как мы уже	1	3
16	как мы видели	1	3
17	и той же	2	2
18	мы можем не	1	2
19	равно как и	1	2
20	вместе с тем	4	2
21	в этом отношении	2	2
22	к миру и	1	2
23	только потому что	2	2
24	мы не знаем	2	2
25	на первый взгляд	1	2
26	смысле этого слова	7	2
27	то же слово	2	2
28	не может быть	3	2
29	и тем же	3	2
30	о том что	1	2
31	можно сказать что	2	2
32	с тем и	2	2
33	к тому что	2	2
34	одной и той	2	2
35	все то что	1	2
36	то все же	1	1
37	дает нам возможность	2	1
38	если бы даже	1	1
39	представим себе что	1	1
40	по себе не	1	1
41	мы должны будем	2	1
42	одним и тем	3	1
43	по отношению к	5	1
44	более или менее	3	1
45	не говоря уже	1	1
46	в самом деле	1	1
47	же время и	1	1
48	притом так что	1	1
49	то есть к	3	1
50	это дает нам	1	1
51	не имеем права	1	1
52	должно было быть	1	1
53	себе не может	1	1
54	до сих пор	3	1
55	развития языка мы	1	1
56	и тем что	1	1
57	по самой своей	1	1
58	мы очутимся в	1	1
59	и та же	1	1
60	в собственном смысле	2	1
61	несмотря на свою	1	1
62	с нашей точки	1	1
63	же время служит	1	1
64	не в мысли	1	1
65	по крайней мере	5	1
66	что мы не	2	1
67	бы не существовало	1	1
68	к одной и	1	1
69	точки зрения и	1	1
70	на это не	1	1
71	тем не менее	3	1
72	но вместе с	2	1
73	один из этих	1	1
74	одна и та	1	1
75	заключать в себе	1	1
76	но не только	1	1
77	уже не к	1	1
78	бросается в глаза	1	1
79	таким образом в	1	1
80	мы не можем	2	1
81	само по себе	3	1
82	впечатлений производимых на	1	1
83	между тем в	1	1
84	не только не	2	1
85	не существует и	1	1
86	только тогда когда	7	1
87	с другой стороны	4	1
88	только в том	3	1
89	с течением времени	1	1
90	тем самым мы	1	1
91	но каким образом	1	1
92	важную роль играет	1	1
93	в том что	16	1
94	именно потому что	1	1
95	как и в	2	1
96	если б мы	1	1
97	в разговоре с	1	1
98	на наш взгляд	1	1
99	и слово это	1	1
