N	3gram	Voloshinov_1	Myshleni
1	с точки зрения	20	18
2	для того чтобы	3	15
3	в том что	3	15
4	с другой стороны	5	9
5	с одной стороны	1	8
6	с самого начала	4	8
7	по отношению к	2	7
8	так же как	2	5
9	не может быть	13	5
10	же как и	2	4
11	до сих пор	8	4
12	в высшей степени	3	4
13	в этом отношении	3	4
14	внутренней речи и	2	4
15	можно сказать что	3	4
16	друг с другом	1	4
17	смысле этого слова	2	3
18	то же самое	3	3
19	можно было бы	2	3
20	к тому что	1	3
21	во всяком случае	2	3
22	в свою очередь	2	3
23	в этом вопросе	2	3
24	друг от друга	1	3
25	во всех тех	1	2
26	прежде всего в	1	2
27	и той же	2	2
28	есть прежде всего	1	2
29	том что он	1	2
30	как если бы	2	2
31	на первый план	2	2
32	между этими двумя	2	2
33	звуковой стороны слова	1	2
34	независимо от того	1	2
35	на этот вопрос	3	2
36	то же время	3	2
37	от того что	2	2
38	в значительной степени	1	2
39	все более и	1	2
40	вместо того чтобы	1	2
41	ни в какой	1	2
42	более и более	1	2
43	в самом деле	9	2
44	в то же	3	2
45	таким образом и	1	2
46	одной и той	2	2
47	а следовательно и	1	1
48	зрения функциональной психологии	2	1
49	к этому же	1	1
50	еще только в	1	1
51	или во всяком	1	1
52	в чем же	2	1
53	что он является	1	1
54	большей или меньшей	1	1
55	на самом деле	1	1
56	и все остальные	1	1
57	в этом смысле	2	1
58	свое выражение в	2	1
59	является не только	3	1
60	в одной и	1	1
61	разработка этой проблемы	1	1
62	то что делает	3	1
63	и не может	9	1
64	так как они	1	1
65	в отличие от	5	1
66	но и в	1	1
67	как мы увидим	1	1
68	речи как и	1	1
69	в себе и	1	1
70	на целом ряде	1	1
71	что же является	2	1
72	том числе и	2	1
73	и как бы	1	1
74	речи в смысле	1	1
75	с этой точки	1	1
76	невозможно представить себе	1	1
77	изучение звуковой стороны	1	1
78	связаны друг с	1	1
79	что было бы	1	1
80	ту или иную	1	1
81	части нашей работы	1	1
82	логики теории познания	1	1
83	но и это	1	1
84	не только в	1	1
85	и с точки	1	1
86	выходящее за пределы	1	1
87	работы мы пытаемся	1	1
88	в конце концов	3	1
89	та и другая	1	1
90	тем что в	1	1
91	в результате чего	1	1
92	одну из этих	1	1
93	связаны между собой	1	1
94	этот вопрос о	1	1
95	в ту или	1	1
96	но в каком	1	1
97	социальной среды и	1	1
98	представители второго направления	2	1
99	того чтобы сделать	1	1
100	в целом ряде	1	1
101	он позволит нам	1	1
102	и пр и	2	1
103	до наших дней	1	1
104	этой точки зрения	1	1
105	и все другие	1	1
106	и вот в	1	1
107	совершенно независимо от	2	1
108	и пр в	3	1
109	как и все	2	1
110	это значит что	1	1
111	само по себе	1	1
112	нашей работы мы	1	1
113	не имеет никакой	1	1
114	не только не	1	1
115	но все же	3	1
116	принять его за	1	1
117	может быть выражено	1	1
118	изменения и сдвиги	1	1
119	что в процессе	1	1
120	в направлении к	5	1
121	как мы уже	1	1
122	в том числе	2	1
123	из основных и	1	1
124	между словом и	1	1
125	речи таким образом	1	1
126	сама по себе	2	1
127	пр и пр	2	1
128	тем не менее	2	1
129	первой и второй	1	1
130	мы уже знаем	1	1
131	и та и	1	1
132	все остальные особенности	1	1
133	находит свое выражение	1	1
134	задачи не может	1	1
135	всей этой проблемы	1	1
136	является как бы	1	1
137	при этом она	1	1
138	той или иной	1	1
139	речи как бы	1	1
