N	3gram	Losev_Prob_4	Freidism
1	с точки зрения	11	11
2	во всяком случае	4	7
3	и прежде всего	2	5
4	в зависимости от	3	4
5	в то же	2	4
6	в данном случае	5	4
7	на самом деле	3	4
8	если бы он	1	3
9	для того чтобы	2	3
10	в таком случае	1	3
11	бы то ни	1	3
12	в свою очередь	1	3
13	с самого начала	1	3
14	в чем не	1	2
15	то же самое	6	2
16	что же касается	1	2
17	до сих пор	1	2
18	и не может	1	2
19	по своему содержанию	5	2
20	это вовсе не	1	2
21	во всех областях	1	2
22	так и в	1	2
23	ни в чем	1	2
24	это и есть	1	2
25	то ни было	1	2
26	с одной стороны	1	2
27	тем не менее	10	2
28	в конце концов	1	2
29	ни о каких	2	1
30	и может быть	1	1
31	только в пределах	2	1
32	только потому что	1	1
33	ни в каких	1	1
34	равно как и	1	1
35	что в данном	2	1
36	в таком виде	1	1
37	но даже и	4	1
38	нам кажется что	1	1
39	и сами эти	1	1
40	в нем и	1	1
41	как раз и	1	1
42	мы считаем излишним	1	1
43	хотя бы и	2	1
44	на самом же	2	1
45	только то что	1	1
46	в себе и	2	1
47	уже в таком	1	1
48	именно в области	1	1
49	не менее он	1	1
50	или по крайней	2	1
51	и мышления не	1	1
52	данном случае является	1	1
53	в основе своей	1	1
54	по крайней мере	6	1
55	и тем не	3	1
56	отнюдь не является	1	1
57	ни в какой	4	1
58	в коем случае	3	1
59	даже и не	2	1
60	можно сказать о	1	1
61	не чем иным	2	1
62	с другими частями	1	1
63	ни в коем	3	1
64	мы не знаем	1	1
65	на первый взгляд	1	1
66	для искусства в	1	1
67	а также и	2	1
68	может обойтись без	2	1
69	каких бы то	1	1
70	как будто бы	2	1
71	по сравнению с	1	1
72	приходит к выводу	1	1
73	так и с	1	1
74	всяком случае не	1	1
75	в каком случае	3	1
76	ведь для того	1	1
77	ничем существенным не	1	1
78	мы говорили выше	1	1
79	мы убедились что	1	1
80	и не допускать	1	1
81	мы все время	2	1
82	а может быть	1	1
83	бросается в глаза	1	1
84	и все другие	1	1
85	это было бы	1	1
86	смысле слова и	1	1
87	и ни в	3	1
88	ни в каком	5	1
89	чем иным как	2	1
90	имеем в виду	3	1
91	в то время	2	1
92	мы не будем	2	1
93	говорить о том	1	1
94	коем случае не	1	1
95	сказать и о	1	1
96	о том что	3	1
97	ничего общего с	2	1
98	жизни мы не	1	1
99	к выводу что	1	1
100	не только не	4	1
101	той или иной	11	1
102	но все же	1	1
103	всякий художественный образ	1	1
104	каком случае не	3	1
105	мы имеем в	1	1
106	новое и оригинальное	1	1
107	не может обойтись	2	1
108	в этом смысле	3	1
109	случае не является	1	1
110	не допускать никаких	1	1
111	и т д	3	1
112	самом же деле	2	1
113	в том что	8	1
114	бы для него	1	1
115	может быть даже	1	1
116	не теряет своей	1	1
117	конечно не в	1	1
