N	3gram	Tiupa_Anal_1	Istorich
1	с другой стороны	2	7
2	до сих пор	1	5
3	в том что	9	5
4	до вступления в	1	4
5	что иное как	5	3
6	здесь мы имеем	1	3
7	в данном случае	2	3
8	в связи с	1	3
9	не что иное	4	3
10	состоит в том	3	2
11	можно утверждать что	1	2
12	по отношению к	5	2
13	с одной стороны	3	2
14	во всяком случае	1	2
15	о том что	3	2
16	мы имеем в	1	2
17	одна или несколько	1	2
18	как и в	1	2
19	к тому же	4	2
20	все еще не	1	1
21	что герой в	1	1
22	но прежде всего	1	1
23	мы имеем дело	4	1
24	исключают друг друга	1	1
25	и той же	1	1
26	подобно тому как	3	1
27	в том числе	3	1
28	в соответствии с	1	1
29	с этой точки	1	1
30	как если бы	1	1
31	с точки зрения	4	1
32	об одном из	1	1
33	принимает на себя	1	1
34	сами по себе	2	1
35	но и в	2	1
36	как мы увидим	1	1
37	случае мы имеем	1	1
38	на самом же	1	1
39	как это происходит	1	1
40	из того что	3	1
41	еще не означает	1	1
42	в таком случае	3	1
43	не исключают друг	1	1
44	вместе с тем	1	1
45	вследствие чего она	1	1
46	не ставит себе	1	1
47	ставит себе целью	1	1
48	уже потому что	1	1
49	но в таком	1	1
50	не только в	1	1
51	смысле этого слова	1	1
52	имеем дело с	3	1
53	в такой же	1	1
54	все же не	1	1
55	этой точки зрения	1	1
56	в целом но	1	1
57	есть не что	3	1
58	и вместе с	1	1
59	в свою очередь	1	1
60	это происходит в	1	1
61	а не с	1	1
62	равно как и	1	1
63	не может быть	16	1
64	принадлежит одному из	1	1
65	к своему собственному	1	1
66	но и не	4	1
67	также и в	1	1
68	одной и той	1	1
69	друг с другом	1	1
70	самом же деле	1	1
71	а затем уже	1	1
