N	2gram	Medvedev_F_1	Stilisti
1	и в	24	42
2	не только	7	27
3	как бы	6	27
4	прежде всего	22	22
5	внутренней речи	1	18
6	хотя бы	5	17
7	то же	10	15
8	но и	7	15
9	социального общения	6	14
10	и не	20	14
11	не может	16	12
12	может быть	14	12
13	мы уже	1	11
14	как и	11	11
15	точки зрения	16	11
16	отнюдь не	6	10
17	в этом	15	10
18	и как	3	10
19	как мы	5	10
20	мы не	3	9
21	при этом	5	9
22	в то	9	9
23	то что	8	9
24	в ней	10	8
25	все же	3	8
26	в себе	3	8
27	таким образом	13	8
28	тем самым	3	8
29	и это	2	8
30	с тем	2	8
31	что же	1	8
32	в зависимости	2	7
33	зависимости от	3	7
34	и на	8	7
35	в которой	4	7
36	было бы	6	7
37	и тем	1	7
38	так как	1	7
39	никогда не	4	7
40	же время	8	7
41	потому что	1	7
42	того чтобы	1	7
43	ничего не	2	7
44	с его	4	7
45	только в	2	7
46	и его	10	7
47	а не	10	7
48	и от	7	7
49	во всех	5	6
50	в этой	6	6
51	но ведь	2	6
52	на его	2	6
53	в нем	14	6
54	не в	8	6
55	в процессе	9	6
56	в области	3	6
57	так и	18	6
58	другими словами	1	6
59	язык и	1	6
60	в форме	1	6
61	или иной	1	6
62	в свою	8	6
63	той же	1	5
64	в нашем	2	5
65	что язык	1	5
66	в той	1	5
67	независимо от	4	5
68	и наконец	3	5
69	и с	8	5
70	того или	2	5
71	мы видели	2	5
72	с точки	13	5
73	тому что	1	5
74	в сознании	1	5
75	а в	6	5
76	не является	1	5
77	в его	23	5
78	и является	2	5
79	и их	10	5
80	слова в	1	5
81	в живом	6	5
82	с помощью	3	5
83	вместе с	2	5
84	как это	6	5
85	или иного	3	5
86	самом деле	6	4
87	общения в	1	4
88	себя в	1	4
89	и к	4	4
90	но в	5	4
91	в самом	5	4
92	так сказать	3	4
93	уже не	2	4
94	всех своих	1	4
95	в каждом	3	4
96	его в	3	4
97	художественного творчества	1	4
98	и без	1	4
99	самого начала	1	4
100	на него	2	4
101	у нас	5	4
102	но все	2	4
103	всего в	3	4
104	к тому	3	4
105	свою очередь	6	4
106	языка и	1	4
107	с самого	1	4
108	было в	1	4
109	если бы	4	4
110	в словах	1	4
111	влияние на	3	4
112	можно сказать	1	4
113	во внутренней	1	4
114	все время	2	4
115	того что	5	4
116	один из	3	4
117	мы видим	1	4
118	мы увидим	4	4
119	если мы	2	4
120	точка зрения	2	4
121	общения и	2	4
122	а с	1	4
123	и пр	17	4
124	в слове	1	4
125	к своему	1	4
126	все это	9	4
127	бы в	3	4
128	зрения в	1	4
129	природы или	2	4
130	так же	4	4
131	отношения к	6	3
132	на самом	7	3
133	и само	1	3
134	социальной группы	4	3
135	еще не	6	3
136	нет и	2	3
137	или иное	1	3
138	построения и	1	3
139	перед нами	1	3
140	хотя и	1	3
141	та же	1	3
142	если он	3	3
143	и вот	2	3
144	связанных с	1	3
145	лишь в	8	3
146	это не	2	3
147	может стать	1	3
148	в социальной	3	3
149	ведь в	1	3
150	не мог	1	3
151	том что	1	3
152	что такое	2	3
153	бы мы	1	3
154	что было	2	3
155	связи с	3	3
156	может показаться	1	3
157	слова но	1	3
158	и развития	2	3
159	что оно	1	3
160	в ее	8	3
161	роль в	1	3
162	что у	1	3
163	во второй	1	3
164	и здесь	6	3
165	должно было	1	3
166	связь между	1	3
167	мы ни	2	3
168	жизни и	7	3
169	конечно не	4	3
170	только на	5	3
171	в данной	1	3
172	из них	1	3
173	его и	2	3
174	не так	2	3
175	представить себе	1	3
176	в котором	1	3
177	в одном	2	3
178	но что	1	3
179	не становится	1	3
180	от того	2	3
181	что и	2	3
182	и даже	3	3
183	социальной жизни	11	3
184	и эта	1	3
185	так называемой	1	3
186	и уже	1	3
187	через нее	2	3
188	ни на	3	3
189	этого слова	3	3
190	в целом	6	3
191	как предмет	1	3
192	как таковой	6	3
193	но для	3	3
194	тех или	1	3
195	материальной действительности	2	3
196	и для	1	3
197	в конструкции	1	3
198	для нас	1	3
199	и все	6	3
200	главным образом	4	3
201	между ними	3	3
202	не знает	1	3
203	сказать что	1	3
204	с природой	1	2
205	также и	1	2
206	показаться что	1	2
207	нас не	2	2
208	и этот	1	2
209	от чего	2	2
210	его не	2	2
211	со всех	1	2
212	и конечно	1	2
213	вопрос о	2	2
214	нам в	1	2
215	но даже	1	2
216	и определяется	1	2
217	между собой	1	2
218	и всего	1	2
219	но не	3	2
220	значение и	3	2
221	можем не	1	2
222	отношение к	3	2
223	в теме	1	2
224	оно является	1	2
225	как в	8	2
226	целый ряд	3	2
227	между двумя	1	2
228	как таковое	2	2
229	материалом и	2	2
230	всякий идеологический	1	2
231	бы и	1	2
232	ни один	1	2
233	все эти	6	2
234	и те	2	2
235	друг другу	1	2
236	человек не	3	2
237	этот процесс	1	2
238	к миру	2	2
239	еще мало	1	2
240	по своему	1	2
241	на наш	1	2
242	его понимание	1	2
243	ясно что	3	2
244	с этим	2	2
245	в жизни	3	2
246	в этих	1	2
247	в своей	11	2
248	читательская масса	1	2
249	в отношении	3	2
250	место в	7	2
251	для всякого	2	2
252	но эта	2	2
253	совершенно иначе	1	2
254	в мире	4	2
255	не должно	1	2
256	в идеологическом	6	2
257	отражает и	1	2
258	для каждого	1	2
259	в основе	3	2
260	ведь может	1	2
261	не останется	1	2
262	эти три	1	2
263	этом отношении	1	2
264	точном смысле	1	2
265	или иных	1	2
266	за ними	1	2
267	от их	2	2
268	все то	1	2
269	не есть	2	2
270	здесь не	3	2
271	в пределах	6	2
272	как с	2	2
273	не с	2	2
274	подойти к	1	2
275	с ним	2	2
276	по своей	1	2
277	что перед	1	2
278	и содержание	2	2
279	как нет	1	2
280	к нему	1	2
281	в языке	1	2
282	не должен	1	2
283	на отдельные	1	2
284	в него	2	2
285	видим что	1	2
286	в том	6	2
287	одной из	2	2
288	что он	3	2
289	выбора и	1	2
290	преломляется в	1	2
291	тот или	2	2
292	для всех	1	2
293	ведь если	1	2
294	или даже	1	2
295	в душе	2	2
296	глаза и	1	2
297	для него	3	2
298	себе в	1	2
299	литературное произведение	10	2
300	для них	1	2
301	даже и	2	2
302	перейти к	2	2
303	а на	1	2
304	к которому	2	2
305	бытия в	3	2
306	на развитие	1	2
307	связано с	1	2
308	не было	3	2
309	зависит от	1	2
310	до конца	7	2
311	слове в	1	2
312	в связи	4	2
313	и потому	9	2
314	в предыдущей	2	2
315	у человека	1	2
316	из которых	1	2
317	и преломляется	1	2
318	и переживания	1	2
319	смысле этого	3	2
320	в первой	1	2
321	возникновения и	1	2
322	должно быть	11	2
323	материал для	1	2
324	или хотя	1	2
325	эти вопросы	1	2
326	этот поток	1	2
327	сих пор	6	2
328	но это	3	2
329	при всем	1	2
330	только одна	1	2
331	не поняв	1	2
332	войти в	2	2
333	в точном	1	2
334	или в	1	2
335	у них	3	2
336	и ни	1	2
337	ни к	1	2
338	несмотря на	1	2
339	с ней	1	2
340	не говоря	1	2
341	в частности	4	2
342	же самой	1	2
343	к этому	1	2
344	идеологическим явлением	1	2
345	в своих	2	2
346	это художественное	1	1
347	смысле слова	1	1
348	символами и	1	1
349	ту же	1	1
350	можно говорить	1	1
351	также что	1	1
352	для построения	1	1
353	же как	2	1
354	чтобы не	2	1
355	художественного произведения	23	1
356	достаточно вспомнить	1	1
357	что смысл	1	1
358	чего не	1	1
359	и до	5	1
360	бы к	1	1
361	и самое	1	1
362	и развитие	2	1
363	входящих в	2	1
364	в их	11	1
365	установка и	1	1
366	например в	1	1
367	всего того	1	1
368	словами в	1	1
369	которую мы	1	1
370	этом не	1	1
371	и конфликты	1	1
372	говорить о	1	1
373	х годов	1	1
374	жизни как	1	1
375	они были	2	1
376	ему в	1	1
377	идеологических систем	1	1
378	из ее	1	1
379	в каждой	1	1
380	между общей	1	1
381	той роли	1	1
382	имеет первостепенное	1	1
383	ней как	1	1
384	не был	1	1
385	явления например	1	1
386	между индивидами	1	1
387	в чем	1	1
388	очередь определяет	1	1
389	роман и	2	1
390	одним словом	5	1
391	идеологический продукт	3	1
392	наука литература	1	1
393	и другие	1	1
394	самой природы	1	1
395	к которой	1	1
396	и всякий	2	1
397	в сторону	1	1
398	если в	1	1
399	в общем	3	1
400	уже как	2	1
401	иногда и	1	1
402	явление как	1	1
403	связи и	1	1
404	или у	1	1
405	и читатель	3	1
