N	3gram	Berdyaev_M_1	Narrotol
1	в том что	1	8
2	не только в	2	6
3	по отношению к	2	5
4	в отличие от	1	5
5	о том что	1	4
6	но и в	4	2
7	и т п	1	2
8	и не может	2	2
9	к ней в	1	2
10	в себе самом	1	2
11	не может быть	17	2
12	как бы в	1	2
13	на том что	1	1
14	что иное как	1	1
15	не может не	2	1
16	не только художественная	1	1
17	как бы не	1	1
18	в которых он	1	1
19	к жизни в	1	1
20	в самом деле	1	1
21	по сравнению с	1	1
22	в зависимости от	1	1
23	и он не	1	1
24	и быть может	1	1
25	ни у кого	1	1
26	можно было бы	1	1
27	что есть на	1	1
28	до сих пор	2	1
29	настаивать на том	1	1
30	то время как	2	1
31	а не только	2	1
32	не несет в	1	1
33	это прежде всего	1	1
34	него и по	1	1
35	по природе своей	1	1
36	и потому не	3	1
37	не в том	1	1
38	в нем не	2	1
39	я верю в	1	1
40	несет в себе	1	1
41	во всяком случае	1	1
42	но в конце	1	1
43	в то время	2	1
44	с того что	1	1
45	жизни а не	1	1
46	в том смысле	2	1
47	не что иное	1	1
48	не знает и	1	1
49	для того чтобы	2	1
50	не мог быть	1	1
