N	2gram	Bakhtin_fo_1	Mirosoze
1	и в	50	46
2	в нем	24	22
3	у него	6	22
4	может быть	11	21
5	в этом	25	20
6	не только	9	18
7	и не	14	18
8	никогда не	2	18
9	для него	2	18
10	но и	8	15
11	не может	6	15
12	человека в	17	14
13	как и	8	13
14	а не	3	13
15	друг друга	3	12
16	к человеку	1	12
17	прежде всего	15	12
18	потому что	4	12
19	и он	1	11
20	не было	7	11
21	но он	2	11
22	в ней	4	11
23	у нас	1	11
24	но в	10	10
25	та же	1	10
26	в себе	3	10
27	он не	5	10
28	он был	1	9
29	не в	5	9
30	не знает	3	9
31	и есть	1	8
32	отношение к	2	8
33	в своем	4	8
34	так как	6	8
35	она не	1	8
36	переходит в	1	8
37	как бы	2	8
38	человека и	11	7
39	связана с	1	7
40	в мире	1	7
41	как в	6	7
42	и к	2	7
43	в нашем	2	7
44	в этой	1	7
45	человек не	1	7
46	хотя бы	2	7
47	и потому	3	7
48	и для	4	7
49	что он	1	7
50	вопрос о	2	6
51	что это	1	6
52	он сам	1	6
53	и здесь	1	6
54	жизнь в	2	6
55	так же	6	6
56	того что	2	6
57	жизни и	8	6
58	по преимуществу	3	5
59	то же	11	5
60	есть не	3	5
61	я не	1	5
62	друг к	2	5
63	совсем не	2	5
64	в самом	8	5
65	бы и	1	5
66	свободу и	1	5
67	и вот	1	5
68	что все	2	5
69	к другу	2	5
70	в своей	2	5
71	в отношении	3	5
72	в конце	9	5
73	во всем	2	5
74	и его	16	5
75	к тому	3	5
76	и это	4	5
77	те же	2	5
78	это не	6	5
79	один из	3	5
80	в его	13	5
81	него нет	1	5
82	для того	5	5
83	то что	6	5
84	образ и	1	5
85	и все	6	5
86	также и	2	4
87	жизни это	2	4
88	с его	9	4
89	у них	2	4
90	его на	2	4
91	на деле	1	4
92	в жизни	6	4
93	нет в	2	4
94	том что	4	4
95	жизнь и	4	4
96	не имеет	4	4
97	того чтобы	5	4
98	только и	5	4
99	должны быть	1	4
100	они и	1	4
101	должен быть	1	4
102	так и	12	4
103	бы друг	1	4
104	в русском	1	4
105	себя в	1	4
106	уже не	2	4
107	что и	3	4
108	в свою	2	4
109	они не	3	4
110	до конца	4	4
111	самого себя	1	4
112	человека не	1	4
113	что в	5	4
114	смысле слова	2	3
115	же как	2	3
116	к другому	2	3
117	высшей степени	1	3
118	той же	2	3
119	они были	2	3
120	начала в	1	3
121	и на	8	3
122	в чем	2	3
123	менее всего	1	3
124	как он	2	3
125	не бывает	1	3
126	в каждом	1	3
127	и с	4	3
128	его в	3	3
129	с самим	5	3
130	на почве	2	3
131	ни в	8	3
132	в них	4	3
133	в высшей	1	3
134	и тогда	1	3
135	что было	3	3
136	не для	2	3
137	человека есть	1	3
138	по своей	1	3
139	в трагедии	2	3
140	себя и	3	3
141	момент в	2	3
142	не существует	1	3
143	в образе	5	3
144	было в	1	3
145	если бы	5	3
146	с ним	2	3
147	и перед	1	3
148	о том	1	3
149	и во	7	3
150	в том	9	3
151	природой и	1	3
152	только в	4	3
153	есть в	2	3
154	тем что	2	3
155	с другим	1	3
156	до сих	3	3
157	с которым	1	3
158	человек в	3	3
159	нет ничего	4	3
160	не знал	1	3
161	жизни в	8	3
162	и нет	2	3
163	сих пор	3	3
164	и от	1	3
165	человека для	1	3
166	лишь как	2	3
167	сказать что	3	3
168	в своих	1	3
169	и человек	1	3
170	я и	1	2
171	нем нет	2	2
172	отношения к	3	2
173	человеческая жизнь	1	2
174	не имеют	3	2
175	и за	1	2
176	науки и	1	2
177	который был	1	2
178	но она	2	2
179	принадлежит к	2	2
180	для нашей	1	2
181	же что	2	2
182	не был	1	2
183	во всех	6	2
184	то он	1	2
185	по отношению	3	2
186	есть по	1	2
187	себе и	3	2
188	она есть	1	2
189	преступление и	1	2
190	в центре	2	2
191	хотя и	3	2
192	увидим что	1	2
193	от этого	2	2
194	и этим	1	2
195	традицией и	2	2
196	в которой	2	2
197	момент его	2	2
198	бы не	1	2
199	и принять	1	2
200	и тот	1	2
201	и те	3	2
202	но на	4	2
203	этот процесс	5	2
204	не к	2	2
205	человеческую природу	1	2
206	с собой	1	2
207	еще более	3	2
208	лишь в	6	2
209	еще вернемся	1	2
210	очень важное	1	2
211	чем в	2	2
212	должно быть	1	2
213	в этих	3	2
214	точки зрения	5	2
215	нас не	1	2
216	ее в	2	2
217	место в	2	2
218	то перед	1	2
219	мир и	2	2
220	но эта	3	2
221	которые в	1	2
222	есть еще	1	2
223	быть лишь	1	2
224	эта любовь	1	2
225	тогда когда	2	2
226	правда в	1	2
227	чем не	3	2
228	пути человека	1	2
229	ничего не	9	2
230	жизни не	3	2
231	к ней	2	2
232	связи с	6	2
233	в основе	5	2
234	к себе	4	2
235	всегда есть	1	2
236	оно не	2	2
237	приходит к	1	2
238	самим собою	3	2
239	добродетели и	1	2
240	человека он	1	2
241	судьбу человека	1	2
242	своего образа	1	2
243	по себе	2	2
244	в разных	5	2
245	и возможно	1	2
246	и поэтому	1	2
247	в сущности	3	2
248	нас в	3	2
249	у всех	1	2
250	стихии в	1	2
251	мы видим	3	2
252	тот же	1	2
253	жизни она	1	2
254	мы увидим	1	2
255	на природу	1	2
256	бы его	1	2
257	так что	1	2
258	же и	2	2
259	уже в	2	2
260	ни одного	1	2
261	друг за	2	2
262	и других	3	2
263	человека на	1	2
264	и мир	1	2
265	не о	2	2
266	противоречии с	1	2
267	лишь один	2	2
268	были бы	1	2
269	или иной	2	2
270	что человек	1	2
271	мы еще	3	2
272	что не	3	2
273	и люди	1	2
274	и своего	1	2
275	человеческой жизни	6	2
276	личности и	2	2
277	вместе с	3	2
278	к своему	2	2
279	другу и	1	2
280	да и	3	2
281	из этой	1	2
282	с любовью	1	2
283	но для	2	2
284	в более	2	2
285	его с	1	2
286	человек и	2	2
287	но когда	1	2
288	и самое	1	2
289	бы в	1	2
290	быть и	2	2
291	а в	3	2
292	отношению к	5	2
293	и эта	2	2
294	он лишь	1	2
295	всем и	1	1
296	пор не	1	1
297	с природой	1	1
298	и то	4	1
299	самом деле	1	1
300	он может	1	1
301	с идеей	1	1
302	из самых	1	1
303	жизни героя	1	1
304	ведь и	1	1
305	со своей	3	1
306	значение но	2	1
307	попали в	1	1
308	мы не	3	1
309	большую роль	3	1
310	но по	2	1
311	европейского человека	1	1
312	для раскрытия	2	1
313	индивидуального человека	1	1
314	свои права	1	1
315	это отношение	1	1
316	и ее	3	1
317	не знают	1	1
318	на мир	1	1
319	конце романа	5	1
320	и много	1	1
321	на них	2	1
322	и раскрываются	1	1
323	процесс этот	1	1
324	а следовательно	1	1
325	не оставляет	6	1
326	она лишь	1	1
327	друг на	2	1
328	значение и	3	1
329	его во	1	1
330	в новом	1	1
331	нет и	2	1
332	в свои	1	1
333	но без	1	1
334	определяется не	2	1
335	сама по	1	1
336	человек может	1	1
337	нет как	1	1
338	с этим	6	1
339	мира в	3	1
340	народа в	1	1
341	путь в	1	1
342	это был	1	1
343	могли бы	1	1
344	в рабство	1	1
345	вопросом о	1	1
346	и как	10	1
347	его к	1	1
348	вносит в	1	1
349	к построению	1	1
350	не быть	1	1
351	из жизни	1	1
352	ни один	1	1
353	в целом	2	1
354	человеческой судьбы	1	1
355	все эти	9	1
356	или во	1	1
357	раз в	4	1
358	в жертву	1	1
359	мира но	1	1
360	на то	1	1
361	времен и	1	1
362	не преодолевается	1	1
363	в первых	1	1
364	все другие	2	1
365	она становится	3	1
366	природной и	2	1
367	когда это	1	1
368	как часто	1	1
369	он должен	2	1
370	в человеческой	1	1
371	братья карамазовы	1	1
372	не произошло	1	1
373	в плане	1	1
374	образ его	1	1
375	то мир	1	1
376	после них	1	1
377	но все	5	1
378	значительной степени	1	1
379	жизни поэтому	3	1
380	и характер	2	1
381	в другом	1	1
382	мире не	1	1
383	об этом	2	1
384	их и	2	1
385	самим собой	2	1
386	и оформления	1	1
387	входит в	3	1
388	на протяжении	1	1
389	люди не	1	1
390	было бы	2	1
391	свое родное	1	1
392	в социальном	1	1
393	так называемого	1	1
394	она и	1	1
395	жизни то	2	1
396	с тем	3	1
397	на друга	2	1
398	и уже	3	1
399	которой он	1	1
400	нигде не	1	1
401	человека мы	2	1
402	на себя	2	1
403	его образ	1	1
404	других так	2	1
405	только того	1	1
406	уже к	1	1
407	в котором	4	1
408	с точки	2	1
409	целомудрия и	3	1
410	в другое	1	1
411	и оправдание	1	1
412	в которых	2	1
413	он весь	2	1
414	своего рода	1	1
415	должны были	1	1
416	значение для	1	1
417	другом и	1	1
418	и более	1	1
419	их в	3	1
420	нем раскрывается	1	1
421	в религиозных	1	1
422	между двумя	6	1
423	потому они	1	1
424	вернемся к	1	1
425	иной раз	1	1
426	но они	3	1
427	человека но	1	1
428	этими двумя	3	1
429	как о	1	1
430	на самый	1	1
431	во всякой	2	1
432	мира им	1	1
433	та или	1	1
434	это с	1	1
435	следовательно и	1	1
436	у этого	1	1
437	судьба и	1	1
438	или как	4	1
439	или иная	1	1
440	своей природе	1	1
441	на одной	1	1
442	не внешняя	1	1
443	того же	8	1
444	исторического процесса	2	1
445	и искусства	1	1
446	а мы	2	1
447	мира для	1	1
448	в момент	1	1
449	не могут	3	1
450	ее на	1	1
451	и перерождение	2	1
452	бы он	1	1
453	отличается от	1	1
454	классы и	1	1
455	мир на	1	1
456	как человек	4	1
457	он видит	1	1
458	по сравнению	2	1
459	другие герои	1	1
460	для себя	7	1
461	разрушена он	1	1
462	жизни героев	4	1
463	всего этого	2	1
464	в ее	6	1
465	в пределах	5	1
466	приводит к	1	1
467	роль в	9	1
468	в xix	1	1
469	как с	1	1
470	природе своей	2	1
471	и сам	1	1
472	вещи и	1	1
473	по природе	2	1
474	живет в	1	1
475	игру с	1	1
476	которая была	1	1
477	и каждый	1	1
478	до самой	1	1
479	стороне от	1	1
480	преступлений и	1	1
481	его судьбы	1	1
482	в эпоху	1	1
483	в словах	1	1
484	с человеком	1	1
485	находится в	1	1
486	а также	2	1
487	но к	1	1
488	в самой	2	1
489	своей любви	1	1
490	в значительной	2	1
491	до известной	1	1
492	все в	1	1
493	как нет	1	1
494	путь к	1	1
495	которой мы	1	1
496	во втором	2	1
497	эта другая	1	1
498	и только	1	1
499	тотчас же	1	1
500	но нельзя	1	1
501	наконец в	1	1
502	тот момент	1	1
503	оторванной от	2	1
504	и первое	1	1
505	к концу	3	1
506	человека как	1	1
507	придать ей	1	1
508	происходит в	2	1
509	жизни его	1	1
510	же все	1	1
511	речи о	1	1
512	в пути	1	1
513	в стороне	2	1
514	это очень	1	1
515	к отцу	1	1
516	и искупление	2	1
517	всех его	1	1
518	одних и	2	1
519	со всеми	3	1
520	его жизнь	1	1
521	вернемся в	1	1
522	и у	5	1
523	и они	1	1
524	чем они	1	1
525	в противоречии	1	1
526	и добродетели	1	1
527	и религиозной	1	1
528	человека когда	1	1
529	но есть	1	1
530	его и	2	1
531	этом мире	2	1
532	мир в	2	1
533	был бы	3	1
534	никто не	2	1
535	очень характерно	2	1
536	могут они	1	1
537	в пространстве	5	1
538	моментов в	1	1
539	смысле этого	1	1
540	судьбу то	1	1
541	для них	3	1
542	друга то	1	1
543	бытия и	1	1
544	из нее	2	1
545	человек как	1	1
546	отдельного человека	1	1
547	этом отношении	3	1
548	счастья в	1	1
549	протяжении всего	1	1
550	мне то	1	1
551	это будет	1	1
552	этого пути	1	1
553	но потому	1	1
554	не были	2	1
555	с другой	2	1
556	раскрывать ее	1	1
557	миру и	1	1
558	и прежде	2	1
559	характерно для	1	1
560	на которые	1	1
561	действие романа	1	1
562	к более	1	1
563	и политического	1	1
564	также в	1	1
565	как свое	1	1
566	бы назвать	1	1
567	принадлежит не	2	1
568	от труда	1	1
569	о чем	1	1
570	от всех	1	1
571	но идея	1	1
572	не осталось	2	1
573	он изображает	1	1
