N	3gram	Vinokur_Vv_1	Psycholo
1	в самом деле	5	18
2	в том что	12	11
3	и в самом	3	10
4	с точки зрения	2	9
5	то же самое	2	8
6	для того чтобы	21	8
7	все то что	1	6
8	заключается в том	3	6
9	с самого начала	1	6
10	до сих пор	5	5
11	и т п	5	5
12	совершенно ясно что	1	5
13	с одной стороны	4	5
14	чтобы увидеть что	1	5
15	с другой стороны	5	5
16	и т д	37	4
17	и в этом	3	3
18	как если бы	1	3
19	и то что	2	3
20	о том что	12	3
21	по его словам	1	2
22	в прямом смысле	2	2
23	на самом деле	1	2
24	только в том	2	2
25	только то что	1	2
26	и все прочие	1	2
27	вместе с тем	3	2
28	не то что	1	2
29	одно и то	1	2
30	в данном случае	4	2
31	может быть не	1	2
32	смысле этого слова	2	2
33	ничего не может	1	2
34	и то же	1	2
35	не в том	2	2
36	во всяком случае	3	2
37	в лучшем случае	1	2
38	вовсе не в	2	2
39	в свою очередь	1	2
40	о человеке и	1	2
41	к тому что	1	2
42	при помощи которого	1	2
43	все же в	1	2
44	как мы видели	2	2
45	того о чем	1	1
46	в том виде	3	1
47	но все же	3	1
48	потому что он	2	1
49	и до наших	1	1
50	что в этом	2	1
51	того чтобы эта	1	1
52	чем то что	1	1
53	что он представляет	1	1
54	но как мы	1	1
55	того что в	1	1
56	потому что в	1	1
57	показывает что в	1	1
58	прямо заявляет что	1	1
59	и как раз	1	1
60	имеем в виду	1	1
61	но это только	1	1
62	было бы назвать	1	1
63	не вытекает из	1	1
64	никак не может	1	1
65	того или иного	1	1
66	по своему значению	2	1
67	так как эти	1	1
68	в ней есть	1	1
69	данном случае и	1	1
70	именно на этом	2	1
71	так чтобы не	1	1
72	быть сказано о	1	1
73	в зависимости от	1	1
74	с каждым новым	1	1
75	в отличие от	3	1
76	в котором они	1	1
77	самом деле даже	1	1
78	представить себе что	2	1
79	в этом отношении	3	1
80	что не только	1	1
81	с тем что	3	1
82	обратить внимание на	2	1
83	заключает в себе	1	1
84	можно было бы	3	1
85	с этим и	1	1
86	может быть и	2	1
87	с этой точки	1	1
88	еще при жизни	2	1
89	в одном и	1	1
90	в первой половине	1	1
91	в достаточной мере	1	1
92	в применении к	6	1
93	так как она	1	1
94	самом деле то	1	1
95	не потому что	1	1
96	что это есть	1	1
97	тот факт что	1	1
98	состоит в том	2	1
99	как один из	1	1
100	если бы оно	1	1
101	то что можно	1	1
102	не иначе как	1	1
103	не только как	3	1
104	во всех отношениях	1	1
105	дело не в	1	1
106	но не к	1	1
107	вытекает из самого	1	1
108	в точном смысле	1	1
109	может быть названо	4	1
110	в целом ряде	2	1
111	мере в какой	4	1
112	и той же	2	1
113	а между тем	1	1
114	что несмотря на	2	1
115	этой точки зрения	1	1
116	а в том	1	1
117	в русском языке	1	1
118	мы можем его	1	1
119	по сравнению с	3	1
120	имел в виду	1	1
121	то для того	1	1
122	в том чтобы	5	1
123	что в ней	1	1
124	и что следовательно	1	1
125	таким образом совершенно	1	1
126	и что это	1	1
127	не есть еще	1	1
128	него следует что	1	1
129	была с самого	1	1
130	можно сказать что	3	1
131	каждой из них	1	1
132	в нем то	1	1
133	из всего сказанного	1	1
134	по этому поводу	2	1
135	одной и той	2	1
136	том что такое	5	1
137	потому что она	1	1
138	в предисловии к	1	1
139	когда говорил о	1	1
140	не может быть	8	1
141	подобно тому как	1	1
142	из него следует	1	1
143	не в этом	1	1
144	заключается вовсе не	1	1
145	как раз в	1	1
