N	2gram	Tiupa_Hudo_1	Problemy
1	и в	19	34
2	и не	15	29
3	как бы	9	27
4	что он	3	23
5	в его	9	22
6	к другому	1	20
7	в нем	5	19
8	может быть	14	19
9	не может	7	19
10	как и	2	18
11	о себе	2	18
12	в этом	11	16
13	но в	7	16
14	и его	12	16
15	все это	2	16
16	он не	4	15
17	прежде всего	4	15
18	то же	10	14
19	с самим	2	14
20	к нему	3	14
21	для него	4	13
22	у достоевского	1	13
23	и к	3	12
24	в то	6	12
25	же время	5	12
26	потому что	3	12
27	но и	10	12
28	в сущности	1	11
29	вовсе не	2	11
30	себя самого	1	11
31	то что	4	11
32	не только	16	10
33	слова и	2	10
34	самим собою	2	9
35	не в	7	9
36	в отношении	3	9
37	героя и	5	9
38	а не	9	9
39	никогда не	2	8
40	с ним	2	8
41	в другом	3	8
42	в самом	5	8
43	себя и	2	8
44	так же	2	8
45	и слово	1	8
46	о мире	1	8
47	и для	2	8
48	точки зрения	10	8
49	я не	2	7
50	к герою	2	7
51	как будто	1	7
52	как мы	1	7
53	слова в	2	7
54	и даже	1	7
55	что не	1	7
56	с которым	1	7
57	этого слова	2	7
58	отношении к	2	7
59	что в	6	7
60	и на	2	6
61	с его	6	6
62	с собою	1	6
63	отношение к	5	6
64	что они	1	6
65	в пределах	3	6
66	самим собой	4	6
67	от себя	3	6
68	для себя	2	6
69	так и	11	6
70	в себе	9	6
71	только в	5	6
72	от него	1	6
73	с ними	1	6
74	не знает	3	6
75	отношению к	9	6
76	на них	1	5
77	в чем	2	5
78	по отношению	9	5
79	что это	1	5
80	в целом	3	5
81	лишь в	4	5
82	в слове	3	5
83	он и	1	5
84	в конце	1	5
85	даже в	3	5
86	таким образом	3	5
87	к тому	4	5
88	себе самом	1	5
89	и сам	1	5
90	и что	3	5
91	что и	2	5
92	это не	2	5
93	того что	4	5
94	так что	1	5
95	из них	1	5
96	в одном	2	5
97	к своему	1	5
98	и от	1	5
99	а в	12	5
100	героя в	1	5
101	из его	1	4
102	еще не	3	4
