N	4gram	Losev_Dial_3	Myshleni
1	с этой точки зрения	2	4
2	с одной стороны и	1	3
3	в такой же мере	1	3
4	одно и то же	2	3
5	с точки зрения самого	1	2
6	в то время как	4	2
7	одной и той же	1	2
8	не чем иным как	1	2
9	это привело нас к	1	1
10	даже если бы мы	1	1
11	внимание на то что	1	1
12	и во всяком случае	1	1
13	есть не что иное	3	1
14	в том что в	1	1
15	не что иное как	6	1
16	в самом деле если	1	1
17	что с точки зрения	1	1
18	только на то что	2	1
19	и в этом заключается	1	1
20	так же как и	1	1
21	не содержит в себе	1	1
22	говорить не только о	1	1
23	то что с точки	1	1
24	указывает только на то	1	1
