N	3gram	Bakhtin_Pr_4	Narrotol
1	в данном случае	1	8
2	не только в	1	6
3	в том что	2	5
4	к тому же	1	5
5	то же время	5	4
6	той или иной	2	4
7	в то же	5	4
8	не может быть	8	4
9	на себя внимание	2	3
10	по отношению к	5	3
11	о том что	2	2
12	в самом деле	4	2
13	с установкой на	1	2
14	не было и	1	2
15	до сих пор	8	2
16	сами по себе	2	2
17	но и на	1	2
18	в отличие от	3	2
19	друг на друга	2	2
20	но и в	2	2
21	как если бы	2	2
22	одно и то	1	2
23	чужого слова в	3	2
24	и то же	1	2
25	в связи с	1	2
26	дело в том	2	2
27	во втором эпизоде	1	2
28	во всяком случае	1	2
29	можно сказать что	2	2
30	не может обойтись	1	1
31	и в жизни	1	1
32	мере того как	1	1
33	жизни то есть	1	1
34	как один из	1	1
35	более или менее	3	1
36	большей или меньшей	2	1
37	в этом последнем	1	1
38	такие определения как	1	1
39	в том числе	4	1
40	по мере того	1	1
41	границы между ними	1	1
42	же как и	1	1
43	но именно оно	1	1
44	с другой стороны	3	1
45	с точки зрения	9	1
46	и не может	7	1
47	как и все	4	1
48	и в то	1	1
49	сам по себе	3	1
50	в той же	1	1
51	как мы увидим	3	1
52	от первого лица	1	1
53	в художественной литературе	1	1
54	в соответствии со	1	1
55	может быть и	1	1
56	не могло быть	1	1
57	как и в	3	1
58	мы не знаем	1	1
59	с одной стороны	1	1
60	дистанцию по отношению	1	1
61	но при этом	1	1
62	в значительной степени	1	1
63	друг с другом	5	1
64	и совершенно не	1	1
65	в большей или	2	1
66	он уже не	1	1
67	на фоне его	1	1
68	в нем не	1	1
69	в той или	1	1
70	здесь не только	1	1
71	перед нами два	1	1
72	в произведении и	1	1
73	то есть от	2	1
74	бы не было	1	1
75	хотя они и	1	1
76	лишь в одном	1	1
77	было и не	1	1
78	самом деле в	1	1
79	то что не	1	1
80	то что мы	1	1
81	его жизни и	1	1
82	и т.п в	1	1
83	но в этом	1	1
84	отношению к ним	1	1
85	том числе и	3	1
86	но все же	1	1
87	но именно поэтому	1	1
88	друг от друга	1	1
89	если бы не	1	1
90	точка зрения как	1	1
91	в этих случаях	2	1
92	а во второй	1	1
93	к тому что	1	1
94	не о том	1	1
95	во всех его	2	1
96	и даже не	1	1
97	в одном высказывании	1	1
98	и не могло	1	1
99	не входит в	1	1
