N	2gram	Bakhtin_Fr_3	Morfolog
1	может быть	9	52
2	и т	1	49
3	таким образом	10	20
4	представляет собой	1	17
5	не может	3	17
6	в этих	6	16
7	с этим	2	14
8	и в	40	13
9	в этом	15	13
10	так как	4	12
11	и др	7	12
12	перед нами	1	11
13	связи с	6	11
14	мы видим	5	11
15	видим что	1	10
16	заметить что	1	10
17	то же	7	9
18	мы имеем	1	9
19	так и	3	9
20	этом случае	1	9
21	не всегда	1	9
22	прежде всего	16	9
23	а не	5	9
24	в связи	5	9
25	и не	13	9
26	а затем	1	8
27	что и	3	8
28	с другой	2	8
29	в результате	1	8
30	имеем в	1	7
31	или же	2	7
32	в качестве	1	7
33	в тех	1	7
34	все же	2	7
35	но не	2	6
36	это не	2	6
37	во время	8	6
38	подобно тому	1	6
39	не могут	1	6
40	и здесь	4	6
41	а также	4	6
42	в форме	2	6
43	в том	8	6
44	а в	3	6
45	мы не	2	5
46	во всех	6	5
47	тому как	1	5
48	то что	5	5
49	в образе	1	5
50	далеко не	2	5
51	не менее	2	5
52	потому что	2	5
53	или в	1	5
54	этот момент	1	5
55	один из	4	5
56	мы увидим	2	5
57	как бы	3	5
58	и другие	2	5
59	также и	4	4
60	как в	3	4
61	и как	3	4
62	не только	13	4
63	на его	2	4
64	на этом	2	4
65	об этом	3	4
66	его в	1	4
67	было бы	4	4
68	вовсе не	12	4
69	как и	11	4
70	несмотря на	1	4
71	точки зрения	2	4
72	с точки	1	4
73	ничего не	1	4
74	тем что	3	4
75	очень часто	2	4
76	в других	3	4
77	как мы	10	4
78	могла бы	1	4
79	видно что	4	4
80	по отношению	3	4
81	другой стороны	1	4
82	там где	3	4
83	так же	1	4
84	оно может	1	4
85	отношению к	2	4
86	что в	12	4
87	связана с	2	3
88	самом деле	3	3
89	на самом	3	3
90	в первом	1	3
91	и для	5	3
92	между собой	1	3
93	из приведенных	1	3
94	но в	8	3
95	в целом	2	3
96	в нашем	4	3
97	в пределах	1	3
98	он должен	1	3
99	и по	1	3
100	прежде чем	1	3
101	но все	3	3
102	из них	4	3
103	ни в	4	3
104	сам он	1	3
105	в один	2	3
106	том что	4	3
107	в то	6	3
108	в сущности	9	3
109	того чтобы	4	3
110	если бы	3	3
111	с того	2	3
112	но и	11	3
113	он не	9	3
114	во втором	1	3
115	к нему	2	3
116	и ее	2	3
117	в начале	3	3
118	что они	1	3
119	из членов	1	3
120	для этой	3	3
121	из которых	1	3
122	но это	3	3
123	кроме того	3	3
124	это уже	1	3
125	же в	1	3
126	пока же	1	3
127	в последнем	2	3
128	первом случае	1	3
129	смысле слова	4	2
130	как это	1	2
131	относятся к	1	2
132	тем же	2	2
133	собственном смысле	1	2
134	со смертью	2	2
135	есть нечто	1	2
136	и к	3	2
137	право на	1	2
138	из его	1	2
139	можно было	3	2
140	в другом	3	2
141	мы уже	13	2
142	это было	1	2
143	ни одной	2	2
144	этого не	1	2
145	с тем	1	2
146	на первый	1	2
147	для него	5	2
148	и при	1	2
149	имеется в	1	2
150	таких случаях	1	2
151	настоящее время	1	2
152	и более	1	2
153	все эти	8	2
154	в таких	3	2
155	что эта	1	2
156	с теми	1	2
157	эти формы	1	2
158	не имеет	1	2
159	одна из	3	2
160	элемент в	1	2
161	что ни	1	2
162	и его	17	2
163	так например	1	2
164	они и	2	2
165	для того	3	2
166	здесь не	3	2
167	в в	1	2
168	в собственном	1	2
169	и что	1	2
170	не с	1	2
171	но здесь	2	2
172	о том	4	2
173	с одной	1	2
174	можно сказать	2	2
175	ни к	1	2
176	путь к	1	2
177	и только	1	2
178	если за	1	2
179	того что	1	2
180	быть и	1	2
181	хотя бы	2	2
182	к различным	1	2
183	что он	2	2
184	только в	3	2
185	в виде	1	2
186	момент в	2	2
187	без всякой	1	2
188	не знает	1	2
189	сказать что	3	2
190	в частности	3	2
191	играют в	1	2
192	есть и	2	2
193	но для	1	2
194	в настоящее	1	2
195	одной из	2	2
196	в свое	1	2
197	к этому	6	2
198	после чего	1	2
199	к людям	1	1
200	не думает	1	1
201	он получает	1	1
202	например в	2	1
203	утверждение что	1	1
204	применении к	1	1
205	от самого	1	1
206	почти всегда	1	1
207	г в	1	1
208	есть не	1	1
209	очень широко	1	1
210	она в	1	1
211	или наоборот	1	1
212	на эти	1	1
213	что это	1	1
214	что иное	1	1
215	и такой	1	1
216	целом не	1	1
217	вместо того	1	1
218	конечно и	1	1
219	не совсем	1	1
220	в виду	7	1
221	начала в	1	1
222	в числе	1	1
223	следовательно в	1	1
224	принадлежит и	1	1
225	которые он	2	1
226	он был	3	1
227	всегда можно	1	1
228	тем как	1	1
229	или во	1	1
230	мы еще	6	1
231	но как	2	1
232	не входит	1	1
233	в бочку	4	1
234	отношение к	8	1
235	отличие от	3	1
236	оно является	1	1
237	основная задача	1	1
238	во что	1	1
239	вот как	2	1
240	если на	1	1
241	нашу задачу	1	1
242	для всех	1	1
243	далее мы	1	1
244	может найти	1	1
245	во дворце	1	1
246	явление это	1	1
247	говорит что	1	1
248	с предшествующей	1	1
249	и наконец	3	1
250	но эта	1	1
251	его к	2	1
252	и был	2	1
253	имеет в	2	1
254	этой цели	1	1
255	в этот	2	1
256	следует остановиться	1	1
257	со своей	1	1
258	втором случае	1	1
259	в которой	2	1
260	из этих	2	1
261	не в	1	1
262	думать что	2	1
263	в этой	3	1
264	и тот	1	1
265	во многих	1	1
266	но ведь	3	1
267	в колодец	1	1
268	но прежде	1	1
269	главным образом	1	1
270	всех этих	3	1
271	и вот	2	1
272	мы выделяем	1	1
273	и этот	2	1
274	они играют	1	1
275	одно и	1	1
276	здесь мы	2	1
277	то ни	1	1
278	связанные с	3	1
279	они должны	1	1
280	в совершенно	1	1
281	них не	1	1
282	на все	1	1
283	с другими	1	1
284	ко второму	1	1
285	и отдельные	1	1
286	и количества	1	1
287	например с	1	1
288	и тем	1	1
289	даже в	4	1
290	из первых	1	1
291	в это	1	1
292	по всему	1	1
293	превращаются в	1	1
294	церковь и	2	1
295	на что	1	1
296	переходим к	1	1
297	характерно что	1	1
298	чем в	1	1
299	нисколько не	1	1
300	работу в	1	1
301	этот материал	1	1
302	имен и	1	1
303	том как	1	1
304	и их	1	1
305	при изучении	1	1
306	или точнее	1	1
307	этой связи	1	1
308	именно и	1	1
309	это делает	1	1
310	в их	4	1
311	мы говорили	1	1
312	имеется и	1	1
313	самый страшный	1	1
314	для изучения	1	1
315	которые в	1	1
316	такую же	1	1
317	при этом	3	1
318	но он	2	1
319	все это	4	1
320	они превращаются	1	1
321	для нее	1	1
322	возвращается к	1	1
323	мы пока	1	1
324	тому что	1	1
325	и очень	2	1
326	роль играют	1	1
327	чтоб от	2	1
328	самого начала	1	1
329	пока условно	1	1
330	и притом	1	1
331	и сама	2	1
332	весь этот	3	1
333	в основе	5	1
334	как его	2	1
335	дело не	3	1
336	значение этого	2	1
337	может только	1	1
338	больше чем	2	1
339	на землю	2	1
340	же время	6	1
341	всего и	1	1
342	к концу	1	1
343	на те	1	1
344	как на	1	1
345	углом зрения	1	1
346	с но	1	1
347	характерен для	1	1
348	одним из	2	1
349	у нас	4	1
350	выпадает из	1	1
351	для последующих	1	1
352	если он	1	1
353	полотно и	1	1
354	должны быть	2	1
355	всего в	1	1
356	более широкой	1	1
357	той или	2	1
358	области изучения	1	1
359	все еще	1	1
360	где он	1	1
361	в применении	1	1
362	не делает	1	1
363	особую главу	1	1
364	законы и	1	1
365	людей в	1	1
366	данном случае	2	1
367	не удавалось	1	1
368	как по	1	1
369	нами выше	1	1
370	они ни	1	1
371	с самого	1	1
372	также связана	1	1
373	роль в	4	1
374	те же	5	1
375	а этот	1	1
376	здесь как	1	1
377	в плоскости	1	1
378	здесь нет	2	1
379	еще в	3	1
380	и с	8	1
381	в последней	1	1
382	даны в	2	1
383	одном месте	2	1
384	иное как	1	1
385	этих условиях	1	1
386	очень ярко	1	1
387	бы то	1	1
388	там же	1	1
389	их в	3	1
390	как они	1	1
391	нет это	1	1
392	известен и	1	1
393	за этим	4	1
394	функций в	1	1
395	в его	13	1
396	на одном	1	1
397	во всей	3	1
398	в другой	1	1
399	которой все	1	1
400	что бы	1	1
401	в него	1	1
402	к третьей	5	1
403	после смерти	1	1
404	еще несколько	1	1
405	но так	1	1
406	еще тем	1	1
407	важное значение	1	1
408	с ними	1	1
409	пор не	1	1
410	как нечто	2	1
411	который в	2	1
412	все они	1	1
413	со всеми	5	1
414	в эти	2	1
415	же и	3	1
416	это остается	1	1
417	и у	2	1
418	в нашей	2	1
419	этого нельзя	3	1
420	что не	1	1
421	дает ему	1	1
422	и небо	1	1
423	не так	3	1
424	же они	1	1
425	всяком случае	1	1
426	в одном	7	1
427	ее не	2	1
428	у него	8	1
429	лишь один	1	1
430	эти явления	1	1
431	были бы	1	1
432	к двум	1	1
433	поскольку это	1	1
434	только на	4	1
435	быть названа	1	1
436	из важнейших	2	1
437	и даже	4	1
438	или иной	2	1
439	раза в	1	1
440	точек зрения	1	1
441	до сих	4	1
442	именно в	2	1
443	а именно	1	1
444	как же	1	1
445	еще и	2	1
446	такое же	1	1
447	в церковь	1	1
448	показывает что	1	1
449	и несколько	1	1
450	его из	1	1
451	до этого	1	1
452	ей не	1	1
453	на которых	1	1
454	ничем не	1	1
455	не на	1	1
456	о чем	2	1
457	чрезвычайно много	1	1
458	но оно	1	1
459	в одной	1	1
460	более широкого	1	1
461	характера и	1	1
462	в данном	4	1
463	не дают	1	1
464	в течение	2	1
465	и сюда	1	1
466	не удалось	1	1
467	которые по	1	1
468	это его	1	1
469	из этой	2	1
470	отношения к	1	1
471	в ряду	1	1
472	как будто	1	1
473	средство от	2	1
474	можно предположить	1	1
475	в формах	1	1
476	сих пор	4	1
477	только для	3	1
478	пришлось бы	1	1
479	у вас	1	1
480	все остальные	1	1
481	все подобные	1	1
482	здесь прежде	1	1
483	приложить к	1	1
484	в следующей	1	1
485	становится понятным	1	1
486	потому не	1	1
487	но на	1	1
488	работы мы	1	1
489	в голову	1	1
490	и все	9	1
491	частности мы	1	1
492	у которого	1	1
493	интересную форму	1	1
494	его жизнь	1	1
495	дана в	1	1
496	здесь только	2	1
497	между ними	3	1
498	выходит в	1	1
499	а ведь	1	1
500	части то	1	1
501	материал и	2	1
502	одновременно и	2	1
503	не что	1	1
504	и две	1	1
505	огромное значение	1	1
506	таким же	1	1
507	влияния на	1	1
508	в таком	1	1
509	во всяком	1	1
