N	3gram	Bakhtin_Fr_8	KulturaY
1	в том что	6	10
2	можно было бы	1	9
3	с точки зрения	2	8
4	для того чтобы	2	8
5	в самом деле	1	7
6	с другой стороны	2	7
7	в этом смысле	1	5
8	не может быть	2	4
9	большей или меньшей	3	3
10	в этом отношении	1	3
11	в большей или	3	3
12	или меньшей степени	3	3
13	в связи с	3	3
14	то же время	10	3
15	в то же	10	3
16	что все эти	1	3
17	а следовательно и	1	2
18	на самом деле	1	2
19	вместе с тем	1	2
20	в таких случаях	1	2
21	в результате этого	1	2
22	в отличие от	1	2
23	в свое время	1	2
24	и в самом	1	2
25	можно сказать что	2	2
26	в узком смысле	2	2
27	в особенности же	1	2
28	сих пор еще	4	1
29	их удельный вес	1	1
30	состоит в том	1	1
31	прежде всего в	1	1
32	дело в том	2	1
33	в настоящее время	3	1
34	так и более	1	1
35	в частности и	1	1
36	может и не	1	1
37	и там где	1	1
38	право говорить и	1	1
39	до сих пор	8	1
40	бы то ни	2	1
41	только то что	1	1
42	но он не	1	1
43	какой бы то	1	1
44	том или ином	1	1
45	что все это	2	1
46	в наши дни	1	1
47	главным образом в	1	1
48	и то что	1	1
49	и с этой	1	1
50	и в других	1	1
51	может быть и	1	1
52	и в частности	1	1
53	правильно указывает что	1	1
54	в том или	1	1
55	в данном случае	2	1
56	не потому что	1	1
57	мы находим и	1	1
58	то ни было	1	1
59	с одной стороны	2	1
60	смысл и свое	1	1
61	а также и	1	1
62	в известном смысле	1	1
63	по сравнению с	1	1
64	до конца он	1	1
65	не в том	1	1
66	вместо того чтобы	1	1
67	тем или иным	1	1
68	или ином виде	1	1
69	в одном и	1	1
70	и некоторые другие	1	1
71	заключается в том	1	1
72	в то время	2	1
73	в сущности и	1	1
74	как и в	4	1
75	он был бы	1	1
76	о том что	2	1
77	как раз те	1	1
78	с самого начала	1	1
79	вовсе не был	1	1
80	и прежде всего	1	1
81	речь идет о	1	1
82	это в сущности	1	1
83	еще один пример	1	1
84	к языку как	1	1
85	как впрочем и	1	1
86	в большинстве случаев	6	1
87	после того как	1	1
88	вовсе не следует	1	1
89	в предисловии к	1	1
90	таким образом в	1	1
91	и до конца	4	1
92	потому что они	1	1
93	к тому же	1	1
94	как мы знаем	1	1
95	как мы видели	2	1
