N	2gram	Trubetskoy_1	Istorich
1	и в	14	28
2	и т	3	25
3	может быть	9	25
4	а не	2	15
5	не может	22	15
6	никогда не	5	14
7	мы должны	7	13
8	для нас	2	13
9	то же	11	12
10	не только	9	12
11	что в	4	12
12	только в	5	11
13	мы не	1	10
14	все же	4	10
15	и что	2	10
16	что он	6	10
17	но и	10	10
18	прежде всего	8	10
19	не в	4	9
20	так и	1	9
21	о том	7	9
22	то что	13	9
23	в том	17	9
24	и не	19	9
25	в этом	17	8
26	но в	2	8
27	что это	3	8
28	таким образом	11	8
29	не всегда	1	8
30	если бы	6	8
31	в ней	2	7
32	здесь мы	1	7
33	это не	1	7
34	еще не	3	7
35	этот вопрос	2	7
36	так же	2	7
37	том что	9	7
38	было бы	5	7
39	в этих	2	7
40	а в	5	7
41	в этой	4	6
42	ни один	1	6
43	его в	4	6
44	так например	1	6
45	тем не	1	6
46	не менее	1	6
47	к тому	7	6
48	что и	3	6
49	так как	4	6
50	с другой	1	6
51	вместе с	4	6
52	когда он	1	6
53	должна быть	2	5
54	вопрос о	5	5
55	что они	3	5
56	в своем	6	5
57	более или	4	5
58	в силу	2	5
59	по существу	5	5
60	их в	2	5
61	или менее	4	5
62	можно было	4	5
63	в его	4	5
64	но не	4	5
65	в качестве	3	5
66	до сих	5	5
67	к которому	1	5
68	сих пор	5	5
69	или в	3	5
70	не должен	2	5
71	ее в	2	5
72	и даже	2	4
73	и для	6	4
74	и на	5	4
75	между собой	5	4
76	с этим	2	4
77	все эти	2	4
78	на то	5	4
79	но все	1	4
80	об этом	1	4
81	и с	7	4
82	с тем	6	4
83	как и	4	4
84	даже в	1	4
85	на него	1	4
86	в основе	1	4
87	связи с	3	4
88	должны быть	1	4
89	того что	3	4
90	потому что	5	4
91	так что	2	4
92	в большинстве	3	4
93	большинстве случаев	2	4
94	мы знаем	1	4
95	к ним	1	4
96	превращается в	1	4
97	один из	1	4
98	связь с	1	4
99	могут быть	1	4
100	друг с	14	4
101	как будто	2	4
102	все это	6	4
103	в связи	1	4
104	хотя бы	5	4
105	но это	2	4
106	они не	1	4
107	также и	1	3
108	исходит из	1	3
109	то это	3	3
110	там и	2	3
111	по отношению	2	3
112	не просто	2	3
113	перед нами	1	3
114	к чему	2	3
115	точку зрения	4	3
116	при этом	5	3
117	этого вопроса	1	3
118	и по	3	3
119	это конечно	1	3
120	в другом	3	3
121	из них	3	3
122	и тогда	2	3
123	во время	2	3
124	нас не	1	3
125	в котором	2	3
126	в их	4	3
127	и эти	1	3
128	по себе	2	3
129	в то	10	3
130	дело в	1	3
131	однако это	1	3
132	с другом	14	3
133	есть только	1	3
134	же самое	1	3
135	должен быть	1	3
136	как мы	1	3
137	для этого	3	3
138	и должно	2	3
139	представления о	1	3
140	во всем	4	3
141	может оказаться	1	3
142	уже не	2	3
143	не можем	2	3
144	если мы	1	3
145	следовало бы	1	3
146	в начале	2	3
147	или даже	1	3
148	и их	1	3
149	тем что	3	3
150	именно в	3	3
151	на эту	2	3
152	как это	1	3
153	из которых	5	3
154	что же	4	3
155	отношению к	1	3
156	точно так	2	3
157	отношения к	2	2
158	же как	1	2
159	и потому	3	2
160	оно может	1	2
161	в зависимости	1	2
162	из всех	2	2
163	у себя	1	2
164	на них	1	2
165	столь же	1	2
166	бы то	4	2
167	во всех	5	2
168	а только	1	2
169	точка зрения	1	2
170	значение и	1	2
171	должны были	1	2
172	первый взгляд	1	2
173	и как	3	2
174	от этого	1	2
175	в очень	1	2
