N	3gram	Vygotskiy__4	Problemy
1	и т п	3	9
2	с точки зрения	4	8
3	до сих пор	3	7
4	по отношению к	1	5
5	сам по себе	2	5
6	то же время	1	5
7	в то же	1	5
8	и не может	1	4
9	сама по себе	3	4
10	не может быть	1	4
11	друг с другом	4	4
12	в самом деле	7	4
13	как бы в	1	4
14	и т д	2	4
15	можно было бы	4	3
16	мы уже говорили	1	3
17	к тому же	2	3
18	с другой стороны	2	3
19	никак не может	2	3
20	в самой этой	1	2
21	в этом смысле	1	2
22	том что он	3	2
23	нам кажется что	1	2
24	мы переходим к	1	2
25	и та же	2	2
26	на этот вопрос	1	2
27	в том или	1	2
28	в конце концов	3	2
29	то время как	2	2
30	друг к другу	1	2
31	одна и та	2	2
32	я не могу	1	2
33	и в самой	1	2
34	в то время	2	2
35	ни в одном	1	2
36	на то что	6	2
37	о том как	2	1
38	в сущности есть	1	1
39	в этом рассказе	2	1
40	мы и в	1	1
41	к другому от	1	1
42	он как и	1	1
43	дело в том	1	1
44	также и в	1	1
45	в том и	1	1
46	то же самое	6	1
47	же как и	1	1
48	и если мы	2	1
49	точку зрения на	1	1
50	в таком случае	1	1
51	сами по себе	3	1
52	что он не	4	1
53	у него в	1	1
54	бы то ни	1	1
55	не на то	1	1
56	у него не	1	1
57	а может быть	1	1
58	в рассказе мы	1	1
59	что в нем	5	1
60	и от автора	1	1
61	слова как бы	1	1
62	его силы и	1	1
63	том или ином	1	1
64	у него нет	1	1
65	в котором все	2	1
66	характером героя и	1	1
67	до конца и	1	1
68	и заставляет его	1	1
69	то ни было	1	1
70	с одной стороны	3	1
71	ставит нас перед	1	1
72	он знает что	2	1
73	смысле этого слова	3	1
74	в той же	1	1
75	таком случае это	1	1
76	как это возможно	1	1
77	до некоторой степени	1	1
78	так или иначе	1	1
79	прежде всего на	1	1
80	и в каких	1	1
81	его до конца	1	1
82	то что он	3	1
83	перед нами в	1	1
84	во всяком случае	3	1
85	на тему о	1	1
86	всего того что	1	1
87	в точном смысле	1	1
88	о нем он	1	1
89	вместо того чтобы	2	1
90	бы не было	1	1
91	что до сих	1	1
92	то что у	1	1
93	самом деле в	1	1
94	о том что	10	1
95	между характером героя	1	1
96	по себе и	2	1
97	на самом деле	5	1
98	этой точки зрения	1	1
99	не только не	2	1
100	что может быть	2	1
101	но в этом	1	1
102	мы будем говорить	1	1
103	указывает на какой-то	1	1
104	можно сказать что	1	1
105	они как бы	1	1
106	как мы уже	1	1
107	что на него	1	1
108	и что он	2	1
109	в том что	12	1
110	мы увидим что	1	1
111	не в одном	1	1
