1	не может быть	8	15
2	человек и его	1	12
3	в значительной степени	1	6
4	той или иной	1	5
5	в отношении к	2	4
6	в том что	2	4
7	по отношению к	2	4
8	с точки зрения	1	3
9	сама по себе	1	3
10	оно не может	1	3
11	в этом отношении	1	3
12	ни в чем	2	2
13	до сих пор	3	2
14	оно входит в	1	2
15	во всех его	1	2
16	может быть и	2	2
17	в чем не	2	2
18	у него нет	3	2
19	сих пор не	1	2
20	для того чтобы	4	2
21	может быть его	1	1
22	а также в	1	1
23	но и в	1	1
24	по ту сторону	1	1
25	менее всего может	1	1
26	границ и форм	1	1
27	человека в этом	1	1
28	в нем нет	2	1
29	на протяжении всего	1	1
30	есть не только	1	1
31	мы увидим что	2	1
32	а не только	1	1
33	нельзя себе представить	1	1
34	бы и не	1	1
35	также и в	2	1
36	что он не	1	1
37	том что он	1	1
38	и в нем	1	1
39	проникает в нее	1	1
40	не для того	1	1
41	друг к другу	5	1
42	том что в	1	1
43	а следовательно и	1	1
44	всего этого не	1	1
45	точки зрения так	1	1
46	но в нем	1	1
47	она не может	1	1
48	он никогда не	1	1
49	всего может быть	1	1
50	и никогда и	1	1
51	и в новых	1	1
52	та же идея	1	1
53	в такой степени	2	1
54	хотя и в	1	1
55	себя и для	1	1
56	в нем есть	6	1
57	о том что	2	1
58	был прежде всего	1	1
59	для этого необходимо	3	1
60	на то что	1	1
61	между тем как	1	1
62	человеку как к	1	1
63	как и в	2	1
64	также в значительной	1	1
65	в романах достоевского	1	1
66	не до конца	2	1
67	и в той	1	1
68	в этом направлении	1	1
69	а не в	2	1
