N	3gram	Vygotskiy__2	Analitik
1	не может быть	6	16
2	в том что	21	9
3	в том чтобы	4	7
4	в отличие от	3	6
5	той или иной	1	6
6	по отношению к	5	5
7	с точки зрения	18	4
8	в конечном счете	4	4
9	к тому же	1	4
10	о том что	4	3
11	в той или	1	3
12	состоит в том	3	3
13	подобно тому как	2	3
14	в том числе	3	3
15	бы то ни	1	3
16	из того что	4	3
17	для того чтобы	10	3
18	то ни было	1	3
19	с одной стороны	7	3
20	не в том	1	3
21	того что в	2	2
22	и к тому	1	2
23	в самом деле	4	2
24	в том и	1	2
25	то же самое	2	2
26	именно в этом	1	2
27	сами по себе	1	2
28	ни в коем	1	2
29	в этом отношении	3	2
30	того и другого	1	2
31	вместе с ним	3	2
32	в коем случае	1	2
33	в данном случае	3	2
34	не могут быть	1	2
35	с другой стороны	1	2
36	в свое время	1	2
37	и все же	1	2
38	коем случае не	1	2
39	том что он	1	2
40	в отрыве от	1	2
41	по своей природе	1	1
42	следует что для	1	1
43	или хотя бы	1	1
44	это также не	1	1
45	а отнюдь не	1	1
46	этого слова как	1	1
47	более или менее	2	1
48	имеем в виду	1	1
49	как и во	1	1
50	один и тот	1	1
51	и в качестве	1	1
52	о том как	1	1
53	что как бы	1	1
54	только в том	1	1
55	до сих пор	1	1
56	том случае если	1	1
57	в зависимости от	6	1
58	на точку зрения	1	1
59	сам по себе	1	1
60	в том случае	1	1
61	на самом же	1	1
62	самим по себе	1	1
63	или можно сказать	1	1
64	в собственном смысле	3	1
65	том числе и	3	1
66	в частности к	1	1
67	рода что и	1	1
68	как если бы	1	1
69	только для того	1	1
70	вновь и вновь	1	1
71	и в частности	1	1
72	и тогда когда	1	1
73	в данный момент	1	1
74	смысле этого слова	3	1
75	и не могут	1	1
76	представляет собой не	1	1
77	в известном смысле	1	1
78	все без исключения	1	1
79	а с другой	4	1
80	по этому пути	1	1
81	с ним и	1	1
82	в такой же	1	1
83	который по своей	1	1
84	в самом простом	1	1
85	не свидетельствует о	1	1
86	собственном смысле слова	3	1
87	во всяком случае	6	1
88	могла бы быть	1	1
89	самом же деле	1	1
90	включает в себя	1	1
91	том и заключается	1	1
92	на вопрос о	2	1
93	этой точки зрения	1	1
94	в целом но	2	1
95	существует независимо от	1	1
96	а затем уже	1	1
97	а вместе с	1	1
98	что даже в	1	1
99	мышления в частности	1	1
100	первую из этих	1	1
101	в этом последнем	1	1
102	и тем самым	1	1
103	и в самом	2	1
104	значение этих слов	1	1
105	только тогда когда	2	1
106	или во всяком	2	1
107	мы имеем в	1	1
108	в сущности говоря	1	1
109	в этом смысле	2	1
110	в связи с	6	1
111	друг с другом	2	1
112	дело не в	1	1
113	должно быть понято	1	1
114	как и в	1	1
115	как мы постараемся	1	1
116	в том же	2	1
117	и тот же	1	1
