N	3gram	Voloshinov_1	Narrotol
1	в том что	1	8
2	не только в	3	6
3	о том что	2	4
4	тем не менее	1	4
5	в этом отношении	2	3
6	но при этом	2	3
7	по большей части	1	3
8	той или иной	3	3
9	того или иного	5	3
10	то же время	7	3
11	в конечном счете	1	3
12	можно сказать что	2	3
13	в то же	9	3
14	к тому что	2	3
15	особое место в	1	2
16	с точки зрения	5	2
17	на самом деле	3	2
18	но и в	3	2
19	и не может	1	2
20	и все же	1	2
21	и тем самым	3	2
22	не только не	1	2
23	мысль о том	1	2
24	и вследствие этого	2	2
25	не может быть	2	2
26	как бы в	3	2
27	все то что	2	2
28	и того же	1	1
29	что иное как	2	1
30	не может не	1	1
31	или хотя бы	2	1
32	в нашем сознании	1	1
33	прежде всего на	1	1
34	и в жизни	1	1
35	иметь в виду	1	1
36	более или менее	1	1
37	в самом деле	1	1
38	ответ на него	1	1
39	той же самой	2	1
40	то же самое	4	1
41	как раз и	1	1
42	по сравнению с	1	1
43	или иному типу	1	1
44	и в то	2	1
45	в зависимости от	5	1
46	и т.п но	2	1
47	одна из многочисленных	1	1
48	вследствие того что	1	1
49	можно было бы	1	1
50	на этот вопрос	1	1
51	и здесь мы	1	1
52	отношение к миру	1	1
53	до сих пор	1	1
54	так а не	1	1
55	и ответ на	1	1
56	и тем же	1	1
57	тому или иному	1	1
58	это прежде всего	1	1
59	вовсе и не	1	1
60	на первый взгляд	1	1
61	а не иначе	1	1
62	зависимости от социального	1	1
63	в связи с	2	1
64	в гостиной в	1	1
65	кем я был	1	1
66	но уже не	1	1
67	уже не к	1	1
68	есть не что	2	1
69	которое может быть	3	1
70	в определенный момент	1	1
71	с точкой зрения	1	1
72	пространство и время	1	1
73	одного и того	1	1
74	в большинстве случаев	1	1
75	и т.д на	2	1
76	не что иное	2	1
77	для того чтобы	7	1
78	в разговоре с	1	1
