N	2gram	Vygotskiy__3	Psycholo
1	то что	15	37
2	и в	25	30
3	в том	23	27
4	что в	17	24
5	и что	10	23
6	потому что	6	23
7	том что	20	21
8	того чтобы	8	20
9	таким образом	17	20
10	все время	2	20
11	для того	7	20
12	как бы	10	19
13	на то	4	17
14	что он	6	17
15	не только	6	16
16	если мы	3	16
17	в этом	14	14
18	в самом	3	14
19	как раз	1	13
20	так же	17	13
21	в сущности	1	12
22	с одной	5	12
23	одной стороны	5	12
24	вместе с	14	12
25	может быть	13	11
26	если бы	5	11
27	что мы	7	11
28	как на	2	11
29	о том	5	10
30	и то	2	9
31	никогда не	4	9
32	увидим что	1	9
33	так как	12	9
34	с другой	6	9
35	для этого	2	9
36	не может	6	9
37	сказать что	4	9
38	мы увидим	4	9
39	мы имеем	4	8
40	на деле	3	8
41	что это	5	8
42	при этом	5	8
43	заключается в	9	8
44	с тем	16	8
45	не в	6	8
46	к тому	4	8
47	и это	4	8
48	тому что	2	8
49	того что	10	8
50	мы видим	3	8
51	а не	1	8
52	могут быть	5	8
53	то же	2	7
54	зависимости от	6	7
55	но не	6	7
56	все же	6	7
57	и как	5	7
58	в нем	2	7
59	точки зрения	6	7
60	по себе	7	7
61	в основе	16	7
62	совершенно ясно	2	7
63	мы можем	7	7
64	как это	7	7
65	в зависимости	5	6
66	мы уже	5	6
67	в своем	4	6
68	что она	5	6
69	на этом	3	6
70	факт что	5	6
71	что все	1	6
72	ясно что	2	6
73	как и	15	6
74	что с	4	6
75	и его	2	6
76	в совершенно	2	6
77	или в	2	6
78	и здесь	2	6
79	о котором	2	6
80	по мнению	1	6
81	и тем	1	6
82	уже в	7	6
83	тем что	8	6
84	но и	4	6
85	именно в	5	6
86	же точно	3	6
87	и не	10	6
88	и для	2	6
89	что оно	4	6
90	еще не	4	5
91	по этому	3	5
92	что они	10	5
93	когда он	3	5
94	в себе	2	5
95	в целом	13	5
96	в этой	5	5
97	было бы	10	5
98	во внимание	1	5
99	несмотря на	1	5
100	был бы	1	5
101	сих пор	1	5
102	стоит только	1	5
103	только не	1	5
104	же самое	1	5
105	как мы	8	5
106	но в	1	5
107	сводится к	1	5
108	один из	6	5
109	дело с	3	5
110	только в	10	5
111	до сих	1	5
112	а с	3	5
113	и потому	2	5
114	указывает что	1	5
115	бы в	2	5
116	обратиться к	1	5
117	другой стороны	3	5
118	в своих	2	5
119	в виду	1	4
120	в ней	1	4
121	друг к	1	4
122	как говорит	5	4
123	могли бы	11	4
124	и к	5	4
125	мы говорили	4	4
126	и заключается	2	4
127	в основу	4	4
128	к другу	1	4
129	есть не	1	4
130	в них	2	4
131	с такой	1	4
132	в своей	2	4
133	не могли	3	4
134	что эта	1	4
135	из которых	5	4
136	как она	3	4
137	заключает в	2	4
138	у нас	1	4
139	указывает на	2	4
140	по сравнению	4	4
141	действия и	1	4
142	и совершенно	1	4
143	мы могли	9	4
144	внимание на	2	4
145	этому поводу	1	4
146	в его	15	4
147	на одном	1	4
148	в него	3	4
149	это противоречие	2	4
150	только что	2	4
151	этот вопрос	3	4
152	не можем	3	4
153	содержания и	1	4
154	в конце	1	4
155	содержание и	1	4
156	от того	4	4
157	дело происходит	1	4
158	говорит о	1	4
159	прежде всего	4	4
160	которых мы	2	4
161	как ни	1	4
162	там где	4	4
163	уже давно	1	4
164	в частности	4	4
165	тот факт	5	4
166	сравнению с	3	4
167	именно это	2	4
168	имеет дело	2	4
169	в результате	3	4
170	от него	1	4
171	и все	4	4
172	а в	4	4
173	не есть	3	4
174	совершенно справедливо	1	3
175	сам по	1	3
176	тем же	4	3
177	по его	1	3
178	той же	4	3
179	полагает что	1	3
180	смотреть на	1	3
181	мы не	9	3
182	из того	2	3
183	и на	6	3
184	первый план	2	3
185	в ее	1	3
186	как в	9	3
187	самое важное	1	3
188	в которой	1	3
189	из этих	4	3
190	противоречие которое	1	3
191	на его	2	3
192	он не	4	3
193	состоит в	3	3
194	не как	3	3
195	в силу	6	3
196	что ни	1	3
197	находит себе	1	3
198	можно было	6	3
199	в другом	1	3
200	об этом	2	3
201	ни в	9	3
202	показывает что	8	3
203	очень легко	2	3
204	мы с	1	3
205	в этих	2	3
206	одним и	2	3
207	бы мы	1	3
208	вопрос о	1	3
209	вовсе не	1	3
210	есть нечто	1	3
211	с теми	2	3
212	самого начала	6	3
213	одна из	2	3
214	он только	1	3
215	но только	3	3
216	этом отношении	3	3
217	в каком	2	3
218	с другом	5	3
219	не могут	4	3
220	образом что	2	3
221	что при	1	3
222	данном случае	1	3
223	учении о	1	3
224	с самого	6	3
225	котором мы	1	3
226	что у	1	3
227	так и	5	3
228	в состав	1	3
229	за основу	1	3
230	что и	10	3
231	и только	2	3
232	мне кажется	1	3
233	тот же	2	3
234	которое мы	1	3
235	что нам	1	3
236	так что	2	3
237	для него	5	3
238	в состоянии	1	3
239	у него	1	3
240	и между	1	3
241	чем у	1	3
242	на этот	2	3
243	с которым	1	3
244	в данном	1	3
245	в той	1	3
246	друг с	5	3
247	заставляет нас	1	3
248	дело и	1	3
249	для нас	2	3
250	целый ряд	1	3
251	мы должны	6	3
252	хотя бы	1	3
253	в свою	3	3
254	в психологии	1	3
255	имеет место	3	3
256	по поводу	1	3
257	к этому	3	3
258	в таком	2	3
259	ту же	1	2
260	же как	6	2
261	того же	6	2
262	почти не	1	2
263	к другому	2	2
264	отношения между	5	2
265	и до	1	2
266	что эти	3	2
267	едва ли	2	2
268	с таким	1	2
269	отношения к	1	2
270	а как	2	2
271	что между	1	2
272	которую мы	5	2
273	это означает	1	2
274	оба эти	3	2
275	время как	4	2
276	что иное	1	2
277	с но	1	2
278	и он	1	2
279	собой в	1	2
280	между собой	13	2
281	иное как	1	2
282	с его	2	2
283	во всех	1	2
284	будем иметь	1	2
285	совсем не	1	2
286	по отношению	3	2
287	очевидно что	1	2
288	отличие от	6	2
289	друг от	1	2
290	от друга	1	2
291	с этим	4	2
292	перед нами	10	2
293	что по	2	2
294	показали что	4	2
295	следующим образом	1	2
296	состоянии объяснить	1	2
297	и хотя	1	2
298	ни один	4	2
299	бы сказать	3	2
300	он в	1	2
301	все эти	7	2
302	как он	3	2
303	в нашей	2	2
304	оно в	1	2
305	том чтобы	1	2
306	одной и	2	2
307	ином виде	1	2
308	но все	2	2
309	мы никогда	2	2
310	как они	2	2
311	совпадают с	4	2
312	а затем	1	2
313	же не	1	2
314	и дальше	1	2
315	и с	1	2
316	основу этого	1	2
317	из них	4	2
318	утверждает что	1	2
319	о которых	1	2
320	исходили из	1	2
321	все равно	1	2
322	к которым	4	2
323	перейдем к	1	2
324	чем в	1	2
325	должно быть	2	2
326	элемента в	1	2
327	и того	4	2
328	одного и	4	2
329	на первый	2	2
330	и при	1	2
331	это делает	1	2
332	в котором	3	2
333	с точки	1	2
334	мы называем	2	2
335	в отличие	6	2
336	в которых	3	2
337	всякий раз	2	2
338	и той	2	2
339	сами по	3	2
340	влечет за	1	2
341	с так	1	2
342	с несомненностью	3	2
343	в отношении	6	2
344	и другое	5	2
345	в то	4	2
346	же самую	1	2
347	того как	3	2
348	что их	1	2
349	к этим	1	2
350	во всем	3	2
351	и чувства	1	2
352	эти три	1	2
353	входят в	1	2
354	является то	7	2
355	отличается от	3	2
356	должен быть	1	2
357	в себя	3	2
358	приводит к	4	2
359	показало что	3	2
360	на том	3	2
361	принять во	1	2
362	и другими	2	2
363	мог бы	4	2
364	еще в	2	2
365	когда в	3	2
366	что дело	1	2
367	понятно что	1	2
368	является в	3	2
369	и даже	1	2
370	или иной	3	2
371	находится в	2	2
372	но мы	1	2
373	или на	1	2
374	тем мы	1	2
375	связь между	4	2
376	от одного	2	2
377	каждый элемент	1	2
378	говорит он	4	2
379	в форме	1	2
380	стороны он	2	2
381	остается при	1	2
382	слов и	5	2
383	как например	1	2
384	этом смысле	2	2
385	обе эти	3	2
386	внутреннее противоречие	2	2
387	говорили выше	2	2
388	их не	1	2
389	в качестве	12	2
390	связи с	9	2
391	каким образом	1	2
392	речь в	2	2
393	мы знаем	4	2
394	представить себе	1	2
395	мы находим	1	2
396	в одном	2	2
397	должны будем	1	2
398	само по	2	2
399	напротив того	1	2
400	с той	2	2
401	обратить внимание	1	2
402	остается еще	1	2
403	на которых	2	2
404	и эта	2	2
405	до конца	1	2
406	и самый	1	2
407	нам думается	1	2
408	или с	1	2
409	с помощью	42	2
410	это значит	4	2
411	в течение	2	2
412	по существу	1	2
413	с этой	3	2
414	этом случае	1	2
415	все это	6	2
416	не является	8	2
