N	4gram	Losev_Prob_4	Marksizm
1	бы то ни было	1	4
2	в той или иной	7	3
3	на самом же деле	2	3
4	ни в коем случае	3	2
5	в коем случае нельзя	1	1
6	случае нельзя путать с	1	1
7	в связи с той	1	1
8	какой мере не является	1	1
9	дело в том что	1	1
10	не может обойтись без	2	1
11	тем не менее в	1	1
12	в том числе и	1	1
13	в коем случае не	1	1
14	ни в какой мере	4	1
15	здесь одно и то	1	1
16	не что иное как	2	1
17	не сам по себе	2	1
18	коем случае нельзя путать	1	1
19	как мы только что	1	1
20	в последнее время в	1	1
21	каких бы то ни	1	1
22	же в таком случае	1	1
23	в жизни и в	1	1
24	чем же в таком	1	1
25	в какой мере не	4	1
26	не говоря уже о	1	1
27	свидетельствует о том что	1	1
28	сам по себе а	1	1
