N	3gram	Tiupa_Lite_2	Vladivir
1	о том что	2	7
2	в том что	5	7
3	в свое время	2	5
4	что же касается	1	4
5	то же время	9	4
6	и то что	1	4
7	в то же	9	4
8	том что в	1	3
9	что он не	1	3
10	в конце концов	1	3
11	с другой стороны	4	3
12	не может быть	7	3
13	но даже и	1	2
14	и в то	1	2
15	в том чтобы	3	2
16	я не помню	1	2
17	как было сказано	1	2
18	тем не менее	2	2
19	для того чтобы	1	2
20	на первом слоге	1	1
21	нет и не	1	1
22	тех пор пока	1	1
23	а за ними	1	1
24	мы имеем дело	1	1
25	не говоря уже	2	1
26	для тех кто	1	1
27	в ноябре года	1	1
28	и для всех	1	1
29	и не может	1	1
30	я в этом	1	1
31	говоря уже о	2	1
32	бы то ни	1	1
33	только то что	1	1
34	все той же	1	1
35	а в конце	1	1
36	вместе с тем	1	1
37	одно и то	2	1
38	в году но	1	1
39	то ни было	1	1
40	с этих позиций	1	1
41	с одной стороны	6	1
42	и то же	2	1
43	а с другой	1	1
44	что уже в	1	1
45	имеем дело с	1	1
46	нам представляется что	1	1
47	но и его	1	1
48	ни к какой	1	1
49	пор пока не	1	1
50	кто из них	1	1
51	и когда он	1	1
52	тех кто не	1	1
53	а в том	1	1
54	до тех пор	1	1
55	в этом же	1	1
56	и в году	1	1
57	в свою очередь	1	1
58	еще в году	2	1
59	не только не	1	1
60	за то что	2	1
61	как и сам	1	1
62	к тому что	1	1
63	место в этом	1	1
64	жизни а к	1	1
65	в сравнении с	2	1
66	было сказано в	1	1
67	в себе не	1	1
68	в этом отношении	3	1
