N	2gram	Tiupa_Hudo_2	FransuaR
1	и в	28	41
2	то есть	1	24
3	и т.п	1	19
4	мы уже	3	18
5	во всех	1	17
6	в нем	3	16
7	и с	6	16
8	и его	5	13
9	но и	9	13
10	в этом	13	12
11	как мы	2	12
12	все эти	1	11
13	все это	3	11
14	в самом	5	10
15	не только	11	10
16	так как	1	10
17	прежде всего	3	10
18	то что	6	10
19	и на	3	9
20	во время	1	9
21	о том	12	9
22	и все	7	9
23	здесь и	1	8
24	в сущности	1	8
25	но в	2	8
26	в этой	5	8
27	никогда не	5	8
28	в них	3	7
29	как и	11	7
30	том что	19	7
31	в его	11	7
32	вовсе не	2	7
33	у него	5	7
34	как бы	5	7
35	что в	5	7
36	также и	1	6
37	например в	1	6
38	в то	6	6
39	один из	2	6
40	вместе с	2	6
41	или в	3	6
42	сказать что	2	6
43	что он	8	6
44	и он	3	5
45	с его	5	5
46	в ее	18	5
47	в своем	5	5
48	что это	5	5
49	в себе	9	5
50	то же	6	5
51	той же	2	5
52	рядом с	5	5
53	еще в	1	5
54	но он	1	5
55	тем что	6	5
56	так и	8	5
57	и что	1	5
58	а также	2	5
59	же время	4	5
60	из них	2	5
61	в одном	3	5
62	там где	1	5
63	так же	3	5
64	в той	1	5
65	одним из	1	4
66	самом деле	3	4
67	в ней	3	4
68	он был	1	4
69	как в	5	4
70	та же	2	4
71	а затем	1	4
72	в другом	2	4
73	не в	13	4
74	даже в	1	4
75	в основе	2	4
76	того чтобы	4	4
77	все же	2	4
78	роль в	2	4
79	с ним	7	4
80	все время	3	4
81	с одной	3	4
82	именно на	2	4
83	уже в	1	4
84	в котором	6	4
85	и даже	1	4
86	с другой	3	4
87	именно в	2	4
88	одной стороны	3	4
89	более того	1	4
90	и от	2	4
91	а в	6	4
92	не может	4	4
93	из этого	1	4
94	все что	3	4
95	говорили о	2	3
96	не остается	1	3
97	они были	2	3
98	он сам	2	3
99	людей в	2	3
100	как у	2	3
101	в одной	1	3
102	перед нами	11	3
103	в первом	2	3
104	при этом	11	3
105	и сам	5	3
106	людей и	1	3
107	с другими	3	3
108	было бы	3	3
109	своего героя	1	3
110	потому что	2	3
111	этом отношении	1	3
112	в духе	2	3
113	есть только	1	3
114	они и	2	3
115	те же	2	3
116	никак не	1	3
117	до сих	2	3
118	к нему	3	3
119	во втором	2	3
120	того что	1	3
121	одной из	3	3
122	только в	4	3
123	в начале	1	3
124	что не	2	3
125	в данном	2	3
126	с миром	1	3
127	и смерти	1	3
128	и не	18	3
129	с этой	1	3
130	сих пор	2	3
131	но это	1	3
132	не мог	1	3
133	и для	2	3
134	в третьем	1	3
135	на языке	1	3
136	между ними	2	3
137	первом случае	1	3
138	жизни и	6	3
139	в искусстве	1	3
140	и то	2	2
141	тех же	1	2
142	это и	1	2
143	с точки	2	2
144	мы не	1	2
145	говорить о	2	2
146	а для	2	2
147	всю ночь	3	2
148	природы и	1	2
149	но не	4	2
150	то он	1	2
151	в наиболее	1	2
152	за пределы	1	2
153	что они	4	2
154	точки зрения	2	2
155	хотя и	1	2
156	он в	1	2
157	раз в	3	2
158	и тот	1	2
159	как он	3	2
160	так сказать	1	2
161	он не	4	2
162	в корне	1	2
163	на этом	2	2
164	что все	3	2
165	самим собой	1	2
166	лишь в	2	2
167	второй половины	1	2
168	это было	2	2
169	заключается в	1	2
170	а за	2	2
171	из этих	2	2
172	в своей	6	2
173	страх и	1	2
174	их в	1	2
175	как о	3	2
176	себе самом	1	2
