N	4gram	Bakhtin_fo_1	FransuaR
1	в то же время	6	8
2	и в то же	4	4
3	как мы уже говорили	3	4
4	в том числе и	2	2
5	в это время и	1	1
6	дело в том что	2	1
7	жизни в ее целом	1	1
8	тем чем они были	1	1
9	одно и то же	3	1
10	в соответствии с этим	2	1
11	ни в чем не	2	1
12	как мы уже сказали	2	1
13	ее целом с ее	1	1
14	находится в противоречии с	1	1
15	только и не столько	1	1
16	с одной стороны и	2	1
17	одного и того же	5	1
18	были чрезвычайно распространены в	1	1
19	здесь в отличие от	1	1
20	чем они были в	1	1
21	в то время как	2	1
22	и до сих пор	1	1
23	в ее целом с	1	1
24	но в то же	1	1
25	быть тем чем они	1	1
26	не только и не	1	1
27	перестали быть тем чем	1	1
