N	2gram	Medvedev_F_3	Hudozhes
1	и в	27	28
2	том что	4	19
3	в ее	4	18
4	и не	30	18
5	в том	7	15
6	а не	17	14
7	в этом	18	13
8	не в	12	13
9	о том	4	12
10	не только	9	11
11	при этом	8	11
12	как и	14	11
13	в его	7	11
14	уже не	3	10
15	в себе	3	9
16	но и	10	9
17	так и	21	8
18	между тем	7	8
19	что он	6	8
20	себя в	1	8
21	в жизни	11	8
22	может быть	25	8
23	о чем	1	8
24	по отношению	3	7
25	что она	2	7
26	в мире	1	7
27	об этом	1	7
28	к тому	4	7
29	в частности	1	7
30	как это	4	7
31	и все	8	7
32	с ним	1	7
33	жизни в	3	7
34	отношению к	3	7
35	я и	1	6
36	в котором	2	6
37	то же	15	6
38	не было	1	6
39	и с	3	6
40	в своей	6	6
41	в то	7	6
42	тем что	5	6
43	если бы	12	6
44	сводится к	5	6
45	можно сказать	3	6
46	это не	3	6
47	а в	1	6
48	то что	8	6
49	жизни и	4	6
50	с его	2	5
51	в этой	2	5
52	как в	4	5
53	в самом	11	5
54	что это	3	5
55	не могла	1	5
56	в своем	2	5
57	не менее	7	5
58	никогда не	5	5
59	ничего не	2	5
60	и его	19	5
61	она не	4	5
62	только на	4	5
63	одно из	1	5
64	для него	1	5
65	как бы	8	5
66	да и	4	5
67	с ее	2	5
68	что в	8	5
69	и т	11	4
70	но не	5	4
71	в художественном	5	4
72	то в	2	4
73	подобно тому	4	4
74	человека в	2	4
75	он не	1	4
76	в других	1	4
77	тем не	2	4
78	тому что	3	4
79	же время	7	4
80	и о	1	4
81	того чтобы	5	4
82	что они	5	4
83	только в	8	4
84	в качестве	1	4
85	что и	2	4
86	как раз	8	4
87	для того	4	4
88	говорит о	1	4
89	превращается в	2	4
90	то и	1	4
91	не может	24	4
92	тому как	5	4
93	рассказа в	1	4
94	бы и	3	4
95	была бы	2	3
96	чтобы не	2	3
97	человека и	2	3
98	с толстым	1	3
99	в ней	5	3
100	но при	2	3
101	еще не	6	3
102	и на	3	3
103	столь же	3	3
104	со стороны	4	3
105	следующим образом	1	3
106	бы не	2	3
107	как он	2	3
108	в нем	15	3
109	можно было	1	3
110	мы уже	3	3
111	с другими	1	3
112	было бы	6	3
113	в это	1	3
114	в них	3	3
115	этого произведения	1	3
116	в этих	3	3
117	как о	2	3
118	на него	1	3
119	же самое	3	3
120	и это	2	3
121	одной из	2	3
122	и ее	6	3
123	с одной	1	3
124	для нас	3	3
125	характерно что	2	3
126	в одном	1	3
127	с другой	6	3
128	на ее	4	3
129	и тех	2	3
130	все время	6	3
131	прежде всего	4	3
132	так же	9	3
133	одной стороны	1	3
134	все это	7	3
135	все они	1	3
136	на фоне	3	3
137	героя и	2	3
138	самом деле	16	3
139	же как	3	2
140	и то	1	2
141	в первом	1	2
142	той же	3	2
143	который в	1	2
144	который был	2	2
145	говорить о	2	2
146	а для	1	2
147	одного слова	1	2
148	тем как	1	2
149	тоже не	1	2
150	все же	6	2
151	но в	6	2
152	со своей	1	2
153	та же	1	2
154	жизни так	1	2
155	в нашем	1	2
156	из этих	2	2
157	роли в	1	2
158	т д	6	2
159	в принципе	1	2
160	не как	2	2
161	на этом	2	2
162	оно не	3	2
163	однако в	2	2
164	не будет	1	2
165	же не	1	2
166	зрения на	1	2
167	не с	1	2
168	лишь в	9	2
169	его в	7	2
170	о которых	1	2
171	автора и	1	2
172	и тогда	2	2
173	только тем	1	2
174	место в	10	2
175	с точки	14	2
176	она в	1	2
177	что говорит	1	2
178	жизни с	2	2
179	вместе со	1	2
180	сам он	2	2
181	дело не	2	2
182	того как	1	2
183	одна из	2	2
184	только не	2	2
185	ему в	1	2
186	в основе	3	2
187	представляется нам	1	2
188	данности и	1	2
189	они и	3	2
190	рассказа и	1	2
191	как мы	8	2
192	людей в	1	2
193	данном случае	4	2
194	она может	1	2
195	роль в	4	2
196	те же	3	2
197	до сих	1	2
198	том как	2	2
199	все те	1	2
200	о нем	3	2
201	и просто	1	2
202	того или	1	2
203	нуждается в	3	2
204	и только	2	2
205	говорит в	2	2
206	один из	1	2
207	здесь не	2	2
208	дело с	3	2
209	не видеть	1	2
210	впрочем и	1	2
211	именно на	2	2
212	же и	4	2
213	и у	1	2
214	ни одного	1	2
215	произведения не	1	2
216	его и	3	2
217	ни с	2	2
218	себе в	1	2
219	из них	2	2
220	т п	5	2
221	вовсе не	28	2
222	сих пор	1	2
223	или иной	2	2
224	как у	1	2
225	именно в	1	2
226	еще и	1	2
227	мы знаем	4	2
228	и составляет	1	2
229	именно так	5	2
230	жизнь в	1	2
231	нет ничего	1	2
232	вместе с	6	2
233	в данном	6	2
234	он будет	1	2
235	с такой	2	2
236	или иного	1	2
237	что же	5	2
238	в контексте	1	2
239	и от	11	2
240	только для	1	2
241	не является	5	2
242	и для	6	2
243	отнюдь не	8	2
244	в двух	1	2
245	потому что	7	2
246	хотя бы	6	2
247	точки зрения	16	2
248	а о	1	2
249	между ними	15	2
250	и эта	3	2
251	сказать что	3	2
252	и внутренне	1	2
253	т е	32	2
254	тем самым	1	2
255	одних и	1	1
256	отношения к	2	1
257	и завершается	1	1
258	одним из	3	1
259	таком случае	1	1
260	функции в	3	1
261	и через	1	1
262	они вместе	2	1
263	становится в	5	1
264	тех же	1	1
265	ее роль	2	1
266	это и	2	1
267	с какой-то	1	1
268	здесь и	6	1
269	и так	1	1
270	иное место	1	1
271	к другому	2	1
272	высшей степени	2	1
273	целого произведения	2	1
274	собою в	1	1
275	с в	1	1
276	обойтись без	2	1
277	и игра	1	1
278	мы имеем	1	1
279	своего внутреннего	1	1
280	мы не	4	1
281	что между	1	1
282	только другим	1	1
283	содержания в	1	1
284	нам в	1	1
285	не была	1	1
286	установкой на	2	1
287	в сущности	2	1
288	этого термина	1	1
289	так а	1	1
290	жизни это	1	1
291	в каждой	1	1
292	произведения со	1	1
293	это время	1	1
294	он был	4	1
295	между собой	4	1
296	установку на	1	1
297	души есть	1	1
298	установки на	1	1
299	бы то	4	1
300	линия в	1	1
