N	3gram	Potebnia_M_3	Problema
1	и т д	3	13
2	тем не менее	3	10
3	в том что	16	9
4	сама по себе	2	8
5	то же самое	1	7
6	и то что	1	7
7	в данном случае	1	7
8	сам по себе	5	6
9	сами по себе	1	6
10	по крайней мере	5	5
11	с другой стороны	4	5
12	не может быть	3	5
13	потому что он	3	4
14	в таком случае	2	4
15	или по крайней	1	4
16	в то же	5	4
17	то время как	1	4
18	и то же	5	4
19	в то время	4	4
20	одно и то	5	3
21	не есть ни	4	3
22	том смысле что	1	3
23	заключается в том	1	3
24	само по себе	3	3
25	это и не	1	3
26	но никак не	2	3
27	о том что	1	3
28	в том смысле	3	3
29	для нас не	1	3
30	что и в	3	3
31	именно потому что	1	3
32	по себе а	4	3
33	в том виде	1	2
34	только потому что	2	2
35	до сих пор	3	2
36	дело вовсе не	1	2
37	в таких случаях	1	2
38	в чем не	1	2
39	но и в	4	2
40	только при помощи	1	2
41	имеет своим предметом	1	2
42	не только в	4	2
43	на первый взгляд	1	2
44	потому что они	1	2
45	самой по себе	1	2
46	только то что	1	2
47	ничего общего с	1	2
48	вовсе не в	1	2
49	на самом деле	1	2
50	и тем самым	1	2
51	это значит что	1	2
52	можно сказать что	2	2
53	друг от друга	1	2
54	могло бы быть	1	2
55	как мы видели	1	2
56	таким образом что	1	1
57	и может быть	2	1
58	и говорить о	1	1
59	в самом строгом	1	1
60	с самим предметом	1	1
61	по себе не	1	1
62	еще только в	1	1
63	в чем же	1	1
64	и в таком	1	1
65	а не в	1	1
66	это было бы	1	1
67	более или менее	3	1
68	на котором мы	1	1
69	целого и следовательно	1	1
70	то есть по	1	1
71	потому что только	1	1
72	действительность но не	1	1
73	что для него	1	1
74	том что он	2	1
75	уже не в	1	1
76	ли эта последняя	1	1
77	не в шутку	1	1
78	художественного произведения и	1	1
79	и то и	1	1
80	что он не	3	1
81	для нас тем	1	1
82	по себе и	1	1
83	потому что и	2	1
84	того и другого	1	1
85	что не только	1	1
86	из того что	1	1
87	в собственном смысле	2	1
88	то же в	1	1
89	несмотря на свою	1	1
90	потому что для	1	1
91	и совсем не	1	1
92	значении этого слова	1	1
93	то и другое	1	1
94	и тем что	1	1
95	есть то что	1	1
96	что оно есть	1	1
97	случае когда мы	1	1
98	в целом и	1	1
99	говорит ни о	1	1
100	нечто такое что	1	1
101	как и в	2	1
102	может быть не	1	1
103	в том чтобы	2	1
104	образ то есть	1	1
105	и тем же	3	1
106	если бы мы	1	1
107	в художественном произведении	1	1
108	с одной стороны	3	1
109	к вопросу о	1	1
110	себе а как	1	1
111	как на нечто	1	1
112	фона на котором	1	1
113	смысле этого слова	7	1
114	потому что оно	2	1
115	этого слова ни	1	1
116	как и между	1	1
117	и после такого	1	1
118	того что не	1	1
119	мы видели выше	1	1
120	художественное произведение и	1	1
121	то тем самым	3	1
122	не имели бы	1	1
123	так или иначе	1	1
124	но и с	1	1
125	так же и	1	1
126	потому что мы	2	1
127	только в очень	1	1
128	можем себе представить	1	1
129	таким образом и	1	1
130	одним и тем	3	1
131	нас и без	1	1
132	а может быть	1	1
133	бросается в глаза	1	1
134	до такой степени	1	1
135	далеко не все	3	1
136	быть не только	1	1
137	что и там	1	1
138	нельзя сказать что	2	1
139	мы выше называли	1	1
140	что вовсе не	1	1
141	мы не можем	2	1
142	от того что	5	1
143	нечто отличное от	1	1
144	искусство имеет своим	1	1
145	же и в	1	1
146	так и в	2	1
147	в такой форме	1	1
148	то что мы	2	1
149	в первом случае	2	1
150	равно как и	1	1
151	не только не	2	1
152	как бы ни	2	1
153	живой речи в	1	1
154	в самом деле	1	1
155	с другими предметами	1	1
156	но что же	1	1
157	только в том	3	1
158	к одной и	1	1
159	на то что	1	1
160	то или другое	2	1
161	заставляет нас думать	1	1
162	большим или меньшим	1	1
163	тем самым мы	1	1
164	к тому что	2	1
165	таким образом в	1	1
166	то же что	4	1
167	вместе с нею	1	1
168	идеи и образа	1	1
169	имеет значение не	2	1
170	для того чтобы	3	1
171	в себе не	2	1
172	здесь не только	1	1
173	эта последняя в	1	1
174	к тому же	1	1
175	формы и содержания	1	1
176	только тогда когда	7	1
177	том что и	1	1
178	в себе закон	1	1
179	этого слова в	2	1
