N	3gram	Vygotskiy__5	Freidism
1	с точки зрения	2	11
2	по отношению к	1	8
3	не может быть	2	7
4	в самом деле	5	6
5	мы знаем что	2	4
6	в зависимости от	6	4
7	в данном случае	2	4
8	на самом деле	2	4
9	можно сказать что	2	4
10	для того чтобы	19	3
11	в собственном смысле	1	3
12	к тому чтобы	1	3
13	на этот вопрос	3	3
14	и тот же	1	3
15	и той же	2	3
16	один и тот	1	3
17	в свою очередь	1	3
18	с самого начала	3	3
19	в конечном счете	1	3
20	одной и той	2	3
21	с объективной точки	1	2
22	в чем не	1	2
23	то же самое	3	2
24	то или иное	1	2
25	до сих пор	5	2
26	в отличие от	2	2
27	может быть и	2	2
28	объективной точки зрения	1	2
29	не могут быть	1	2
30	а с другой	4	2
31	благодаря тому что	1	2
32	все то что	2	2
33	в этом отношении	3	2
34	ни в чем	1	2
35	во внешнем мире	1	2
36	зависимости от того	2	2
37	но во всяком	1	2
38	с одной стороны	12	2
39	мы уже указывали	1	2
40	в конце концов	2	2
41	мы видели что	1	2
42	которые на место	1	1
43	сводится к следующему	1	1
44	том что в	1	1
45	том что с	1	1
46	свое отношение к	1	1
47	мы видим в	2	1
48	в нашем сознании	1	1
49	сводится к тому	2	1
50	только потому что	1	1
51	для объективной психологии	1	1
52	это основано на	1	1
53	между собой в	1	1
54	говорит об этом	1	1
55	мы никогда не	2	1
56	ни в каких	1	1
57	это означает что	1	1
58	спросить в каком	1	1
59	он объединяет в	1	1
60	так как они	1	1
61	равно как и	1	1
62	одним из важнейших	1	1
63	ни на чем	1	1
64	самом деле если	2	1
65	нам кажется что	1	1
66	в этом случае	2	1
67	сказать что на	1	1
68	но не только	1	1
69	мы находим в	1	1
70	что с точки	1	1
71	до известной степени	1	1
72	того что мы	1	1
73	в подтверждение этого	1	1
74	по отношению ко	1	1
75	в произведение искусства	1	1
76	только то что	1	1
77	из того что	3	1
78	именно в области	1	1
79	то это означает	1	1
80	элементов из которых	1	1
81	в основе своей	1	1
82	по крайней мере	1	1
83	и вовсе не	1	1
84	он никогда не	1	1
85	деле если мы	1	1
86	если же мы	1	1
87	и вот это	1	1
88	отличает его от	1	1
89	но вместе с	1	1
90	в себя и	1	1
91	но она не	1	1
92	как будто бы	1	1
93	по сравнению с	4	1
94	здесь имеет место	1	1
95	при этом совершенно	1	1
96	мы имели дело	1	1
97	там же где	1	1
98	это не может	1	1
99	этот вопрос нам	1	1
100	мы говорили выше	2	1
101	то что он	3	1
102	могут быть сведены	1	1
103	в этой теории	1	1
104	собственном смысле слова	1	1
105	ответ на этот	2	1
106	в целом ряде	1	1
107	мы все время	1	1
108	данном случае в	1	1
109	и аффектов с	1	1
110	и все же	1	1
111	на нескольких примерах	1	1
112	сих пор не	1	1
113	ни в каком	1	1
114	что он был	1	1
115	то обстоятельство что	1	1
116	мы не можем	1	1
117	или другими словами	1	1
118	в то время	1	1
119	то что мы	2	1
120	мы показали что	1	1
121	он должен был	2	1
122	энергии и потому	1	1
123	действия и поступки	1	1
124	о том что	6	1
125	ничего общего с	1	1
126	в какой связи	1	1
127	не только не	4	1
128	той или иной	2	1
129	художественной формы и	2	1
130	мы имеем в	1	1
131	и приводит к	1	1
132	смысле этого слова	1	1
133	в этом смысле	1	1
134	сейчас же заметить	1	1
135	чтобы разобраться в	1	1
136	обратим внимание на	1	1
137	черты своего происхождения	1	1
138	и что он	1	1
139	потому что оно	1	1
140	и т д	3	1
141	в том что	14	1
142	с большим правом	1	1
143	его от других	1	1
