N	2gram	Losev_Vlad_3	slovoVRo
1	и в	40	39
2	может быть	8	37
3	и его	10	33
4	то есть	24	26
5	не только	25	24
6	и не	25	22
7	но и	18	21
8	не может	14	20
9	в нем	3	19
10	до конца	4	17
11	в этом	16	16
12	все это	1	16
13	так и	6	15
14	а не	8	14
15	отличие от	3	13
16	как в	1	13
17	в процессе	1	13
18	во всех	1	12
19	в отличие	3	12
20	в истории	5	11
21	вовсе не	13	10
22	к своему	2	9
23	и с	9	9
24	не в	3	9
25	словом и	1	8
26	таким образом	11	8
27	оно не	3	8
28	прежде всего	10	8
29	слова и	1	8
30	точки зрения	13	8
31	еще не	4	7
32	с его	2	7
33	при этом	3	7
34	в этих	2	7
35	для него	8	7
36	никогда не	11	7
37	как мы	8	7
38	язык и	1	7
39	в его	14	7
40	и даже	6	7
41	и потому	10	7
42	как бы	3	7
43	в сущности	2	6
44	но не	4	6
45	в своем	8	6
46	все же	4	6
47	и к	2	6
48	но в	4	6
49	все эти	5	6
50	так сказать	1	6
51	в них	1	6
52	как и	7	6
53	она не	2	6
54	этом случае	1	6
55	жизни и	1	6
56	например в	1	5
57	это не	3	5
58	том что	18	5
59	по себе	6	5
60	мышления и	1	5
61	не могут	2	5
62	но все	3	5
63	той или	2	5
64	мира и	1	5
65	с другой	5	5
66	один из	1	5
67	в том	18	5
68	с одной	3	5
69	конечно не	1	5
70	уже не	9	5
71	и их	1	5
72	одной стороны	3	5
73	или иной	1	5
74	в плане	1	5
75	и для	3	5
76	только в	13	5
77	для нас	5	5
78	и все	4	5
79	и наконец	2	5
80	отношения к	5	4
81	его не	1	4
82	и на	6	4
83	то же	4	4
84	его в	2	4
85	на почве	2	4
86	в новое	1	4
87	ни в	10	4
88	в отношении	5	4
89	не менее	9	4
90	в то	7	4
91	одна из	1	4
92	в основе	1	4
93	же время	2	4
94	или как	4	4
95	во всем	6	4
96	здесь не	3	4
97	и других	1	4
98	так как	7	4
99	даже и	12	4
100	и др	1	4
101	себя и	1	4
102	xix века	6	4
103	в основном	4	4
104	как предмет	1	4
105	в смысле	6	4
106	а в	7	4
107	отношении к	1	4
108	в таком	3	4
109	как это	4	3
110	необходимо отметить	1	3
111	в чисто	1	3
112	должна быть	2	3
113	человека и	3	3
114	в чем	3	3
115	сама по	1	3
116	стороны и	2	3
117	перед нами	3	3
118	и как	7	3
119	бы и	4	3
