N	3gram	Voloshinov_1	Narrotol
1	в данном случае	2	8
2	в том что	4	5
3	к тому же	1	5
4	то же время	1	4
5	в то же	1	4
6	не может быть	7	4
7	по отношению к	11	3
8	подобно тому как	1	3
9	в этом отношении	1	3
10	тем не менее	3	3
11	о том что	1	2
12	мы имеем дело	1	2
13	в самом деле	1	2
14	то же самое	2	2
15	до сих пор	3	2
16	сами по себе	1	2
17	но и в	1	2
18	как если бы	4	2
19	в зависимости от	2	2
20	одно и то	2	2
21	и то же	2	2
22	имеем дело с	1	2
23	дело в том	4	2
24	во всяком случае	1	2
25	в свою очередь	1	2
26	можно сказать что	5	2
27	точки зрения как	1	1
28	он думает и	1	1
29	какой бы то	1	1
30	более или менее	1	1
31	за ее пределы	1	1
32	один и тот	1	1
33	же как и	1	1
34	с другой стороны	2	1
35	с точки зрения	2	1
36	и не может	3	1
37	до известной степени	2	1
38	сам по себе	1	1
39	и точек зрения	1	1
40	бы то ни	3	1
41	случае мы имеем	1	1
42	только то что	1	1
43	что не только	1	1
44	прежде всего тем	1	1
45	по крайней мере	1	1
46	может быть и	3	1
47	к нему в	1	1
48	как и в	1	1
49	и с героем	1	1
50	то ни было	3	1
51	с одной стороны	2	1
52	принимают участие в	1	1
53	и тот же	1	1
54	в значительной степени	1	1
55	в частности в	1	1
56	в нашем случае	1	1
57	и та же	1	1
58	одна и та	1	1
59	бы не было	1	1
60	самом деле в	1	1
61	сохраняет при этом	1	1
62	то что мы	1	1
63	в конечном счете	1	1
64	не сливаются в	1	1
65	отношению к ним	1	1
66	в русской литературе	1	1
67	но все же	1	1
68	но в своем	1	1
69	если бы не	1	1
70	на самом деле	2	1
71	между тем это	1	1
