N	3gram	Tiupa_Lite_2	StatiiOP
1	в том что	5	17
2	о том что	2	11
3	для того чтобы	1	10
4	и т п	2	9
5	с точки зрения	3	8
6	можно было бы	1	8
7	в этом отношении	3	7
8	на самом деле	1	6
9	в данном случае	3	6
10	с другой стороны	4	6
11	не может быть	7	5
12	то же время	9	4
13	в то же	9	4
14	том что в	1	3
15	по отношению к	3	3
16	что же касается	1	3
17	ничего общего с	1	3
18	за то что	2	3
19	в свое время	2	2
20	и сам в	1	2
21	в том числе	2	2
22	что не может	1	2
23	в этом случае	2	2
24	а во второй	1	2
25	и то что	1	2
26	том числе и	1	2
27	по крайней мере	2	2
28	но с другой	3	2
29	в равной мере	1	2
30	это прежде всего	2	2
31	с одной стороны	6	2
32	имеет ничего общего	1	2
33	имеем дело с	1	2
34	не в том	1	2
35	тем что в	1	2
36	не имеет ничего	1	2
37	когда речь идет	1	2
38	речь идет о	3	2
39	тем не менее	2	2
40	однако и в	1	1
41	в одном из	1	1
42	той или иной	1	1
43	каждый из нас	1	1
44	может быть вообще	1	1
45	не говоря уже	2	1
46	в соответствии с	1	1
47	говоря уже о	2	1
48	могло бы показаться	1	1
49	что он не	1	1
50	бы то ни	1	1
51	же время не	1	1
52	только то что	1	1
53	и вовсе не	1	1
54	и говорит я	1	1
55	в том чтобы	3	1
56	и в то	1	1
57	и не было	1	1
58	во всех этих	1	1
59	но даже и	1	1
60	а с другой	1	1
61	то что было	1	1
62	я не могу	1	1
63	в целом ряде	1	1
64	а в том	1	1
65	и некоторые другие	1	1
66	и притом в	1	1
67	из того же	1	1
68	но то что	1	1
69	и не может	1	1
70	в этой системе	1	1
71	знает и не	1	1
72	после того как	1	1
73	к тому что	1	1
74	том что этот	1	1
75	может быть ни	1	1
76	во многих отношениях	1	1
77	вовсе не является	1	1
78	быть не может	1	1
79	мы имеем дело	1	1
80	в конце концов	1	1
81	даже по отношению	1	1
