N	4gram	Vygotskiy__4	Dialekti
1	одна и та же	2	4
2	не что иное как	1	3
3	в то время как	2	3
4	в то же время	1	3
5	ни в каком случае	1	2
6	т д все это	1	1
7	в том что он	1	1
8	и с точки зрения	1	1
9	между тем и другим	1	1
10	что иное как сама	1	1
11	ошибемся если скажем что	1	1
12	точно так же как	1	1
13	взятые сами по себе	1	1
14	мы уже знаем что	1	1
15	и т д все	1	1
16	не ошибемся если скажем	1	1
17	и вместе с тем	1	1
18	до тех пор пока	2	1
19	сам по себе так	1	1
20	мы не ошибемся если	1	1
21	так же как и	1	1
22	заключается в том что	2	1
23	по самой своей природе	1	1
24	именно в том что	1	1
25	по себе так как	1	1
