N	4gram	Tiupa_Anal_1	Psycholo
1	в том случае если	1	4
2	одной и той же	1	4
3	в том что он	2	3
4	одни и те же	1	2
5	в то же время	6	2
6	в том и заключается	1	2
7	и разумное толкование которое	1	1
8	процессы его создания и	1	1
9	дает художник или читатель	1	1
10	произведению следует рассматривать при	1	1
11	и не может быть	4	1
12	или иному произведению следует	1	1
13	одно и то же	1	1
14	искусства в том и	2	1
15	одна и та же	1	1
16	не что иное как	4	1
17	разумное толкование которое дает	1	1
18	бы то ни было	3	1
19	с этой точки зрения	1	1
20	толкование которое дает художник	1	1
21	художник или читатель тому	1	1
22	ни на что не	1	1
23	заключается что и процессы	1	1
24	его создания и процессы	1	1
25	сторона искусства в том	1	1
26	тому или иному произведению	1	1
27	одного и того же	2	1
28	создания и процессы пользования	1	1
29	при этом как позднейшую	1	1
30	до тех пор пока	1	1
31	и процессы пользования им	1	1
32	что и процессы его	1	1
33	которое дает художник или	1	1
34	и процессы его создания	1	1
35	иному произведению следует рассматривать	1	1
36	этом как позднейшую рационализацию	1	1
37	следует рассматривать при этом	1	1
38	том и заключается что	1	1
39	существенная сторона искусства в	1	1
40	или читатель тому или	1	1
41	и заключается что и	1	1
42	сознательное и разумное толкование	1	1
43	самая существенная сторона искусства	1	1
44	процессы пользования им оказываются	1	1
45	читатель тому или иному	1	1
46	один и тот же	1	1
47	есть не что иное	3	1
48	рассматривать при этом как	1	1
