N	2gram	Losev_Prob_3	Mirosoze
1	может быть	28	30
2	не только	14	29
3	и в	44	28
4	не может	7	28
5	человеческого духа	1	26
6	но и	10	25
7	а не	18	25
8	он не	8	24
9	в этом	17	20
10	не было	5	18
11	у него	1	17
12	не в	13	16
13	потому что	25	16
14	в ней	5	15
15	в своей	5	15
16	переходит в	2	15
17	и есть	5	14
18	никогда не	6	14
19	до конца	1	14
20	в нем	9	13
21	и он	1	12
22	и это	9	12
23	в самом	3	11
24	для него	3	11
25	и не	35	11
26	в своем	5	10
27	было бы	8	10
28	что в	8	10
29	прежде всего	3	10
30	что он	9	10
31	был бы	1	10
32	и потому	7	10
33	и все	3	10
34	с тем	5	9
35	но он	1	9
36	и его	5	9
37	не есть	35	9
38	в его	9	9
39	в котором	2	8
40	но не	3	8
41	не был	2	7
42	но в	12	7
43	в себе	8	7
44	быть может	1	7
45	в конце	5	7
46	в самой	2	7
47	того что	8	7
48	бог и	1	7
49	нет ничего	6	7
50	должна быть	1	6
51	и на	1	6
52	он сам	4	6
53	в которой	2	6
54	лишь в	1	6
55	в этой	3	6
56	все в	1	6
57	только в	19	6
58	он уже	1	6
59	вместе с	2	6
60	все это	5	6
61	в том	21	6
62	от нее	1	5
63	это не	9	5
64	как и	10	5
65	если нет	2	5
66	у нас	10	5
67	не могут	1	5
68	то что	23	5
69	у человека	2	5
70	смысле слова	8	4
71	отношения к	3	4
72	это и	7	4
73	и этот	1	4
74	есть не	5	4
75	за пределы	5	4
76	чем его	1	4
77	не к	1	4
78	не как	1	4
79	и по	2	4
80	в них	1	4
81	в этих	2	4
82	точки зрения	5	4
83	в их	2	4
84	в которых	3	4
85	человека но	3	4
86	к ней	1	4
87	она не	3	4
88	мог бы	1	4
89	что и	9	4
90	значит что	7	4
91	к свободе	1	4
92	уже не	7	4
93	уже в	3	4
94	есть уже	3	4
95	ни с	4	4
96	а в	5	4
97	тем что	4	4
98	нет в	1	4
99	и там	2	4
100	с этой	3	4
101	от него	2	4
102	его не	2	3
103	с этим	2	3
104	когда он	2	3
105	бы и	1	3
106	на том	1	3
107	и с	9	3
108	то есть	34	3
109	его в	3	3
110	в жизни	1	3
111	для них	2	3
112	духовной жизни	1	3
113	том что	12	3
114	но если	6	3
115	л толстого	1	3
116	не имеет	9	3
117	ничего не	3	3
118	природы в	1	3
119	к тому	3	3
120	в ее	4	3
121	особенно в	1	3
122	с собой	3	3
123	учение о	1	3
124	только и	8	3
125	все его	1	3
126	во тьме	1	3
127	в него	1	3
128	себя в	2	3
129	не так	3	3
130	так как	9	3
131	не хотел	1	3
132	себя и	1	3
133	это есть	3	3
134	это значит	4	3
135	для нас	16	3
136	хотя бы	3	3
137	будто бы	3	3
138	в свете	1	3
139	есть и	2	3
140	одним из	1	2
141	также и	16	2
142	в этот	1	2
143	не остается	1	2
144	не хочет	1	2
145	а как	2	2
146	вопрос о	1	2
147	который был	1	2
148	время как	4	2
149	в виду	10	2
150	литературы и	2	2
151	истории в	1	2
152	не все	1	2
153	себе и	1	2
154	относится к	1	2
155	в истории	1	2
156	как в	5	2
157	все же	6	2
158	и как	3	2
159	и к	6	2
160	от этого	1	2
161	чего же	1	2
162	и у	2	2
163	он в	2	2
164	все эти	7	2
165	бы не	1	2
166	самого себя	3	2
167	с их	2	2
168	вообще не	1	2
169	как он	1	2
170	если бы	3	2
171	с ней	5	2
172	не значит	3	2
173	входит в	1	2
174	который и	1	2
175	с самим	3	2
176	которую он	1	2
177	прийти к	1	2
178	оказывается что	1	2
179	мысли и	1	2
180	от его	2	2
181	сих пор	2	2
182	это особенно	1	2
183	с которой	2	2
184	в то	9	2
185	в идее	1	2
186	в основе	2	2
187	того чтобы	1	2
188	и сама	2	2
189	в каком	4	2
190	когда мы	15	2
191	есть только	4	2
192	могут быть	2	2
193	тут все	1	2
194	отличается от	4	2
195	есть настоящее	1	2
196	и от	9	2
197	то время	4	2
198	человеческий образ	1	2
199	и что	7	2
200	различие между	1	2
201	и когда	1	2
202	есть также	2	2
203	по сравнению	2	2
204	разного рода	2	2
205	с ним	7	2
206	и нужно	1	2
207	о том	6	2
208	и во	2	2
209	и она	1	2
210	нем не	1	2
211	жизни и	6	2
212	никто не	2	2
213	как будто	3	2
214	даже и	16	2
215	для того	1	2
216	момент в	1	2
217	до сих	2	2
218	мы еще	1	2
219	на этот	4	2
220	человеческой жизни	2	2
221	его как	3	2
222	о чем	2	2
223	он и	2	2
224	по своему	2	2
225	в той	3	2
226	как бы	9	2
227	образ и	3	2
228	том смысле	3	2
229	быть не	1	2
230	л толстой	2	2
231	бытия с	1	2
232	и нет	2	2
233	в начале	2	2
234	в более	1	2
235	и для	2	2
236	не существует	1	2
237	она может	2	2
238	всего что	1	2
239	бы в	2	2
240	своих героев	2	2
241	конце концов	3	2
242	сказать что	16	2
243	эти слова	2	2
244	к этой	1	2
245	к этому	1	2
246	только он	2	1
247	и т	13	1
248	у гоголя	8	1
249	и то	14	1
250	он более	1	1
251	жизни поэтому	1	1
252	на самом	7	1
253	не порождает	1	1
254	и до	2	1
255	из всех	1	1
256	ней нет	1	1
257	которая делает	1	1
258	характер его	1	1
259	мы имеем	2	1
260	мы не	7	1
261	и ничего	1	1
262	реальность эта	1	1
263	имеет свою	3	1
264	и новых	1	1
265	что иное	4	1
266	не вполне	1	1
267	оно есть	1	1
268	бы ни	1	1
269	то это	10	1
270	и самой	4	1
271	и состоит	2	1
272	себе а	3	1
273	собой в	1	1
274	еще не	5	1
275	иное как	4	1
276	хотя с	1	1
277	во всех	2	1
278	природы и	2	1
279	то мы	1	1
280	в юности	1	1
281	самом деле	3	1
282	друг к	1	1
283	и всякий	1	1
284	в сторону	1	1
285	и действительно	1	1
286	отличие от	3	1
287	и речи	1	1
288	что они	5	1
289	которые не	1	1
290	его на	1	1
291	такова же	1	1
292	отношение между	1	1
293	если всякий	1	1
294	в каком-то	1	1
295	не очень	2	1
296	человеком в	1	1
297	что же	8	1
298	говорят о	3	1
299	во многих	1	1
300	но ведь	1	1
301	имеет для	1	1
302	все человеческие	1	1
303	похожее на	1	1
304	а вовсе	2	1
305	с чем	2	1
306	и почему	1	1
307	всех этих	2	1
308	не связан	1	1
309	к одному	1	1
310	этого вопроса	1	1
311	есть один	1	1
312	из него	2	1
313	его от	1	1
314	конца и	1	1
315	и заключается	1	1
316	которые уже	2	1
317	как они	1	1
318	же не	2	1
319	значение в	3	1
320	и чтобы	1	1
321	к другу	1	1
322	них не	1	1
323	в понимании	1	1
324	в душе	1	1
325	это было	2	1
326	зрения и	1	1
327	с начала	1	1
328	после этого	1	1
329	самостоятельное значение	4	1
330	человек который	1	1
331	и вся	1	1
332	которой он	1	1
333	всегда и	1	1
334	и скажет	1	1
335	хотя в	1	1
336	нисколько не	2	1
337	же есть	2	1
338	во время	1	1
339	к тем	1	1
340	от своего	1	1
341	что такое	3	1
342	иначе он	1	1
343	в такой	1	1
344	и без	4	1
345	но у	1	1
346	она в	1	1
347	что вся	2	1
348	возможны только	2	1
349	ведь не	2	1
350	в отличие	2	1
351	точку зрения	1	1
352	делает его	1	1
353	был только	1	1
354	и эти	1	1
355	и более	2	1
356	не должно	1	1
357	и почти	1	1
358	бы быть	3	1
359	бы но	1	1
360	вовсе не	37	1
361	почти все	1	1
362	если и	1	1
363	в отношении	2	1
364	ее даже	1	1
365	не менее	10	1
366	вплоть до	1	1
367	ничего кроме	2	1
368	есть прежде	1	1
369	мысли в	1	1
370	то чего	2	1
371	что их	2	1
372	и именно	2	1
373	мы все	1	1
374	и слишком	2	1
375	чем не	3	1
376	казалось бы	1	1
377	находятся в	3	1
378	а во	1	1
379	действительность а	2	1
380	действительно в	1	1
381	или об	1	1
382	такая же	1	1
383	во всем	1	1
384	и после	2	1
385	мало общего	1	1
386	же он	1	1
387	ничто не	2	1
388	исторического процесса	1	1
389	только с	4	1
390	не знали	2	1
391	может показаться	1	1
392	от того	2	1
393	вещей с	2	1
394	только от	1	1
395	не одно	1	1
396	вне всех	1	1
397	созерцания и	1	1
398	как отличаются	1	1
399	же оказывается	2	1
400	не статически	1	1
401	оно не	1	1
402	которой она	3	1
403	от которой	1	1
404	всегда в	1	1
405	уже теряет	2	1
406	из всего	1	1
407	и о	5	1
408	на нем	1	1
409	глава iii	1	1
410	и рабство	1	1
411	всегда были	1	1
412	не подходит	1	1
413	в пределах	1	1
414	не столько	2	1
415	слова а	2	1
416	и сам	5	1
417	в образе	1	1
418	можно было	4	1
419	так и	10	1
420	жизнь и	2	1
421	является в	2	1
422	поэтому в	1	1
423	в эпоху	1	1
424	и даже	14	1
425	своего образа	1	1
426	новых и	1	1
427	в содержании	1	1
428	означает что	1	1
429	об этом	3	1
430	а к	2	1
431	каждый раз	3	1
432	именно потому	3	1
433	но к	1	1
434	и поэтому	1	1
435	и та	1	1
436	в глаза	1	1
437	не стоит	2	1
438	нас в	4	1
439	заключается в	4	1
440	доходит до	2	1
441	по типу	2	1
442	от них	1	1
443	имеет самостоятельного	1	1
444	внешней формы	1	1
445	во всей	3	1
446	и только	6	1
447	не обязан	2	1
448	и можно	2	1
449	даже для	1	1
450	все время	1	1
451	порождает из	1	1
452	мы уже	4	1
453	он перестал	1	1
454	он хочет	1	1
455	быть и	3	1
456	сразу же	2	1
457	мы читаем	2	1
458	категории это	1	1
459	этот вопрос	3	1
460	идеи совершенно	1	1
461	не имеющих	1	1
462	то он	2	1
463	их жизни	1	1
464	образа к	1	1
465	образа в	2	1
466	и ее	3	1
467	только художественная	1	1
468	так что	12	1
