N	2gram	Propp_Isto_1	Vvedenie
1	и т	25	42
2	т д	22	36
3	т е	10	35
4	и в	28	32
5	в том	9	31
6	в этом	8	30
7	том что	7	26
8	может быть	25	26
9	не только	12	22
10	для того	1	21
11	того чтобы	1	20
12	таким образом	8	19
13	также и	3	18
14	то что	9	16
15	потому что	4	15
16	так как	6	15
17	не может	15	14
18	в нем	2	13
19	о том	9	13
20	со стороны	2	13
21	в их	3	12
22	представляет собой	4	12
23	в его	5	12
24	того что	4	12
25	только в	11	12
26	и не	9	12
27	как мы	3	11
28	в ее	2	11
29	ясно что	2	11
30	что такое	2	11
31	что в	12	10
32	то же	12	9
33	в истории	1	9
34	и как	2	9
35	но в	8	9
36	по себе	3	9
37	между тем	2	9
38	этом смысле	1	9
39	а только	2	8
40	это не	7	8
41	не в	9	8
42	тем не	6	8
43	не менее	6	8
44	с другой	6	8
45	именно в	3	8
46	вопрос о	5	7
47	но не	5	7
48	все же	10	7
49	было бы	7	7
50	можно было	5	7
51	дело с	2	7
52	прежде всего	10	7
53	смысле этого	1	7
54	в большей	1	7
55	только как	1	7
56	и это	1	6
57	из этих	1	6
58	как он	2	6
59	том чтобы	2	6
60	его в	6	6
61	с тем	4	6
62	как и	4	6
63	вовсе не	2	6
64	в то	3	6
65	в качестве	5	6
66	тем что	3	6
67	не могут	2	6
68	не трудно	1	6
69	о природе	1	6
70	один из	4	6
71	этот вопрос	7	6
72	и его	3	6
73	в руки	3	6
74	и даже	4	6
75	до сих	5	6
76	но и	10	6
77	а именно	4	6
78	сих пор	5	6
79	все это	4	6
80	хотя бы	4	6
81	одним из	2	5
82	а как	1	5
83	в целом	2	5
84	иное как	1	5
85	так например	6	5
86	об этом	4	5
87	и тем	2	5
88	в них	1	5
89	но если	2	5
90	в которых	1	5
91	сказать что	5	5
92	течением времени	1	5
93	могут быть	4	5
94	с течением	1	5
95	так что	4	5
96	видеть что	2	5
97	не есть	2	5
98	т п	1	5
99	представляют собой	6	5
100	что не	2	5
101	на этот	2	5
102	а не	15	5
103	как бы	2	5
104	другой стороны	5	5
105	в какой	3	5
106	вместе с	6	5
107	связана с	1	4
108	и то	1	4
109	как это	3	4
110	в первом	1	4
111	в и	1	4
112	мы имеем	13	4
113	что иное	1	4
114	по отношению	3	4
115	не просто	3	4
116	независимо от	1	4
117	как уже	2	4
118	от этого	2	4
119	уже не	3	4
120	в себе	2	4
121	но ведь	1	4
122	должен был	3	4
123	в своей	1	4
124	в котором	3	4
125	по сравнению	1	4
126	как о	2	4
127	в тексте	1	4
128	только с	2	4
129	на вопрос	2	4
130	времени и	1	4
131	внимание на	1	4
132	и что	10	4
133	и история	1	4
134	еще не	7	4
135	к делу	2	4
136	что он	10	4
137	и ее	1	4
138	с одной	4	4
139	в виде	2	4
140	одно из	1	4
141	само по	2	4
142	как раз	2	4
143	этом отношении	1	4
144	науки в	1	4
145	в особенности	2	4
146	одной стороны	4	4
147	по мере	2	4
148	еще и	2	4
149	быть названо	1	4
150	этом случае	1	4
151	и для	4	4
152	а в	7	4
153	не что	1	4
154	отношению к	3	4
155	во всяком	1	4
156	которых не	1	3
157	и есть	1	3
158	что уже	1	3
159	так чтобы	2	3
160	говорить о	1	3
161	не вполне	2	3
162	то это	3	3
163	в виду	1	3
164	и на	4	3
165	своего рода	1	3
166	совсем не	1	3
167	ответ на	2	3
168	стороны и	1	3
169	однако не	2	3
170	хотя и	1	3
171	и к	1	3
172	за собой	2	3
173	что это	8	3
174	все эти	4	3
175	в этой	6	3
176	что она	5	3
177	как оно	2	3
178	при этом	3	3
179	если бы	8	3
180	не как	3	3
181	на этом	3	3
182	на нее	2	3
183	в работе	1	3
184	второй половины	1	3
185	в прямом	1	3
186	и уже	1	3
187	мы видели	2	3
188	чем в	1	3
189	нисколько не	2	3
190	в этих	7	3
191	от себя	1	3
192	быта и	1	3
193	и вот	2	3
194	есть еще	2	3
195	однако в	2	3
196	тогда когда	2	3
197	дело в	3	3
198	дело не	5	3
199	связи с	4	3
200	как будто	4	3
201	в области	2	3
202	в каком	1	3
203	том отношении	1	3
204	но все	4	3
205	должен быть	3	3
206	в ней	7	3
