N	2gram	Potebnia_M_1	SlovoVZh
1	не может	22	16
2	может быть	27	14
3	точки зрения	8	14
4	как бы	6	13
5	и его	5	13
6	таким образом	13	12
7	и в	39	12
8	по отношению	13	11
9	в нашем	1	11
10	отношению к	13	11
11	и не	18	10
12	если бы	14	9
13	так как	21	9
14	прежде всего	4	8
15	сказать что	3	7
16	для нас	9	7
17	в ней	7	6
18	в том	26	6
19	только в	25	6
20	при этом	6	6
21	в нем	20	6
22	слова и	4	6
23	должна быть	3	5
24	то же	6	5
25	в виду	2	5
26	как в	10	5
27	но в	9	5
28	в жизни	3	5
29	а не	21	5
30	как и	9	5
31	что мы	4	5
32	и следовательно	2	5
33	том что	16	5
34	никогда не	4	5
35	хотя бы	2	5
36	то что	10	5
37	на самом	1	4
38	зависимости от	1	4
39	как если	1	4
40	к нему	1	4
41	за пределы	2	4
42	в этом	15	4
43	все же	6	4
44	в самом	3	4
45	уже не	2	4
46	не только	21	4
47	ни было	2	4
48	от того	4	4
49	так и	13	4
50	с другой	7	4
51	что не	10	4
52	не в	15	4
53	его в	1	4
54	дело в	2	4
55	жизни и	2	4
56	и на	1	4
57	здесь не	1	3
58	самом деле	1	3
59	в котором	1	3
60	еще не	6	3
61	мы не	10	3
62	и вообще	3	3
63	о том	2	3
64	бы то	2	3
65	но и	20	3
66	между тем	5	3
67	нуждается в	2	3
68	того что	8	3
69	когда он	1	3
70	и ее	1	3
71	все эти	1	3
72	только на	3	3
73	в себе	13	3
74	слово в	1	3
75	да и	1	3
76	в творчестве	1	3
77	для него	4	3
78	он должен	2	3
79	и по	6	3
80	то ни	3	3
81	и с	3	3
82	до сих	1	3
83	слово так	1	3
84	ни в	1	3
85	в них	3	3
86	и уже	1	3
87	из общего	1	3
88	в своей	3	3
89	так же	5	3
90	в такой	1	3
91	тем не	6	3
92	этой точки	1	3
93	и более	2	3
94	из этого	2	3
95	по себе	10	3
96	произведения и	1	3
97	сих пор	1	3
98	не менее	6	3
99	все это	1	3
100	но для	1	3
101	и проч	1	3
102	и для	5	3
103	бы мы	1	3
104	сколько бы	1	3
105	ее и	1	3
106	находит свое	1	3
107	с ним	3	3
108	в каком	6	3
109	от этой	1	2
110	значения и	1	2
111	как не	1	2
112	и то	3	2
113	но тем	3	2
114	они ни	2	2
115	действия и	1	2
116	и самое	2	2
117	и совершенно	1	2
118	едва ли	1	2
119	ко всем	2	2
120	те же	1	2
121	мы имеем	1	2
122	со словом	3	2
123	мы в	2	2
124	совпадает с	1	2
125	с его	1	2
126	и что	10	2
127	в чем	1	2
128	тем как	3	2
129	в данном	1	2
130	которые мы	5	2
131	для других	1	2
132	к слову	1	2
133	в его	5	2
134	что и	6	2
135	следовательно только	1	2
136	относится к	3	2
137	независимо от	6	2
138	в своем	3	2
139	в формах	1	2
140	его к	2	2
141	дело с	1	2
142	в какой	1	2
143	словом и	2	2
144	и потому	5	2
145	что слово	3	2
146	бы не	6	2
147	с одной	3	2
148	какой степени	1	2
149	уже в	1	2
150	жизнью и	1	2
151	в душе	11	2
152	он не	3	2
153	перестает быть	1	2
154	не так	3	2
155	в зависимости	1	2
156	к ним	2	2
157	мы можем	2	2
158	но что	1	2
159	из него	2	2
160	одно и	1	2
161	но все	2	2
162	на все	2	2
163	влияние на	2	2
164	с другими	1	2
165	это не	7	2
166	может стать	1	2
167	как же	1	2
168	оно не	3	2
169	себя и	1	2
170	более того	1	2
171	одной стороны	3	2
172	соприкасается с	1	2
173	зависит от	5	2
174	другой стороны	5	2
175	его как	1	2
176	была бы	2	2
177	там где	4	2
178	и слово	1	2
