N	3gram	Vygotskiy__2	Sovremen
1	с точки зрения	10	5
2	в зависимости от	1	4
3	не может быть	8	4
4	с самого начала	1	3
5	тем не менее	4	2
6	друг с другом	1	2
7	во всяком случае	2	2
8	в отличие от	1	2
9	в свою очередь	2	2
10	с помощью которых	1	2
11	так как он	1	2
12	то же самое	6	2
13	точки зрения и	1	1
14	таким образом из	1	1
15	и может быть	1	1
16	и все время	1	1
17	в том как	1	1
18	что иное как	1	1
19	которая не может	2	1
20	по крайней мере	1	1
21	не могут быть	1	1
22	было бы так	1	1
23	самому своему существу	1	1
24	в одном случае	1	1
25	не в том	2	1
26	одни и те	2	1
27	в связи с	1	1
28	все более и	2	1
29	и всегда мы	1	1
30	одна и та	1	1
31	на самом деле	5	1
32	он может быть	1	1
33	верно ли это	1	1
34	в этом смысле	1	1
35	и той же	4	1
36	так же как	4	1
37	а не только	1	1
38	в свое время	1	1
39	в этом случае	1	1
40	один и тот	1	1
41	до наших дней	1	1
42	не было бы	1	1
43	следующим образом если	1	1
44	до сих пор	5	1
45	и что следовательно	1	1
46	и во всех	1	1
47	то же время	2	1
48	нуждаются в объяснении	1	1
49	только ничего не	1	1
50	представление о том	2	1
51	сами по себе	3	1
52	не только ничего	1	1
53	по аналогии с	1	1
54	есть не что	1	1
55	бы то ни	2	1
56	и та же	1	1
57	таким образом все	2	1
58	все же мы	1	1
59	это значит что	2	1
60	в конечном счете	3	1
61	и те же	2	1
62	заключает в себе	2	1
63	более и более	2	1
64	можно было бы	4	1
65	и не может	2	1
66	в самом деле	11	1
67	к одному и	1	1
68	только один смысл	1	1
69	мы знаем что	4	1
70	и ничего не	1	1
71	по самому своему	1	1
72	поэтому что с	1	1
73	в том случае	4	1
74	имеет только один	1	1
75	в то же	2	1
76	который как бы	1	1
77	мы видим что	2	1
78	одной и той	4	1
79	те или иные	1	1
80	не что иное	1	1
81	красивое оперение птиц	1	1
82	в том что	17	1
83	в этой области	2	1
84	в данном случае	4	1
85	той же природы	1	1
86	на этот вопрос	2	1
87	дело идет о	1	1
88	ли он в	1	1
89	то ни было	1	1
90	же самое что	2	1
91	ясно что при	1	1
92	с одной стороны	1	1
93	тот факт что	1	1
94	и тот же	1	1
