N	4gram	Vinokur_Ku_2	Dialekti
1	не что иное как	1	8
2	в то же время	3	6
3	есть не что иное	1	5
4	и т д и	1	3
5	одной и той же	1	3
6	не говоря уже о	2	3
7	с этой точки зрения	2	2
8	т д и т	1	2
9	уже о том что	1	1
10	и т д в	1	1
11	говоря уже о том	1	1
12	свой смысл и свое	1	1
13	и пр но для	1	1
14	как идея как принцип	1	1
15	уже не может быть	2	1
16	этой точки зрения в	1	1
17	лишь в том случае	1	1
18	и с этой точки	1	1
19	в том случае если	2	1
20	сама по себе не	1	1
21	в качестве одного из	1	1
22	только потому и возможно	1	1
23	и тем не менее	4	1
24	в связи с этим	1	1
25	не говорю уже о	1	1
26	и т д это	1	1
27	я думаю что это	1	1
28	дело в том что	1	1
29	иметь в виду что	1	1
30	потому и возможно что	1	1
31	ни в каком отношении	1	1
32	только для того чтобы	1	1
