N	2gram	Bakhtin_Pr_1	Literetu
1	и не	31	22
2	тогда как	1	17
3	в мире	6	16
4	и в	29	16
5	при этом	2	15
6	в этом	22	14
7	не только	15	14
8	но и	14	14
9	в том	8	12
10	может быть	24	12
11	а не	22	12
12	то что	15	12
13	в частности	1	11
14	своего рода	1	10
15	не в	7	10
16	такого рода	1	10
17	то же	14	9
18	так и	7	9
19	в то	10	9
20	того что	1	9
21	в этой	4	8
22	в жизни	2	8
23	том что	7	8
24	не может	12	8
25	к себе	2	8
26	как бы	19	8
27	в своей	8	7
28	же время	9	7
29	только в	10	7
30	себя в	1	7
31	со стороны	1	7
32	точки зрения	19	7
33	я в	1	7
34	еще не	5	6
35	с его	9	6
36	в себе	7	6
37	в другом	1	6
38	о том	1	6
39	и его	14	6
40	в его	24	6
41	с другой	3	6
42	к тому	1	6
43	как в	6	5
44	в целом	6	5
45	лишь в	1	5
46	это не	9	5
47	как и	12	5
48	что я	1	5
49	в основе	4	5
50	этом отношении	3	5
51	в ее	1	5
52	что он	8	5
53	в качестве	1	5
54	именно в	5	5
55	а именно	1	5
56	а в	7	5
57	одним из	6	4
58	но не	9	4
59	по отношению	8	4
60	в рамках	1	4
61	хотя и	1	4
62	и если	1	4
63	входит в	7	4
64	должно быть	4	4
65	место в	1	4
66	однако в	2	4
67	даже в	4	4
68	никогда не	3	4
69	данном случае	2	4
70	в начале	1	4
71	из них	1	4
72	одно из	2	4
73	в одном	10	4
74	как будто	3	4
75	как у	1	4
76	до конца	8	4
77	в данном	2	4
78	по существу	3	4
79	и для	4	4
80	отношению к	8	4
81	отношения к	3	3
82	например в	3	3
83	не становится	5	3
84	самом деле	6	3
85	едва ли	1	3
86	той же	5	3
87	но уже	1	3
88	однако не	2	3
89	усматривает в	1	3
90	и как	7	3
91	и наконец	4	3
92	и к	2	3
93	но в	7	3
94	то в	1	3
95	бы и	4	3
96	на его	2	3
97	взгляд на	1	3
98	с точки	13	3
99	на свою	1	3
100	произведения в	2	3
101	себе самому	3	3
102	потому что	8	3
103	в области	1	3
104	личности в	4	3
105	для его	3	3
106	все еще	1	3
107	искусства и	1	3
108	прежде всего	7	3
109	между тем	5	3
110	все время	2	3
111	совершенно не	1	3
112	уже не	13	3
113	в единстве	6	3
114	человеческого духа	2	3
115	в самом	10	3
116	наконец в	2	3
117	более того	5	3
118	мира в	5	3
119	тому как	3	3
120	там где	10	3
121	в романе	9	3
122	жизни и	2	3
123	как на	3	3
124	художественного произведения	1	2
125	в первом	1	2
126	для своего	2	2
127	как мы	4	2
128	вопрос о	2	2
129	так чтобы	4	2
130	в кругозоре	2	2
131	на себя	2	2
132	я не	3	2
133	жизни как	1	2
134	то это	1	2
135	и на	7	2
136	бы то	2	2
137	во всех	1	2
138	за их	1	2
139	а и	1	2
140	отношение к	2	2
141	не согласиться	1	2
142	стороны и	1	2
143	все же	9	2
144	могли бы	2	2
145	к идее	2	2
146	в противоположность	2	2
147	не знает	3	2
148	он в	3	2
149	в случае	1	2
150	вследствие этого	2	2
151	все они	1	2
152	в нем	19	2
153	он все	2	2
154	в первой	2	2
155	не как	14	2
156	и вот	1	2
157	в творческом	1	2
158	подобно тому	3	2
159	художественное творчество	1	2
160	человека в	4	2
161	в работе	1	2
162	то ни	2	2
163	в совершенно	1	2
164	мире не	1	2
165	и с	4	2
166	его в	6	2
167	знает что	1	2
168	действительности в	1	2
169	было бы	5	2
170	и даже	2	2
171	лишь на	3	2
172	она и	1	2
173	пути как	1	2
174	далеко не	3	2
175	со своими	2	2
176	не всегда	1	2
177	он и	5	2
178	несмотря на	6	2
179	со всей	1	2
180	художественного творчества	3	2
181	и ее	2	2
182	нас самих	1	2
183	к предмету	1	2
184	и другого	1	2
185	одном из	1	2
186	ни было	2	2
187	в конце	6	2
188	по себе	8	2
189	автора и	5	2
190	между людьми	1	2
191	природа и	1	2
192	с которой	2	2
193	в нас	1	2
194	того чтобы	1	2
195	жизни не	2	2
196	как раз	6	2
197	другой стороны	3	2
198	а лишь	2	2
199	у нас	1	2
200	вот в	1	2
201	же самое	1	2
202	для такого	1	2
203	с образом	1	2
204	для себя	2	2
205	он ищет	1	2
206	то она	1	2
207	сознания с	2	2
208	это путь	1	2
209	и сам	2	2
210	что у	1	2
211	здесь как	1	2
212	ориентировано на	1	2
213	во второй	1	2
214	мира и	7	2
215	если бы	9	2
216	и перед	2	2
217	о нем	9	2
218	мира а	1	2
219	можно сказать	1	2
220	во втором	1	2
221	что и	4	2
222	во всей	2	2
223	и только	1	2
224	как например	2	2
225	но с	3	2
226	и одновременно	3	2
227	здесь не	1	2
228	связи с	2	2
229	за ним	3	2
230	для него	18	2
231	тем что	4	2
232	для того	1	2
233	не надо	1	2
234	бытия в	3	2
235	себя и	2	2
236	что не	1	2
237	в живом	1	2
238	с ней	1	2
239	а на	1	2
240	него не	2	2
241	если не	1	2
242	так же	6	2
243	и потому	6	2
244	а так	1	2
245	быть только	1	2
246	если это	1	2
247	быть не	1	2
248	с этой	2	2
249	один из	2	2
250	это последнее	1	2
251	на слово	1	2
252	сознания и	5	2
253	что в	8	2
254	в каждой	1	2
255	же в	2	2
256	романа и	3	2
257	в свою	1	2
258	жизни а	2	2
259	оно не	3	2
260	ее в	1	2
261	в своих	3	2
262	героя как	2	2
263	к этому	1	2
264	и наиболее	1	1
265	от этой	1	1
266	к произведениям	1	1
267	была бы	3	1
268	и т	4	1
269	на самом	5	1
270	миры еще	1	1
271	это и	5	1
272	идет о	4	1
273	и есть	2	1
274	предметом рефлексии	1	1
275	из самых	1	1
276	по преимуществу	2	1
277	и до	3	1
278	из его	2	1
279	исходит из	1	1
280	все те	2	1
281	из дневника	1	1
282	с таким	1	1
283	мир стал	1	1
284	и за	1	1
285	мы уже	2	1
286	который в	1	1
287	человек является	1	1
288	бы уже	2	1
289	к художественному	1	1
290	в особой	1	1
291	а некоторая	1	1
292	общества но	1	1
293	этом не	1	1
294	и со	2	1
295	и он	1	1
296	в ней	2	1
297	герой может	1	1
298	он сам	3	1
299	одного человека	2	1
300	мысли и	5	1
301	его действительности	1	1
302	тем как	4	1
303	в создании	1	1
304	к которой	1	1
305	сознания не	4	1
306	остаются в	1	1
307	постановка проблемы	1	1
308	с собою	2	1
309	в зеркале	1	1
310	его личного	2	1
311	нет и	1	1
312	за пределы	7	1
313	сама по	1	1
314	к сожалению	1	1
315	в истории	2	1
316	а говоря	1	1
317	первый взгляд	1	1
318	независимо от	1	1
319	с этим	2	1
320	в художественном	3	1
321	в своем	8	1
322	что касается	1	1
323	перед нами	5	1
324	сознания в	1	1
325	героев достоевского	1	1
326	это тоже	1	1
327	более или	1	1
328	все новые	1	1
329	и человек	2	1
330	за собой	1	1
331	видения мира	1	1
332	духа в	1	1
333	себе как	1	1
334	в нашем	1	1
335	у каждого	1	1
336	не оставляет	1	1
337	чем бы	1	1
338	т п	3	1
339	ни одна	1	1
340	уже в	3	1
341	ее как	3	1
342	как он	1	1
343	так сказать	4	1
344	мир но	1	1
345	вообще не	1	1
346	больше всего	1	1
